"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q22f_num","TX_RESP_Q23f_num","TX_RESP_Q23i_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.21976818169116,0,1.90013849910723,NA,1.26379709549894,-0.159908649721357,-1.85239643408737,0.540061724867322,1.23536477452052
1.25878414091669,0,0.542896714030637,-1.07438424206862,-0.842531396999291,1.03940622318882,0.370479286817474,0.540061724867322,-0.449223554371097
-0.000758212756948754,0,-0.814345071045956,0.931133009792805,-0.842531396999291,-1.35922352263154,0.370479286817474,-1.08012344973464,-0.449223554371097
-1.00540629880751,1.3228756555323,-0.814345071045956,0.931133009792805,0.561687597999527,-0.159908649721357,0.370479286817474,-1.08012344973464,-0.449223554371097
-1.83743710861924,0,0.542896714030637,0.931133009792805,1.26379709549894,-0.159908649721357,-0.740958573634948,0.540061724867322,-0.449223554371097
1.16361835949082,-1.3228756555323,-0.814345071045956,-1.07438424206862,-0.842531396999291,-1.35922352263154,0.370479286817474,0.540061724867322,-0.449223554371097
0.00644314621290205,1.3228756555323,1.90013849910723,-0.0716256161379083,1.26379709549894,1.03940622318882,0.370479286817474,0.540061724867322,1.23536477452052
-0.36596088236533,0,0.542896714030637,-0.0716256161379083,-0.842531396999291,-1.35922352263154,-0.740958573634948,0.540061724867322,-0.449223554371097
-0.0966854242802005,-1.3228756555323,-0.814345071045956,-0.0716256161379083,-0.140421899499882,-0.159908649721357,0.370479286817474,-1.08012344973464,-2.13381188326271
-0.199178291571479,0,0.542896714030637,0.931133009792805,-0.842531396999291,1.03940622318882,-0.740958573634948,-1.08012344973464,1.23536477452052
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.403482673989417,-1.3228756555323,-0.814345071045956,-1.07438424206862,1.26379709549894,-0.159908649721357,-1.85239643408737,2.16024689946929,-0.449223554371097
NA,1.3228756555323,0.542896714030637,0.931133009792805,1.26379709549894,1.03940622318882,1.4819171472699,-1.08012344973464,1.23536477452052
0.432613206911833,NA,NA,NA,NA,NA,NA,NA,NA
0.694475372829273,-1.3228756555323,-0.814345071045956,-2.07714286799934,-0.842531396999291,1.03940622318882,0.370479286817474,0.540061724867322,-0.449223554371097
1.77539688657656,0,-0.814345071045956,-0.0716256161379083,-0.842531396999291,1.03940622318882,0.370479286817474,0.540061724867322,-0.449223554371097
-1.00961938683561,1.3228756555323,-0.814345071045956,0.931133009792805,-0.842531396999291,-1.35922352263154,1.4819171472699,-1.08012344973464,1.23536477452052
NA,NA,NA,NA,NA,NA,NA,NA,NA
