"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23f_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.53075604629117,1.03279555898864,0.258198889747161,1.90013849910723,1.26379709549894,-0.639634598885429,0.20835271227699,-0.921132372943676,-0.627895591291433,-1.85239643408737,1.03279555898864,0.540061724867322
-0.673520389182774,-0.903696114115064,0.258198889747161,0.542896714030637,-0.842531396999291,-0.639634598885429,-1.35429262980044,-0.921132372943676,-1.97338614405879,0.370479286817474,1.03279555898864,0.540061724867322
0.863032269859709,1.03279555898864,-3.61478445646026,-0.814345071045956,-0.842531396999291,0.559680274024751,-1.35429262980044,0.460566186471839,0.717594961475923,0.370479286817474,-0.903696114115064,-1.08012344973464
0.49456627530158,1.03279555898864,0.258198889747161,-0.814345071045956,0.561687597999527,1.75899514693493,0.20835271227699,0.460566186471839,0.717594961475923,0.370479286817474,1.03279555898864,-1.08012344973464
-1.81365321119502,-0.903696114115064,0.258198889747161,0.542896714030637,1.26379709549894,1.75899514693493,0.20835271227699,-0.921132372943676,-0.627895591291433,-0.740958573634948,-0.903696114115064,0.540061724867322
0.800778519997601,1.03279555898864,0.258198889747161,-0.814345071045956,-0.842531396999291,0.559680274024751,0.20835271227699,0.460566186471839,0.717594961475923,0.370479286817474,-0.903696114115064,0.540061724867322
-0.532921597309239,-0.903696114115064,0.258198889747161,1.90013849910723,1.26379709549894,0.559680274024751,0.20835271227699,0.460566186471839,0.717594961475923,0.370479286817474,1.03279555898864,0.540061724867322
0.0473067871578618,-0.903696114115064,0.258198889747161,0.542896714030637,-0.842531396999291,-0.639634598885429,-1.35429262980044,-0.921132372943676,-0.627895591291433,-0.740958573634948,-0.903696114115064,0.540061724867322
0.454680637335283,1.03279555898864,0.258198889747161,-0.814345071045956,-0.140421899499882,-0.639634598885429,0.20835271227699,0.460566186471839,-0.627895591291433,0.370479286817474,-0.903696114115064,-1.08012344973464
1.02072518607209,1.03279555898864,0.258198889747161,0.542896714030637,-0.842531396999291,0.559680274024751,1.77099805435442,0.460566186471839,0.717594961475923,-0.740958573634948,-0.903696114115064,-1.08012344973464
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.52750316527561,-0.903696114115064,0.258198889747161,-0.814345071045956,1.26379709549894,-0.639634598885429,-1.35429262980044,-2.30283093235919,-1.97338614405879,-1.85239643408737,1.03279555898864,2.16024689946929
NA,1.03279555898864,0.258198889747161,0.542896714030637,1.26379709549894,-1.83894947179561,1.77099805435442,1.84226474588735,0.717594961475923,1.4819171472699,1.03279555898864,-1.08012344973464
0.277479868024632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.441655522772704,-0.903696114115064,0.258198889747161,-0.814345071045956,-0.842531396999291,-0.639634598885429,0.20835271227699,0.460566186471839,0.717594961475923,0.370479286817474,-0.903696114115064,0.540061724867322
1.44524703347146,-0.903696114115064,0.258198889747161,-0.814345071045956,-0.842531396999291,0.559680274024751,0.20835271227699,0.460566186471839,0.717594961475923,0.370479286817474,-0.903696114115064,0.540061724867322
0.232882309260891,-0.903696114115064,0.258198889747161,-0.814345071045956,-0.842531396999291,-0.639634598885429,0.20835271227699,0.460566186471839,0.717594961475923,1.4819171472699,1.03279555898864,-1.08012344973464
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
