"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21c_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22h_num","TX_RESP_Q23i_num"
0.702988365956564,1.3571736715348,0.69215018856494,1.40559022854369,1.20394242051536,0.866518556494404,0.963624111659432
0.785869154766366,-0.370138274054947,0.69215018856494,-0.562236091417477,-0.902956815386518,-0.99982910364739,-0.963624111659432
-0.328092703097714,-0.370138274054947,-1.4612059536371,-0.562236091417477,-0.902956815386518,-0.99982910364739,-0.963624111659432
NA,NA,NA,NA,NA,NA,NA
-1.22285819582453,-0.370138274054947,-1.4612059536371,1.40559022854369,1.20394242051536,0.866518556494404,0.963624111659432
0.674729545289056,-0.370138274054947,0.69215018856494,-0.562236091417477,-0.902956815386518,-0.99982910364739,-0.963624111659432
0.223702214335768,-0.370138274054947,0.69215018856494,-0.562236091417477,-0.902956815386518,0.866518556494404,-0.963624111659432
-1.18032409990534,-0.370138274054947,-1.4612059536371,-0.562236091417477,0.15049280256442,0.866518556494404,-0.963624111659432
-1.18933812785465,1.3571736715348,-1.4612059536371,1.40559022854369,1.20394242051536,0.866518556494404,0.963624111659432
-0.495209992803856,-0.370138274054947,0.69215018856494,-0.562236091417477,0.15049280256442,-0.0666552735764928,0.963624111659432
0.958769470725278,1.3571736715348,-0.384527882536078,-0.562236091417477,-0.902956815386518,-1.93300293371829,0.963624111659432
-0.0649130916115438,-0.370138274054947,0.69215018856494,0.421677068563107,1.20394242051536,0.866518556494404,0.963624111659432
NA,NA,NA,NA,NA,NA,NA
-0.989539310004464,-0.370138274054947,0.69215018856494,1.40559022854369,1.20394242051536,-0.0666552735764928,0.963624111659432
2.19528427677049,1.3571736715348,0.69215018856494,-0.562236091417477,-0.902956815386518,0.866518556494404,-0.963624111659432
-0.0710675067414242,-2.0974502196447,0.69215018856494,-1.54614925139806,-0.902956815386518,-0.99982910364739,-0.963624111659432
