"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num"
-2.17634106386887,0,-0.120335556090431,0.206305353579325,-0.436191292311813
NA,NA,NA,NA,NA
-0.262653475851668,-0.849836585598797,-0.120335556090431,1.59886649023976,-2.11864341980024
1.46452478783545,1.69967317119759,-0.120335556090431,-1.18625578308112,-0.436191292311813
0.15518977021185,-0.849836585598797,-0.120335556090431,0.206305353579325,-0.436191292311813
0.283283919773935,-0.849836585598797,-1.74486556331126,0.206305353579325,-0.436191292311813
0.317848380497406,-0.849836585598797,-0.120335556090431,0.206305353579325,-0.436191292311813
-1.64319923398689,-0.849836585598797,1.5041944511304,1.59886649023976,1.24626083517661
NA,NA,NA,NA,NA
1.13819944064004,0.849836585598797,-0.120335556090431,-1.18625578308112,1.24626083517661
1.09677254630518,1.69967317119759,-0.120335556090431,0.206305353579325,-0.436191292311813
0.736886427833546,0.849836585598797,-0.120335556090431,-1.18625578308112,-0.436191292311813
0.0570413976875573,-0.849836585598797,-0.120335556090431,0.206305353579325,-0.436191292311813
0.390302078703086,1.69967317119759,-0.120335556090431,-1.18625578308112,-0.436191292311813
-0.704847792923968,-0.849836585598797,-0.120335556090431,0.206305353579325,1.24626083517661
-0.0540163411210046,-0.849836585598797,1.5041944511304,1.59886649023976,1.24626083517661
-0.969125405112078,-0.849836585598797,1.5041944511304,0.206305353579325,1.24626083517661
-1.2136064475162,-0.849836585598797,-0.120335556090431,-1.18625578308112,-0.436191292311813
-0.196150423577018,0.849836585598797,-0.120335556090431,0.206305353579325,-0.436191292311813
2.30897893299222,0.849836585598797,-0.120335556090431,-1.18625578308112,-0.436191292311813
-1.23772848188641,0,1.5041944511304,0.206305353579325,1.24626083517661
0.846263546685299,1.69967317119759,1.5041944511304,-2.57881691974156,-0.436191292311813
-0.220141195809863,-0.849836585598797,-0.120335556090431,1.59886649023976,1.24626083517661
0.036942838854195,0,-0.120335556090431,0.206305353579325,-0.436191292311813
-1.03881748262897,0.849836585598797,-0.120335556090431,0.206305353579325,1.24626083517661
-0.391122540772892,0.849836585598797,-0.120335556090431,0.206305353579325,-0.436191292311813
0.55963201077467,-0.849836585598797,-3.36939557053209,0.206305353579325,-2.11864341980024
0.889972089658047,-0.849836585598797,-0.120335556090431,0.206305353579325,-0.436191292311813
-0.174088283396674,-0.849836585598797,-0.120335556090431,0.206305353579325,1.24626083517661
