"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22h_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.291877438553171,0.428174419288837,-0.149524993152435,0.288675134594813,0.747624965762176,-1.24452825388283,0.67700320038633,0.67700320038633,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.87298357733148,0.428174419288837,-0.149524993152435,-1.09696551146029,-1.94382491098166,-0.17778975055469,-1.35400640077266,-1.35400640077266,-0.288675134594813
-1.64233115945648,0.428174419288837,0.747624965762176,0.981495457622364,0.747624965762176,-0.17778975055469,0.67700320038633,0.67700320038633,-0.288675134594813
-0.550879720262117,-2.14087209644419,-0.149524993152435,0.981495457622364,-1.04667495206705,0.88894875277345,-1.35400640077266,-1.35400640077266,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.38699108038861,0.428174419288837,0.747624965762176,-1.09696551146029,0.747624965762176,0.88894875277345,0.67700320038633,0.67700320038633,-0.288675134594813
-0.469545797260381,0.428174419288837,0.747624965762176,0.981495457622364,0.747624965762176,0.88894875277345,0.67700320038633,0.67700320038633,-0.288675134594813
0.788127051292219,0.428174419288837,-1.94382491098166,-1.09696551146029,-1.04667495206705,-1.24452825388283,-1.35400640077266,-1.35400640077266,-0.288675134594813
0.265211483657081,0.428174419288837,0.747624965762176,0.981495457622364,0.747624965762176,0.88894875277345,0.67700320038633,0.67700320038633,-0.288675134594813
0.303466988823544,0.428174419288837,-1.94382491098166,-1.09696551146029,-1.04667495206705,-1.24452825388283,-1.35400640077266,-1.35400640077266,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.413274422573114,-2.14087209644419,-0.149524993152435,0.288675134594813,-0.149524993152435,0.88894875277345,0.67700320038633,0.67700320038633,-0.288675134594813
1.12808100736487,0.428174419288837,0.747624965762176,0.981495457622364,0.747624965762176,0.88894875277345,0.67700320038633,0.67700320038633,3.17542648054294
-0.186725367081661,0.428174419288837,0.747624965762176,-1.09696551146029,0.747624965762176,-1.24452825388283,0.67700320038633,0.67700320038633,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
