"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21e_num","TX_RESP_Q23a_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA
0.304358831832205,1.16105091003206,0.623231962511588,1.39746146663321,-1.2794157892979,1.35400640077266,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
1.07907703789427,-0.232210182006412,0.623231962511588,0.199637352376173,1.02353263143832,-0.67700320038633,-0.288675134594813
1.49993133615971,1.16105091003206,0.623231962511588,-0.998186761880863,1.02353263143832,-0.67700320038633,-0.288675134594813
0.293014250506498,-0.232210182006412,0.623231962511588,0.199637352376173,0.25588315785958,1.35400640077266,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA
-0.571125726371912,-1.62547127404488,-2.36828145754403,-0.998186761880863,-1.2794157892979,-0.67700320038633,-0.288675134594813
1.50501168842662,-0.232210182006412,0.623231962511588,1.39746146663321,1.02353263143832,1.35400640077266,-0.288675134594813
0.0920048091307779,1.16105091003206,-0.872524747516223,0.199637352376173,-0.511766315719159,-0.67700320038633,-0.288675134594813
-0.841815311223299,1.16105091003206,0.623231962511588,0.199637352376173,-0.511766315719159,1.35400640077266,-0.288675134594813
-0.651154213536107,-0.232210182006412,0.623231962511588,1.39746146663321,-0.511766315719159,-0.67700320038633,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA
-0.00109375867561959,-0.232210182006412,-0.872524747516223,-0.998186761880863,1.02353263143832,-0.67700320038633,-0.288675134594813
-1.41632807756513,-1.62547127404488,-0.872524747516223,-0.998186761880863,1.02353263143832,-0.67700320038633,3.17542648054294
-1.29188086657802,-0.232210182006412,0.623231962511588,-0.998186761880863,-1.2794157892979,-0.67700320038633,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
