"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22d_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q19_num"
-0.617797882439335,-1.5920130321406,-0.331758487860546,-1.11826933955531,-0.994609125148144,-0.619677335393187,-3.07848307282818,-2.09471384369238,-0.550597761289348
-0.104315300291374,0.975749922924881,1.05056854489173,0.576078144619403,-0.994609125148144,0.92951600308978,-0.0580845862797767,-0.288926047405846,1.74355957741627
-0.144191918514689,-1.5920130321406,-0.331758487860546,-1.11826933955531,-0.994609125148144,0.92951600308978,-0.0580845862797767,1.51686174888069,1.74355957741627
0.39240658814167,0.975749922924881,1.05056854489173,0.576078144619403,1.24326140643518,-0.619677335393187,-0.0580845862797767,-0.288926047405846,-0.550597761289348
-1.04098157015823,-0.308131554607858,-1.71408552061282,-1.11826933955531,NA,0.92951600308978,1.45211465699442,1.51686174888069,-0.550597761289348
-1.89498895943507,NA,NA,NA,NA,NA,-0.0580845862797767,NA,NA
1.62820702384685,-0.308131554607858,1.05056854489173,0.576078144619403,-0.994609125148144,-0.619677335393187,-0.0580845862797767,-0.288926047405846,-0.550597761289348
0.942273928394714,0.975749922924881,1.05056854489173,-0.271095597467954,-0.994609125148144,-0.619677335393187,-0.0580845862797767,-0.288926047405846,-0.550597761289348
0.0187964233098881,0.975749922924881,-0.331758487860546,-0.271095597467954,0.497304562574072,-0.619677335393187,-0.0580845862797767,-0.288926047405846,-0.550597761289348
1.14314212386421,0.975749922924881,1.05056854489173,1.42325188670676,-0.994609125148144,0.92951600308978,-0.0580845862797767,-0.288926047405846,-0.550597761289348
-0.288283721539663,-0.308131554607858,-0.331758487860546,-1.11826933955531,0.497304562574072,0.92951600308978,-0.0580845862797767,-0.288926047405846,-0.550597761289348
-0.715028232449814,-0.308131554607858,-1.71408552061282,-1.11826933955531,1.24326140643518,-0.619677335393187,-1.56828382955398,-0.288926047405846,-0.550597761289348
0.354184108435543,-0.308131554607858,-0.331758487860546,-0.271095597467954,1.24326140643518,0.92951600308978,-0.0580845862797767,-2.09471384369238,-0.550597761289348
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.572492686154688,0.975749922924881,-0.331758487860546,-1.11826933955531,-0.994609125148144,-0.619677335393187,1.45211465699442,-0.288926047405846,-0.550597761289348
-0.134944438137167,0.975749922924881,1.05056854489173,1.42325188670676,0.497304562574072,-0.619677335393187,-0.0580845862797767,-0.288926047405846,-0.550597761289348
0.237346392452869,0.975749922924881,-0.331758487860546,1.42325188670676,0.497304562574072,-0.619677335393187,-0.0580845862797767,-0.288926047405846,-0.550597761289348
-0.643145304710328,-0.308131554607858,1.05056854489173,-0.271095597467954,1.24326140643518,-0.619677335393187,-0.0580845862797767,-0.288926047405846,-0.550597761289348
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.15186675866357,-0.308131554607858,1.05056854489173,-0.271095597467954,-0.994609125148144,-2.16887067387615,-1.56828382955398,-0.288926047405846,-0.550597761289348
-1.81149911859633,-1.5920130321406,-1.71408552061282,1.42325188670676,1.24326140643518,0.92951600308978,-0.0580845862797767,1.51686174888069,1.74355957741627
-0.931216559664398,-1.5920130321406,-0.331758487860546,-0.271095597467954,1.24326140643518,0.92951600308978,1.45211465699442,1.51686174888069,1.74355957741627
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.928330957603126,0.975749922924881,-0.331758487860546,-0.271095597467954,-0.994609125148144,2.47870934157275,1.45211465699442,1.51686174888069,1.74355957741627
0.831594525270603,-1.5920130321406,-1.71408552061282,-1.11826933955531,1.24326140643518,-0.619677335393187,-0.0580845862797767,-0.288926047405846,-0.550597761289348
-0.0776352089275733,0.975749922924881,-0.331758487860546,-1.11826933955531,-0.994609125148144,-0.619677335393187,-0.0580845862797767,-0.288926047405846,1.74355957741627
1.23013715967223,-0.308131554607858,1.05056854489173,0.576078144619403,-0.248652281287036,-0.619677335393187,-0.0580845862797767,-0.288926047405846,-0.550597761289348
2.18703598109565,0.975749922924881,1.05056854489173,1.42325188670676,-0.994609125148144,-0.619677335393187,-0.0580845862797767,-0.288926047405846,-0.550597761289348
-0.212139154526006,-0.308131554607858,-0.331758487860546,1.42325188670676,0.497304562574072,0.92951600308978,1.45211465699442,1.51686174888069,-0.550597761289348
