"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21c_num","TX_RESP_Q22a_num","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num","TX_RESP_Q23i_num","TX_RESP_Q20_num"
-0.122924692254862,0.441769205836719,-0.76924423603812,0.324893144826966,-0.430103974842683,0.473381068331151,1.08790687915655,-0.114613651012251,-1.29099444873581,-0.218217890235993
0.654855152036425,0.441769205836719,0.473381068331151,1.94935886896179,-0.430103974842683,1.71600637270042,1.08790687915655,1.08882968461638,1.29099444873581,-0.218217890235993
1.24342412359319,0.441769205836719,-0.76924423603812,1.94935886896179,1.46235351446512,-0.76924423603812,1.08790687915655,1.08882968461638,0,-0.218217890235993
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,3.35481100377293,NA,NA,NA,NA,NA
0.395637897556803,0.441769205836719,0.473381068331151,0.324893144826966,-0.430103974842683,0.473381068331151,-0.339970899736421,-2.52150032226951,0,-0.218217890235993
-0.0805446827771983,0.441769205836719,-0.76924423603812,0.324893144826966,-0.430103974842683,0.473381068331151,-0.339970899736421,-0.114613651012251,1.29099444873581,-0.218217890235993
-2.27386233861063,-1.4136614586775,1.71600637270042,-1.29957257930786,-0.430103974842683,-2.01186954040739,-1.76784867862939,-0.114613651012251,-2.58198889747161,4.36435780471985
-1.7257395757677,-1.4136614586775,0.473381068331151,0.324893144826966,-0.430103974842683,-2.01186954040739,-1.76784867862939,-0.114613651012251,0,-0.218217890235993
0.010665401318138,0.441769205836719,-0.76924423603812,0.324893144826966,-0.430103974842683,0.473381068331151,1.08790687915655,1.08882968461638,1.29099444873581,-0.218217890235993
-1.80904973984725,0.441769205836719,-0.76924423603812,-1.29957257930786,-0.430103974842683,-2.01186954040739,1.08790687915655,1.08882968461638,0,-0.218217890235993
0.403198251421179,-1.4136614586775,0.473381068331151,0.324893144826966,-0.430103974842683,-0.76924423603812,-1.76784867862939,-0.114613651012251,-1.29099444873581,-0.218217890235993
0.0845414219514306,0.441769205836719,0.473381068331151,0.324893144826966,-0.430103974842683,-0.76924423603812,-0.339970899736421,-0.114613651012251,0,-0.218217890235993
-0.213233971945739,0.441769205836719,0.473381068331151,NA,-0.430103974842683,0.473381068331151,-0.339970899736421,-1.31805698664088,0,-0.218217890235993
0.619384778023373,0.441769205836719,-0.76924423603812,0.324893144826966,-0.430103974842683,0.473381068331151,1.08790687915655,1.08882968461638,1.29099444873581,-0.218217890235993
-0.0889153604097705,0.441769205836719,0.473381068331151,-1.29957257930786,-0.430103974842683,0.473381068331151,-0.339970899736421,-0.114613651012251,0,-0.218217890235993
1.47595954069829,0.441769205836719,-0.76924423603812,0.324893144826966,1.46235351446512,0.473381068331151,1.08790687915655,1.08882968461638,0,-0.218217890235993
-0.611044622684819,0.441769205836719,1.71600637270042,0.324893144826966,-0.430103974842683,0.473381068331151,-0.339970899736421,-0.114613651012251,0,-0.218217890235993
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.167206979712793,0.441769205836719,-2.01186954040739,-1.29957257930786,1.46235351446512,0.473381068331151,1.08790687915655,-1.31805698664088,0,-0.218217890235993
1.53779146809658,0.441769205836719,0.473381068331151,-1.29957257930786,-0.430103974842683,0.473381068331151,-0.339970899736421,1.08882968461638,0,-0.218217890235993
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.373863787098703,0.441769205836719,-0.76924423603812,0.324893144826966,-0.430103974842683,0.473381068331151,-0.339970899736421,-0.114613651012251,0,-0.218217890235993
0.84562669750682,0.441769205836719,-0.76924423603812,0.324893144826966,-0.430103974842683,0.473381068331151,-0.339970899736421,-0.114613651012251,1.29099444873581,-0.218217890235993
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.139112940518349,-3.26909212319172,1.71600637270042,-1.29957257930786,-0.430103974842683,0.473381068331151,-0.339970899736421,-1.31805698664088,-1.29099444873581,-0.218217890235993
