"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23i_num"
1.32945397964574,0.379362733957994,-0.196494372972965,0.909383536944774,1.44789486338751,0.167365481751145,-1.08790687915655,0.254102735446552
-0.412629036054613,0.379362733957994,1.17896623783779,NA,-0.152409985619738,0.167365481751145,-1.08790687915655,0.254102735446552
-0.171502161394392,-0.812920144195702,-0.196494372972965,0.909383536944774,-1.75271483462698,-1.00419289050687,0.339970899736421,0.254102735446552
0.456542964267309,1.57164561211169,1.17896623783779,-0.744041075682088,1.44789486338751,1.33892385400916,1.76784867862939,1.58814209654095
-0.851689610182997,-0.812920144195702,-0.196494372972965,-0.744041075682088,-0.152409985619738,1.33892385400916,0.339970899736421,-1.07993662564785
-0.521826784494063,-0.812920144195702,-1.57195498378372,-0.744041075682088,-1.75271483462698,-2.17575126276488,-1.08790687915655,-1.07993662564785
NA,NA,NA,NA,NA,NA,NA,NA
-0.93133491575134,1.57164561211169,-0.196494372972965,-0.744041075682088,1.44789486338751,0.167365481751145,-1.08790687915655,0.254102735446552
0.529180119912723,0.379362733957994,1.17896623783779,0.909383536944774,1.44789486338751,1.33892385400916,0.339970899736421,0.254102735446552
-0.365965605521355,-0.812920144195702,-0.196494372972965,-0.744041075682088,-0.152409985619738,0.167365481751145,0.339970899736421,-2.41397598674225
-0.571402553613143,0.379362733957994,-0.196494372972965,-0.744041075682088,-0.152409985619738,0.167365481751145,0.339970899736421,-1.07993662564785
0.266782002118134,-0.812920144195702,1.17896623783779,0.909383536944774,-0.152409985619738,0.167365481751145,0.339970899736421,1.58814209654095
1.88104274316514,1.57164561211169,-1.57195498378372,-0.744041075682088,-0.152409985619738,0.167365481751145,0.339970899736421,0.254102735446552
NA,NA,NA,NA,NA,NA,NA,NA
-0.0491823717648524,-0.812920144195702,-0.196494372972965,0.909383536944774,-0.152409985619738,0.167365481751145,-1.08790687915655,0.254102735446552
0.116802070799554,1.57164561211169,1.17896623783779,2.56280814957164,-0.152409985619738,0.167365481751145,0.339970899736421,0.254102735446552
1.46717788598035,-0.812920144195702,1.17896623783779,-0.744041075682088,1.44789486338751,1.33892385400916,1.76784867862939,-1.07993662564785
-1.28381749022616,NA,NA,NA,NA,NA,NA,NA
-0.327097747229473,-0.812920144195702,-0.196494372972965,-0.744041075682088,-0.152409985619738,0.167365481751145,0.339970899736421,0.254102735446552
-0.264671834685579,-0.812920144195702,1.17896623783779,-0.744041075682088,-0.152409985619738,-1.00419289050687,-1.08790687915655,0.254102735446552
-0.291585434288845,-0.812920144195702,-1.57195498378372,-0.744041075682088,-1.75271483462698,-2.17575126276488,-1.08790687915655,-1.07993662564785
-0.115872238068319,1.57164561211169,-0.196494372972965,0.909383536944774,-0.152409985619738,0.167365481751145,0.339970899736421,0.254102735446552
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.60273979000259,-0.812920144195702,NA,NA,NA,NA,NA,NA
2.51228468590551,0.379362733957994,-0.196494372972965,0.909383536944774,-0.152409985619738,0.167365481751145,1.76784867862939,1.58814209654095
-0.797948878516757,-0.812920144195702,-1.57195498378372,-0.744041075682088,-0.152409985619738,-1.00419289050687,-1.08790687915655,0.254102735446552
