"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q23c_num","TX_RESP_Q23i_num"
0.358381663193813,0.379362733957994,-0.861366337452819,-0.661246522533581,1.44789486338751,0.254102735446552
-0.0931331531581576,0.379362733957994,-0.861366337452819,-0.661246522533581,-0.152409985619738,0.254102735446552
-0.760420578996071,-0.812920144195702,NA,NA,-1.75271483462698,0.254102735446552
2.42341722577841,1.57164561211169,1.37035553685676,-0.661246522533581,1.44789486338751,1.58814209654095
-0.90219288099604,-0.812920144195702,-0.861366337452819,1.43270079882276,-0.152409985619738,-1.07993662564785
1.11035066278082,-0.812920144195702,0.626448245420232,-0.661246522533581,-1.75271483462698,-1.07993662564785
NA,NA,NA,NA,NA,NA
0.104902386841458,1.57164561211169,-0.117459046016293,-0.661246522533581,1.44789486338751,0.254102735446552
-0.12924362990964,0.379362733957994,NA,NA,1.44789486338751,0.254102735446552
-0.271392927063521,-0.812920144195702,-0.861366337452819,1.43270079882276,-0.152409985619738,-2.41397598674225
-1.28062847115738,0.379362733957994,0.626448245420232,1.43270079882276,-0.152409985619738,-1.07993662564785
-0.325354131528169,-0.812920144195702,-0.861366337452819,-0.661246522533581,-0.152409985619738,1.58814209654095
2.08821077203539,1.57164561211169,1.37035553685676,-0.661246522533581,-0.152409985619738,0.254102735446552
NA,NA,NA,NA,NA,NA
-0.230170389327947,-0.812920144195702,0.626448245420232,1.43270079882276,-0.152409985619738,0.254102735446552
-0.280411200301868,1.57164561211169,1.37035553685676,1.43270079882276,-0.152409985619738,0.254102735446552
0.259272980963323,-0.812920144195702,-0.861366337452819,-0.661246522533581,1.44789486338751,-1.07993662564785
-1.15284610485469,NA,NA,NA,NA,NA
0.27331907607067,-0.812920144195702,1.37035553685676,1.43270079882276,-0.152409985619738,0.254102735446552
0.0331626630362917,-0.812920144195702,-0.861366337452819,-0.661246522533581,-0.152409985619738,0.254102735446552
-0.832581402704789,-0.812920144195702,-0.861366337452819,-0.661246522533581,-1.75271483462698,-1.07993662564785
-0.549079564047777,1.57164561211169,-0.861366337452819,-0.661246522533581,-0.152409985619738,0.254102735446552
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.02485651319904,-0.812920144195702,NA,NA,NA,NA
1.77609805791386,0.379362733957994,1.37035553685676,-0.661246522533581,-0.152409985619738,1.58814209654095
-0.594804541368957,-0.812920144195702,-0.861366337452819,-0.661246522533581,-0.152409985619738,0.254102735446552
