"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22e_num","TX_RESP_Q22h_num","TX_RESP_Q23h_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0650962050841981,0.354245954216038,1,0.987074712044759,0.53813823519705,0.0454941400138426,-1.47835820130049,-2.23063725743506,-2.88528707697998,NA
0.61602553014162,0.354245954216038,1,0.188014230865668,0.53813823519705,-0.864388660263013,-1.47835820130049,-2.23063725743506,-0.201299098393952,-0.25
-0.233928533487906,0.354245954216038,-1,0.987074712044759,-0.605405514596681,-0.864388660263013,-1.47835820130049,0.678889600088933,-0.201299098393952,-0.25
NA,0.354245954216038,-1,0.987074712044759,-2.89249301418414,0.955376940290698,NA,-0.2909526857524,-0.201299098393952,-0.25
0.907449367217269,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.814784169705826,-1.15129935120212,0,0.188014230865668,-1.74894926439041,0.0454941400138426,0.602294082011312,-0.2909526857524,-0.201299098393952,-0.25
-0.989629521072691,-1.15129935120212,-1,-1.41010673149251,0.53813823519705,-1.77427146053987,-0.438032059644591,0.678889600088933,1.14069489089906,-0.25
-1.6456208925151,0.354245954216038,0,-0.611046250313422,-0.605405514596681,0.0454941400138426,-0.438032059644591,-0.2909526857524,-0.201299098393952,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.204587964240896,0.354245954216038,1,-1.41010673149251,0.53813823519705,0.955376940290698,1.64262022366722,0.678889600088933,1.14069489089906,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.197737391883823,NA,NA,NA,NA,0.0454941400138426,-0.438032059644591,-1.26079497159373,-0.201299098393952,NA
2.4305324624289,0.354245954216038,-1,-1.41010673149251,0.53813823519705,-1.77427146053987,-0.438032059644591,-0.2909526857524,-0.201299098393952,-0.25
-0.535932800829672,-1.15129935120212,0,0.987074712044759,0.53813823519705,0.955376940290698,0.602294082011312,0.678889600088933,-0.201299098393952,-0.25
0.0567148251904077,0.354245954216038,1,-0.611046250313422,0.53813823519705,0.955376940290698,-0.438032059644591,0.678889600088933,-0.201299098393952,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.298901505461858,NA,NA,NA,NA,-0.864388660263013,0.602294082011312,0.678889600088933,1.14069489089906,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.300847630510163,NA,NA,NA,NA,0.955376940290698,-0.438032059644591,0.678889600088933,1.14069489089906,NA
-0.87099517872353,-1.15129935120212,-2,-0.611046250313422,-0.605405514596681,0.955376940290698,1.64262022366722,0.678889600088933,-0.201299098393952,-0.25
1.81616184281981,1.8597912596342,1,0.987074712044759,0.53813823519705,-1.77427146053987,-0.438032059644591,-1.26079497159373,-0.201299098393952,-0.25
0.0827767998250585,1.8597912596342,1,0.188014230865668,0.53813823519705,0.955376940290698,0.602294082011312,0.678889600088933,-1.54329308768697,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.13407052257963,-1.15129935120212,-1,-1.41010673149251,0.53813823519705,0.955376940290698,1.64262022366722,0.678889600088933,1.14069489089906,-0.25
1.24908238910783,0.354245954216038,0,0.987074712044759,0.53813823519705,0.0454941400138426,-0.438032059644591,0.678889600088933,-0.201299098393952,3.75
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.133389099364401,-1.15129935120212,1,0.987074712044759,0.53813823519705,0.0454941400138426,0.602294082011312,0.678889600088933,1.14069489089906,-0.25
