"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21e_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.71408482647611,0.454446629573193,0.53813823519705,-0.665912091816292,NA
-0.612854852384427,0.454446629573193,0.53813823519705,-0.665912091816292,-0.25
-1.18730887315989,0.454446629573193,-0.605405514596681,0.951302988308988,-0.25
NA,0.454446629573193,-2.89249301418414,-0.665912091816292,-0.25
-0.523653040860341,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.14703986200816,0.454446629573193,-1.74894926439041,-0.665912091816292,-0.25
-0.0780875608115865,0.454446629573193,0.53813823519705,-0.665912091816292,-0.25
-0.394177969259143,0.454446629573193,-0.605405514596681,-0.665912091816292,-0.25
NA,NA,NA,NA,NA
1.10774469175639,0.454446629573193,0.53813823519705,0.951302988308988,-0.25
NA,NA,NA,NA,NA
0.741669976287772,0.454446629573193,NA,NA,NA
1.27585931162469,-1.36333988871958,0.53813823519705,0.951302988308988,-0.25
-0.5566616623689,0.454446629573193,0.53813823519705,-0.665912091816292,-0.25
-0.420964833017405,0.454446629573193,0.53813823519705,-0.665912091816292,-0.25
NA,NA,NA,NA,NA
-0.711803417183246,0.454446629573193,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.779892190496433,0.454446629573193,NA,NA,NA
-1.07731591791661,0.454446629573193,-0.605405514596681,-0.665912091816292,-0.25
2.16901890322946,-1.36333988871958,0.53813823519705,0.951302988308988,-0.25
-0.728032341261607,0.454446629573193,0.53813823519705,-0.665912091816292,-0.25
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.453350697723185,-3.18112640701235,0.53813823519705,2.56851806843427,-0.25
1.82770101223537,0.454446629573193,0.53813823519705,-0.665912091816292,3.75
NA,NA,NA,NA,NA
-0.0716368986052307,-1.36333988871958,0.53813823519705,0.951302988308988,-0.25
