"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21c_num","TX_RESP_Q22h_num","TX_RESP_Q23g_num"
0.146653721338402,-1.50956032622636,0.837707816583391,0,0.273364703042593
0.116375546847846,0.419322312840655,-0.418853908291696,0,1.53084233703852
1.19491582608634,-3.43844296529337,-0.418853908291696,0,0.273364703042593
1.2997245027042,0.419322312840655,0.837707816583391,0,-2.24159056494926
-1.09825402200165,0.419322312840655,0.837707816583391,-1.25356634105602,1.53084233703852
-0.168198701454643,0.419322312840655,-1.67541563316678,1.25356634105602,0.273364703042593
NA,NA,NA,NA,NA
0.210776265813135,0.419322312840655,0.837707816583391,0,0.273364703042593
-1.75873228458769,0.419322312840655,0.837707816583391,0,0.273364703042593
1.80767188003557,-1.50956032622636,-1.67541563316678,-1.25356634105602,0.273364703042593
0.440618039771331,0.419322312840655,0.837707816583391,0,-0.984112930953336
-2.02536903521255,0.419322312840655,0.837707816583391,1.25356634105602,0.273364703042593
-1.25345524687715,0.419322312840655,0.837707816583391,0,0.273364703042593
-1.53355027823595,0.419322312840655,-0.418853908291696,1.25356634105602,1.53084233703852
0.504011515364081,-1.50956032622636,-0.418853908291696,0,-0.984112930953336
0.378190892548616,0.419322312840655,-0.418853908291696,-1.25356634105602,-0.984112930953336
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.0613060341963366,0.419322312840655,NA,1.25356634105602,-0.984112930953336
NA,NA,NA,NA,NA
1.14650068991024,0.419322312840655,-1.67541563316678,0,0.273364703042593
NA,NA,NA,NA,NA
0.881996091243505,0.419322312840655,-0.418853908291696,-1.25356634105602,-2.24159056494926
-0.253831836541683,0.419322312840655,0.837707816583391,1.25356634105602,0.273364703042593
NA,NA,NA,NA,NA
-0.547103196225182,0.419322312840655,NA,-2.50713268211204,0.273364703042593
NA,NA,NA,NA,NA
0.0672107118868968,0.419322312840655,0.837707816583391,0,0.273364703042593
0.0264678397083468,0.419322312840655,-1.67541563316678,0,0.273364703042593
0.356075043681673,0.419322312840655,0.837707816583391,1.25356634105602,0.273364703042593
NA,NA,NA,NA,NA
