"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num"
-1.21112975326197,-1.33672284224863,-2.36335662680319,-1.30639452948436,0.937842876743652,1.25738922692386,-0.186513632841585
-1.16569708449114,NA,NA,NA,-0.691042119705849,-1.50886707230864,-0.186513632841585
-0.520712179376206,-0.393153777131949,0.0984731927834663,0.734846922834953,-0.691042119705849,-0.125738922692386,-0.186513632841585
-0.141225615434561,1.49398435310141,0.0984731927834663,-1.30639452948436,-0.691042119705849,-0.125738922692386,-0.186513632841585
-0.425520578209865,-1.33672284224863,0.0984731927834663,0.734846922834953,0.937842876743652,-1.50886707230864,-0.186513632841585
NA,NA,NA,NA,NA,NA,NA
2.02063617642794,NA,NA,NA,0.937842876743652,1.25738922692386,1.35222383810149
-0.798740258472001,NA,NA,NA,-0.691042119705849,-0.125738922692386,-0.186513632841585
-0.711263966576572,NA,NA,NA,0.937842876743652,1.25738922692386,1.35222383810149
-0.179223491275068,-0.393153777131949,0.0984731927834663,0.734846922834953,-0.691042119705849,-0.125738922692386,-0.186513632841585
1.58428089620121,1.49398435310141,1.32938810257679,0.734846922834953,0.937842876743652,-0.125738922692386,1.35222383810149
-0.398413931461928,1.49398435310141,-1.13244171700986,-1.30639452948436,-2.31992711615535,-0.125738922692386,-0.186513632841585
-0.631053858615417,-0.393153777131949,1.32938810257679,0.734846922834953,-0.691042119705849,-1.50886707230864,-0.186513632841585
1.67405654864277,NA,NA,NA,0.937842876743652,-0.125738922692386,1.35222383810149
-1.22980503332976,NA,NA,NA,-0.691042119705849,-0.125738922692386,-1.72525110378466
0.452890476745479,0.550415287984729,0.0984731927834663,0.734846922834953,0.937842876743652,1.25738922692386,-0.186513632841585
-0.238659923752249,NA,NA,NA,-0.691042119705849,-1.50886707230864,-0.186513632841585
-0.888420169571782,-1.33672284224863,-1.13244171700986,0.734846922834953,-0.691042119705849,-0.125738922692386,-0.186513632841585
-1.24056678963,NA,NA,NA,-2.31992711615535,-1.50886707230864,-1.72525110378466
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.309784797768311,NA,NA,NA,NA,NA,NA
0.712802933138008,-0.393153777131949,0.0984731927834663,-1.30639452948436,-0.691042119705849,-0.125738922692386,-0.186513632841585
-0.688950177724295,NA,-1.13244171700986,-1.30639452948436,0.937842876743652,-1.50886707230864,-0.186513632841585
1.79222679568573,-0.393153777131949,0.0984731927834663,0.734846922834953,0.937842876743652,-0.125738922692386,-0.186513632841585
-1.77309678114671,-1.33672284224863,-1.13244171700986,-1.30639452948436,-0.691042119705849,-1.50886707230864,-0.186513632841585
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.489263307382236,0.550415287984729,1.32938810257679,0.734846922834953,-0.691042119705849,-0.125738922692386,-0.186513632841585
0.0811906420272794,-0.393153777131949,0.0984731927834663,-1.30639452948436,0.937842876743652,1.25738922692386,1.35222383810149
-0.548696784844689,-0.393153777131949,-1.13244171700986,-1.30639452948436,0.937842876743652,1.25738922692386,1.35222383810149
-0.780915961615654,1.49398435310141,0.0984731927834663,0.734846922834953,0.937842876743652,-0.125738922692386,-0.186513632841585
NA,NA,NA,NA,NA,NA,NA
0.100617086271513,-0.393153777131949,1.32938810257679,-1.30639452948436,-0.691042119705849,-0.125738922692386,-3.26398857472774
NA,NA,NA,NA,NA,NA,NA
0.768498359547477,1.49398435310141,1.32938810257679,0.734846922834953,0.937842876743652,1.25738922692386,-0.186513632841585
0.521056309434453,-0.393153777131949,-1.13244171700986,0.734846922834953,0.937842876743652,1.25738922692386,1.35222383810149
NA,NA,NA,NA,NA,NA,NA
0.586466996812658,0.550415287984729,1.32938810257679,0.734846922834953,-0.691042119705849,-0.125738922692386,-0.186513632841585
0.974869111281566,0.550415287984729,0.0984731927834663,0.734846922834953,0.937842876743652,1.25738922692386,-0.186513632841585
-0.38467044040016,0.550415287984729,0.0984731927834663,0.734846922834953,-0.691042119705849,1.25738922692386,1.35222383810149
NA,NA,NA,NA,NA,NA,NA
1.8881223418234,-1.33672284224863,0.0984731927834663,0.734846922834953,0.937842876743652,-0.125738922692386,-0.186513632841585
