"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q23f_num"
0.237792982503608,-0.539359889970594,-1.62040310253013,0.33166247903554,-1.03774904332554,0.199637352376172,1.78018190616791
-1.18177334010267,-0.539359889970594,-0.124646392502318,0.33166247903554,0.889499179993321,1.39746146663321,-0.161834718742538
0.823479189208255,0.943879807448539,-0.124646392502318,-0.99498743710662,-1.03774904332554,-0.998186761880863,-0.161834718742538
-1.15352968419412,0.943879807448539,1.37111031752549,-0.99498743710662,0.889499179993321,0.199637352376172,-0.161834718742538
-1.75497688719044,-0.539359889970594,1.37111031752549,-0.99498743710662,-0.0741249316661103,0.199637352376172,-0.161834718742538
1.52368268081422,0.943879807448539,-0.124646392502318,0.33166247903554,-0.0741249316661103,0.199637352376172,1.78018190616791
-0.518163097846456,-0.539359889970594,-0.124646392502318,-0.99498743710662,0.889499179993321,0.199637352376172,-0.161834718742538
-0.234247779983278,-2.02259958738973,1.37111031752549,0.33166247903554,0.889499179993321,0.199637352376172,-0.161834718742538
-0.326915847573016,0.943879807448539,-1.62040310253013,1.6583123951777,-0.0741249316661103,1.39746146663321,-0.161834718742538
1.13975754020953,0.943879807448539,-0.124646392502318,1.6583123951777,0.889499179993321,-0.998186761880863,-0.161834718742538
1.04084472057482,NA,NA,NA,-2.00137315498497,NA,NA
-0.14603614881063,-0.539359889970594,-0.124646392502318,-0.99498743710662,-1.03774904332554,-2.1960108761379,-2.10385134365299
0.550085672390176,NA,-0.124646392502318,0.33166247903554,0.889499179993321,0.199637352376172,-0.161834718742538
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
