"PROFICIENCIA_LP_SAEB","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23b_num"
0.255881316906839,-0.383247733156245,-0.237890511402827,0.891001768640266
0.0094712326821536,1.43717899933592,1.15285401679831,2.30175456898735
-0.0181340187102788,-0.383247733156245,-0.237890511402827,-0.519751031706822
-0.13365892451285,-0.383247733156245,-0.237890511402827,0.891001768640266
-0.900537366056906,-0.383247733156245,-0.237890511402827,-1.93050383205391
-0.879514704151007,-0.383247733156245,-0.237890511402827,-0.519751031706822
0.627544651477206,-0.383247733156245,-0.237890511402827,0.891001768640266
0.547123586074956,-0.383247733156245,-0.237890511402827,0.891001768640266
-1.18432677576266,-0.383247733156245,-0.237890511402827,0.891001768640266
0.709889225320746,-0.383247733156245,-0.237890511402827,0.891001768640266
0.195140079643805,-0.383247733156245,1.15285401679831,-0.519751031706822
-0.0200533516265107,-0.383247733156245,-1.62863503960397,0.891001768640266
1.27398273899634,-0.383247733156245,-0.237890511402827,-0.519751031706822
0.418444619263631,1.43717899933592,1.15285401679831,0.891001768640266
1.71031884436412,-0.383247733156245,-1.62863503960397,-0.519751031706822
-0.796926239398001,1.43717899933592,1.15285401679831,-0.519751031706822
NA,NA,NA,NA
0.325236712673923,3.25760573182808,2.54359854499945,0.891001768640266
0.0224437589659057,-0.383247733156245,-0.237890511402827,-0.519751031706822
1.55556596224506,-0.383247733156245,-0.237890511402827,-1.93050383205391
-0.0431769063274073,-0.383247733156245,-1.62863503960397,0.891001768640266
0.505082412634453,1.43717899933592,1.15285401679831,0.891001768640266
1.31191225278833,-0.383247733156245,-0.237890511402827,-1.93050383205391
0.123703184634858,-0.383247733156245,-0.237890511402827,0.891001768640266
0.117092900852603,-0.383247733156245,-0.237890511402827,0.891001768640266
NA,NA,NA,NA
NA,NA,NA,NA
0.827914113560391,-0.383247733156245,-1.62863503960397,-0.519751031706822
-0.4589282516914,-0.383247733156245,1.15285401679831,-0.519751031706822
-1.50361775720747,-0.383247733156245,-0.237890511402827,0.891001768640266
NA,NA,NA,NA
-0.711395689626986,1.43717899933592,1.15285401679831,0.891001768640266
NA,NA,NA,NA
NA,NA,NA,NA
-2.64923408015242,-0.383247733156245,-0.237890511402827,0.891001768640266
-1.25456217601279,-0.383247733156245,-0.237890511402827,-0.519751031706822
1.05794119821752,-0.383247733156245,-1.62863503960397,-0.519751031706822
0.531394685023253,1.43717899933592,1.15285401679831,-0.519751031706822
-0.331818024613951,-0.383247733156245,-0.237890511402827,-0.519751031706822
1.51990778316252,-0.383247733156245,-0.237890511402827,0.891001768640266
NA,NA,NA,NA
0.193593525531024,1.43717899933592,1.15285401679831,0.891001768640266
0.534074843881996,-0.383247733156245,-0.237890511402827,-0.519751031706822
0.0397788034006577,-0.383247733156245,-1.62863503960397,-1.93050383205391
0.618304113906792,-0.383247733156245,-0.237890511402827,-0.519751031706822
NA,NA,NA,NA
0.640712572210703,-0.383247733156245,-0.237890511402827,-0.519751031706822
0.426255014347606,-0.383247733156245,-1.62863503960397,-1.93050383205391
-1.8537609135458,1.43717899933592,1.15285401679831,-0.519751031706822
0.775289543629025,-2.20367446564841,-1.62863503960397,-1.93050383205391
-0.721711626130192,-0.383247733156245,-0.237890511402827,0.891001768640266
0.9499994232284,-0.383247733156245,2.54359854499945,-1.93050383205391
-0.198552042295299,-0.383247733156245,-0.237890511402827,-0.519751031706822
-1.71747803891079,-0.383247733156245,-0.237890511402827,0.891001768640266
0.405965433780965,-0.383247733156245,-0.237890511402827,-1.93050383205391
0.332639692219469,-0.383247733156245,-0.237890511402827,0.891001768640266
NA,NA,NA,NA
NA,NA,NA,NA
