"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num"
0.663976149392602,-0.0978412046403697,0.788810637746615,0.903696114115064,-0.0693613477635341,1.35922352263154,1.67705098312484,-0.179398740368981
0.483429984374697,1.2719356603248,0.788810637746615,0.903696114115064,0.971058868689474,0.159908649721357,-0.559016994374947,-0.179398740368981
NA,NA,NA,NA,NA,NA,NA,NA
0.217745372019781,-1.46761806960554,-1.18321595661992,-1.03279555898864,-0.0693613477635341,1.35922352263154,-0.559016994374947,-0.179398740368981
1.09676027457179,-0.0978412046403697,-1.18321595661992,-1.03279555898864,-0.0693613477635341,1.35922352263154,-0.559016994374947,-0.179398740368981
-1.16994150080443,1.2719356603248,0.788810637746615,0.903696114115064,-1.10978156421654,-1.03940622318882,1.67705098312484,1.16609181239838
-1.21910283327345,-0.0978412046403697,0.788810637746615,0.903696114115064,-1.10978156421654,0.159908649721357,1.67705098312484,1.16609181239838
-0.338605839115005,-0.0978412046403697,-1.18321595661992,-1.03279555898864,0.971058868689474,-1.03940622318882,-0.559016994374947,-0.179398740368981
-1.68308428942427,NA,0.788810637746615,-1.03279555898864,NA,NA,-0.559016994374947,-0.179398740368981
-0.968204741300162,-0.0978412046403697,0.788810637746615,0.903696114115064,-0.0693613477635341,-1.03940622318882,-0.559016994374947,-2.87037984590369
1.29455535335328,-1.46761806960554,-1.18321595661992,-1.03279555898864,0.971058868689474,0.159908649721357,-0.559016994374947,-0.179398740368981
-0.877796979591783,NA,NA,NA,-2.15020178066955,-1.03940622318882,-0.559016994374947,-0.179398740368981
1.25355912416711,-1.46761806960554,0.788810637746615,-1.03279555898864,0.971058868689474,0.159908649721357,-0.559016994374947,-0.179398740368981
-0.34394347333823,-0.0978412046403697,0.788810637746615,0.903696114115064,-0.0693613477635341,0.159908649721357,-0.559016994374947,1.16609181239838
0.946284870240423,-0.0978412046403697,-1.18321595661992,0.903696114115064,-1.10978156421654,-1.03940622318882,-0.559016994374947,NA
-0.418134564013844,1.2719356603248,0.788810637746615,0.903696114115064,0.971058868689474,-1.03940622318882,1.67705098312484,1.16609181239838
1.06250309274148,1.2719356603248,-1.18321595661992,-1.03279555898864,0.971058868689474,1.35922352263154,-0.559016994374947,-0.179398740368981
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
