"PROFICIENCIA_MT_SAEB","TX_RESP_Q13i"
NA,NA
-0.0953717162464797,0.28153021020711
-0.0940278840986516,0.28153021020711
-0.0957261028452153,NA
-0.0962434053039342,0.28153021020711
-0.0979895053871522,0.28153021020711
-0.0990237485467515,0.28153021020711
-0.0949489503783753,-3.51912762758887
-0.09596047029625,0.28153021020711
-0.0923845783631496,-3.51912762758887
-0.0967264420211471,0.28153021020711
-0.102759664999815,0.28153021020711
-0.0965673736268435,0.28153021020711
-0.0942153349690966,0.28153021020711
-0.0951013172112891,0.28153021020711
-0.0947184734936771,0.28153021020711
-0.0942357956575008,0.28153021020711
NA,NA
-0.0959566630030541,0.28153021020711
-0.0963013504128236,0.28153021020711
-0.0932465079729125,0.28153021020711
-0.0948495125392722,0.28153021020711
-0.0961863675178145,0.28153021020711
-0.093921345593267,0.28153021020711
-0.0978928468982816,0.28153021020711
-0.0985337662023307,0.28153021020711
10.3927055537248,-3.51912762758887
-0.0937996726440756,0.28153021020711
-0.0938779434885374,0.28153021020711
-0.0982126059976729,0.28153021020711
-0.0969120381249407,0.28153021020711
-0.0939364972978852,0.28153021020711
-0.0949244756780103,0.28153021020711
-0.0951570428675152,0.28153021020711
NA,NA
-0.0955200949072783,0.28153021020711
-0.0949835664218836,0.28153021020711
-0.101004953980691,0.28153021020711
-0.0901007639870693,0.28153021020711
-0.0946146196095482,0.28153021020711
-0.094395194267565,0.28153021020711
-0.0979507030317981,0.28153021020711
-0.0986142307109816,0.28153021020711
NA,NA
-0.095968989379981,0.28153021020711
-0.0998398067283282,0.28153021020711
-0.0928280001825869,0.28153021020711
NA,NA
-0.0959217139183548,0.28153021020711
NA,NA
-0.0945527954415299,-3.51912762758887
NA,NA
-0.0920505031673482,0.28153021020711
-0.0928174654881556,0.28153021020711
-0.0910636503359652,0.28153021020711
-0.0979924685444773,0.28153021020711
-0.0939099523789554,0.28153021020711
-0.0982768391790509,0.28153021020711
NA,NA
-0.0972848524891974,0.28153021020711
-0.0939110865581032,-3.51912762758887
NA,NA
-0.0928098853720151,0.28153021020711
-0.092204865576092,0.28153021020711
-0.0968699682363466,0.28153021020711
-0.0935925075639471,0.28153021020711
NA,NA
NA,NA
NA,NA
NA,NA
-0.0912636085136279,0.28153021020711
-0.0995228758848016,0.28153021020711
-0.0930260087618784,0.28153021020711
-0.0917475468000066,0.28153021020711
NA,NA
NA,NA
-0.0917616935760766,0.28153021020711
-0.0953928401918354,-3.51912762758887
NA,NA
-0.0927276665279218,0.28153021020711
-0.0935058555167596,0.28153021020711
-0.0971183044613338,0.28153021020711
-0.0981171132813995,0.28153021020711
-0.0932508206585559,0.28153021020711
-0.0933039161472765,0.28153021020711
NA,NA
-0.0981765600295075,0.28153021020711
-0.0902461708601372,0.28153021020711
NA,NA
-0.0918319736409271,0.28153021020711
-0.0937007085525992,0.28153021020711
-0.0992180330546163,0.28153021020711
-0.0930384413749896,0.28153021020711
-0.0958891134855467,0.28153021020711
-0.0989472693847853,0.28153021020711
-0.0993921095703006,-3.51912762758887
-0.0975839670930918,0.28153021020711
-0.0933444700126426,0.28153021020711
-0.0933935429103681,0.28153021020711
NA,NA
-0.0914530176128497,0.28153021020711
NA,NA
-0.0946031833459511,0.28153021020711
NA,NA
-0.0915043731501374,0.28153021020711
-0.0989592827553915,0.28153021020711
-0.0964608552590722,0.28153021020711
-0.0999057540726649,0.28153021020711
-0.0989816442392775,0.28153021020711
-0.0933387131210755,0.28153021020711
-0.0880838284680872,0.28153021020711
-0.0975948836829749,0.28153021020711
-0.0980677676012083,0.28153021020711
-0.0927157535885247,0.28153021020711
-0.0981033426471775,NA
NA,NA
-0.0950662130875161,0.28153021020711
-0.0932913515095068,0.28153021020711
-0.095197214786058,0.28153021020711
-0.0957468477719212,0.28153021020711
-0.0975618554799992,0.28153021020711
-0.0926415197704389,0.28153021020711
-0.0928112319721601,-3.51912762758887
NA,NA
-0.0981073136098527,0.28153021020711
-0.0976844615918058,0.28153021020711
NA,NA
-0.0943883147040579,0.28153021020711
-0.0937620188005073,0.28153021020711
-0.0983866825133572,0.28153021020711
NA,NA
-0.093675938106725,0.28153021020711
-0.0974394704195954,0.28153021020711
-0.0994070574329559,0.28153021020711
-0.0934761751919911,0.28153021020711
NA,NA
NA,NA
NA,NA
