"Variavel","Correlacao_Matematica","Correlacao_Portugues"
"PROFICIENCIA_LP_SAEB",-0.00928097106250166,1
"PROFICIENCIA_MT_SAEB",1,-0.00928097106250166
"TX_RESP_Q01",-0.102512310053323,0.0665541827649051
"TX_RESP_Q02",0.195922914077131,-0.080607333598475
"TX_RESP_Q04",-0.117967119902042,-0.117719725917745
"TX_RESP_Q05a",-0.0138369936329545,-0.0138153879831944
"TX_RESP_Q05b",-0.0175093578057172,-0.0172779984064249
"TX_RESP_Q05c",-0.0334094813309483,-0.0334621995045018
"TX_RESP_Q06",0.00617908140125424,-0.0899708693372537
"TX_RESP_Q07a",0.0141170317154629,0.0137982128266045
"TX_RESP_Q07b",0.0472692310386969,0.0469387879630131
"TX_RESP_Q07c",-0.259487763420682,-0.0626313695270329
"TX_RESP_Q07d",-0.131753469578141,-0.0490595844977395
"TX_RESP_Q07e",0.0654659573384617,-0.339236133808587
"TX_RESP_Q08",-0.0350874123716061,-0.0351088403270195
"TX_RESP_Q09",-0.27720928749929,0.113365549724963
"TX_RESP_Q10a",-0.137067838712135,0.00670475796090126
"TX_RESP_Q10b",-0.0457465911371457,0.100371358599672
"TX_RESP_Q10c",0.0473807884032885,0.0473715789005396
"TX_RESP_Q10d",0.0591902446665729,-0.107179238440169
"TX_RESP_Q10e",0.0357536012742317,0.035402229790855
"TX_RESP_Q10f",-0.162503792120347,0.087662489417347
"TX_RESP_Q11a",0.0134586830717336,0.0133733355463906
"TX_RESP_Q11b",0.01593509992156,0.0159307001826218
"TX_RESP_Q11c",0.0135904479100021,0.0134974256152083
"TX_RESP_Q12a",-0.0440305587716585,0.389019077727678
"TX_RESP_Q12b",-0.14697763243785,0.0667887071907221
"TX_RESP_Q12c",0.0806846478514446,0.080455265959018
"TX_RESP_Q12d",-0.000878554812274357,0.129554126124097
"TX_RESP_Q12e",0.0459097917280895,0.172843149149043
"TX_RESP_Q12f",-0.0123365282946131,-0.0124744944857114
"TX_RESP_Q12g",-0.572570092200626,0.0227140919037147
"TX_RESP_Q13a",0.0359342198117554,0.0358010468572437
"TX_RESP_Q13b",0.0241677906977416,0.0239967554994363
"TX_RESP_Q13c",-0.135815581287499,0.07057091044271
"TX_RESP_Q13d",0.0449547053926284,0.0449422823764473
"TX_RESP_Q13e",0.0329060966209558,0.0326424065195272
"TX_RESP_Q13f",0.0766135776230181,0.0763624907881215
"TX_RESP_Q13h",0.0218094745434758,0.0219165663222235
"TX_RESP_Q13i",-0.341926309438665,0.0272157605902259
"TX_RESP_Q14",0.164986137822485,-0.0394426825928402
"TX_RESP_Q15a",-0.0413796075612002,-0.0413407435840277
"TX_RESP_Q15b",-0.0333799059166519,-0.0332188714711408
"TX_RESP_Q16",0.272438742035366,-0.3161413932938
"TX_RESP_Q17",0.237402823645876,-0.0447051899578748
"TX_RESP_Q18",0.144208976601474,0.144082192644365
"TX_RESP_Q19",0.160888317942189,-0.0437291871720886
"TX_RESP_Q20",0.321439395866369,-0.022695920547515
"TX_RESP_Q21a",-0.0419391902801093,0.0829986728948034
"TX_RESP_Q21b",-0.0872089618494364,0.00367941452640198
"TX_RESP_Q21c",-0.0794495097309569,0.0329097767614436
"TX_RESP_Q21d",0.0575396434766296,-0.0437182172704597
"TX_RESP_Q21e",-0.266846406110906,0.0409005627562902
"TX_RESP_Q22a",0.133733729513216,-0.0955510842321889
"TX_RESP_Q22b",-0.0320295221204759,-0.0323439087742144
"TX_RESP_Q22c",-0.062726368992013,-0.0628393345591444
"TX_RESP_Q22d",0.0211416977986557,-0.0730622774579114
"TX_RESP_Q22e",-0.0145244505355807,-0.122472326219285
"TX_RESP_Q22f",0.0276642697495078,0.0276182720634803
"TX_RESP_Q22g",0.059872028204304,-0.0809694756118111
"TX_RESP_Q22h",-0.0406869094581574,-0.138117016030765
"TX_RESP_Q23a",-0.00576923438362334,-0.00535722538864108
"TX_RESP_Q23b",-0.0786644023857811,0.0575075794174067
"TX_RESP_Q23c",-0.0467901478283458,0.0690509355439561
"TX_RESP_Q23d",-0.0518399136608424,-0.0513189834655155
"TX_RESP_Q23e",-0.177160532211443,-0.177230623877967
"TX_RESP_Q23f",-0.0648243484773047,-0.176622914702476
"TX_RESP_Q23g",-0.0297371523440715,0.0794343154668724
"TX_RESP_Q23h",0.00765799606050897,0.00797443267736346
"TX_RESP_Q23i",-0.137601886406457,-0.0233457640559888
"TX_RESP_Q24",-0.0900212453526127,0.0320752179612
