"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q23a_num"
0.156318065046055,-2.80252730442281,-0.523722936566382,-2.24499443206436,0.0591916348400389
0.851885273113198,-1.17315096464211,-0.523722936566382,0.427617987059879,-2.9003901071619
0.975410140116778,-1.17315096464211,-1.83303027798234,-2.24499443206436,-1.42059923616093
-0.293935264623554,0.456225375138597,0.785584404849573,0.427617987059879,0.0591916348400389
-0.404642153278325,0.456225375138597,0.785584404849573,0.427617987059879,1.53898250584101
1.60056721815256,0.456225375138597,-0.523722936566382,0.427617987059879,0.0591916348400389
-0.658205706641735,NA,NA,NA,0.0591916348400389
-1.30434099199694,0.456225375138597,0.785584404849573,0.427617987059879,0.0591916348400389
-0.699691467470278,0.456225375138597,0.785584404849573,0.427617987059879,0.0591916348400389
-1.03159958771622,0.456225375138597,0.785584404849573,0.427617987059879,0.0591916348400389
-1.83152556313236,0.456225375138597,-0.523722936566382,0.427617987059879,1.53898250584101
NA,NA,NA,NA,NA
0.998500951676328,0.456225375138597,-0.523722936566382,0.427617987059879,0.0591916348400389
0.879840556598955,0.456225375138597,0.785584404849573,0.427617987059879,NA
0.916803445265621,0.456225375138597,0.785584404849573,0.427617987059879,1.53898250584101
-0.846604783484523,0.456225375138597,-0.523722936566382,0.427617987059879,0.0591916348400389
-0.59420090663043,0.456225375138597,-0.523722936566382,0.427617987059879,0.0591916348400389
-0.431782297834777,0.456225375138597,0.785584404849573,0.427617987059879,0.0591916348400389
0.148075734619381,0.456225375138597,-1.83303027798234,-2.24499443206436,0.0591916348400389
0.106848003191263,0.456225375138597,0.785584404849573,0.427617987059879,0.0591916348400389
0.746443081310088,0.456225375138597,0.785584404849573,0.427617987059879,1.53898250584101
0.202225527008983,-1.17315096464211,-1.83303027798234,0.427617987059879,-1.42059923616093
NA,NA,NA,NA,NA
-1.54838964236464,0.456225375138597,0.785584404849573,0.427617987059879,0.0591916348400389
NA,NA,NA,NA,NA
-0.786099499019445,0.456225375138597,0.785584404849573,0.427617987059879,0.0591916348400389
0.992545710756802,-2.80252730442281,-1.83303027798234,-2.24499443206436,0.0591916348400389
2.19707261923386,0.456225375138597,0.785584404849573,0.427617987059879,-1.42059923616093
-0.34151846189665,0.456225375138597,0.785584404849573,0.427617987059879,0.0591916348400389
