"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q22a_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
1.41785660628465,0.614135052352263,0.911353270720612,0.840216223809261,-0.248160387073783,0.438061245243427,-0.545544725589981,-0.372193684159389,-0.316623793430652
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.9702378058039,0.614135052352263,-0.364541308288244,-0.093357358201029,-0.248160387073783,0.438061245243427,-0.545544725589981,-0.372193684159389,-0.316623793430652
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.96128324171401,0.614135052352263,2.18724784972947,-1.02693094021132,1.11672174183203,1.46020415081142,1.74574312188794,-2.32621052599618,-0.316623793430652
-0.321462623023222,-2.38830298136991,-0.364541308288244,0.840216223809261,-1.61304251597959,NA,NA,NA,-0.316623793430652
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.23617581278231,-2.38830298136991,0.911353270720612,0.840216223809261,1.11672174183203,1.46020415081142,0.600099198148979,-0.372193684159389,3.00792603759119
-0.785933829825236,0.614135052352263,0.911353270720612,0.840216223809261,1.11672174183203,1.46020415081142,0.600099198148979,1.5818231576774,-0.316623793430652
-0.803525268008284,0.614135052352263,-0.364541308288244,-1.96050452222161,-0.248160387073783,0.438061245243427,0.600099198148979,-0.372193684159389,3.00792603759119
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.115811467242336,0.614135052352263,-0.364541308288244,-0.093357358201029,-0.248160387073783,-1.60622456589257,0.600099198148979,1.5818231576774,-0.316623793430652
-0.427250967637738,-0.887083964508823,-0.364541308288244,-0.093357358201029,-1.61304251597959,-1.60622456589257,-0.545544725589981,-0.372193684159389,-0.316623793430652
-0.0164042689196469,0.614135052352263,0.911353270720612,-0.093357358201029,-0.248160387073783,-0.584081660324569,-1.69118864932894,-0.372193684159389,-0.316623793430652
0.60709494373558,-0.887083964508823,-1.6404358872971,0.840216223809261,-0.248160387073783,-0.584081660324569,-1.69118864932894,-0.372193684159389,-0.316623793430652
-0.695719920295718,0.614135052352263,0.911353270720612,0.840216223809261,1.11672174183203,-0.584081660324569,-1.69118864932894,-0.372193684159389,-0.316623793430652
-0.749895501769676,-0.887083964508823,-0.364541308288244,NA,-0.248160387073783,-0.584081660324569,-0.545544725589981,-0.372193684159389,-0.316623793430652
-0.208104851755319,-0.887083964508823,-0.364541308288244,-1.96050452222161,-0.248160387073783,-0.584081660324569,-0.545544725589981,-0.372193684159389,-0.316623793430652
-1.13140560966707,0.614135052352263,-0.364541308288244,-1.02693094021132,1.11672174183203,0.438061245243427,0.600099198148979,-0.372193684159389,-0.316623793430652
0.438018666877827,0.614135052352263,-1.6404358872971,0.840216223809261,-1.61304251597959,-1.60622456589257,-0.545544725589981,1.5818231576774,-0.316623793430652
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.464034983403729,0.614135052352263,0.911353270720612,0.840216223809261,1.11672174183203,1.46020415081142,1.74574312188794,1.5818231576774,-0.316623793430652
1.88379552681144,0.614135052352263,-0.364541308288244,0.840216223809261,-1.61304251597959,-0.584081660324569,-0.545544725589981,-0.372193684159389,-0.316623793430652
-1.32991641047652,-0.887083964508823,0.911353270720612,-1.02693094021132,1.11672174183203,0.438061245243427,0.600099198148979,-0.372193684159389,-0.316623793430652
0.299646977417787,0.614135052352263,NA,NA,1.11672174183203,0.438061245243427,0.600099198148979,-0.372193684159389,NA
1.58933298036745,0.614135052352263,-0.364541308288244,0.840216223809261,-0.248160387073783,-0.584081660324569,0.600099198148979,1.5818231576774,-0.316623793430652
-0.118751652069951,0.614135052352263,-1.6404358872971,-1.02693094021132,-0.248160387073783,0.438061245243427,0.600099198148979,-0.372193684159389,-0.316623793430652
