"PROFICIENCIA_MT_SAEB","TX_RESP_Q21e_num","TX_RESP_Q22e_num","TX_RESP_Q22h_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q20_num"
1.5654881857316,0.566705814364018,1.50075056296916,1.00419289050687,1.1311485749653,1.44749683128319,-0.295163026345123
-1.49677587198787,0.566705814364018,-1.20060045037533,-1.33892385400916,-2.42388980349708,0.0629346448383995,-0.295163026345123
NA,NA,NA,NA,NA,NA,NA
0.731645508183613,-1.51121550497071,-0.300150112593832,-1.33892385400916,-0.0538642178554906,0.0629346448383995,-0.295163026345123
NA,NA,NA,NA,NA,NA,NA
1.15967512473024,0.566705814364018,0.600300225187664,-0.167365481751145,-0.0538642178554906,0.0629346448383995,-0.295163026345123
1.62128007518508,0.566705814364018,-0.300150112593832,-0.167365481751145,-0.0538642178554906,0.0629346448383995,-0.295163026345123
-1.03024848721514,0.566705814364018,-1.20060045037533,-1.33892385400916,1.1311485749653,1.44749683128319,3.24679328979636
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.171333938265683,0.566705814364018,1.50075056296916,1.00419289050687,-0.0538642178554906,0.0629346448383995,-0.295163026345123
-1.10632891544944,0.566705814364018,-1.20060045037533,-1.33892385400916,-2.42388980349708,-1.32162754160639,-0.295163026345123
-1.38867687896755,NA,NA,NA,NA,NA,3.24679328979636
-1.39843310409692,NA,NA,NA,NA,NA,-0.295163026345123
-0.667931999388926,0.566705814364018,-0.300150112593832,1.00419289050687,-1.23887701067628,0.0629346448383995,-0.295163026345123
1.22505363309749,0.566705814364018,-0.300150112593832,-0.167365481751145,1.1311485749653,1.44749683128319,-0.295163026345123
-0.289401485356979,-1.51121550497071,1.50075056296916,1.00419289050687,1.1311485749653,-1.32162754160639,-0.295163026345123
1.64089180179757,-1.51121550497071,0.600300225187664,1.00419289050687,-0.0538642178554906,1.44749683128319,-0.295163026345123
0.104171254967282,0.566705814364018,-1.20060045037533,1.00419289050687,1.1311485749653,1.44749683128319,-0.295163026345123
NA,NA,NA,NA,NA,NA,NA
0.920461616233473,-1.51121550497071,0.600300225187664,1.00419289050687,-0.0538642178554906,0.0629346448383995,-0.295163026345123
0.365715874956072,0.566705814364018,-0.300150112593832,-0.167365481751145,-0.0538642178554906,-1.32162754160639,-0.295163026345123
-0.126329496132679,-2.55017616463808,-1.20060045037533,-1.33892385400916,-0.0538642178554906,0.0629346448383995,-0.295163026345123
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.658160779393633,-0.472254845303348,0.600300225187664,1.00419289050687,-0.0538642178554906,0.0629346448383995,-0.295163026345123
-0.643969251502421,0.566705814364018,NA,-0.167365481751145,-0.0538642178554906,-1.32162754160639,-0.295163026345123
NA,NA,NA,NA,NA,NA,NA
-0.388763257231417,0.566705814364018,0.600300225187664,NA,1.1311485749653,0.0629346448383995,-0.295163026345123
0.00967079903875247,0.566705814364018,-0.300150112593832,-0.167365481751145,-0.0538642178554906,-1.32162754160639,-0.295163026345123
-0.51641130046576,0.566705814364018,1.50075056296916,1.00419289050687,-0.0538642178554906,0.0629346448383995,-0.295163026345123
NA,NA,NA,NA,NA,NA,NA
-0.777610667254027,0.566705814364018,-1.20060045037533,-1.33892385400916,-0.0538642178554906,-1.32162754160639,-0.295163026345123
