"PROFICIENCIA_MT_SAEB","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q19_num"
-0.699376767321332,NA,NA,NA,0.927426033502967,0.364541308288244,1.41498806887541,1.25552964114869,-0.152409985619738,0.180187492539112,NA
1.53319082304888,0.914659120760047,-0.402829747255381,0.552789992822782,-0.218217890235993,-0.911353270720612,-1.04586074656009,-0.941647230861517,-0.152409985619738,-1.08112495523467,-0.502845284514068
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.440887534063994,-0.381107966983353,-1.08764031758953,0.552789992822782,-0.218217890235993,-0.911353270720612,-1.04586074656009,0.156941205143586,-0.152409985619738,0.180187492539112,-0.502845284514068
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.57820881388729,0.914659120760047,-1.08764031758953,-0.386952994975947,-0.218217890235993,-0.911353270720612,-1.04586074656009,-0.941647230861517,-0.152409985619738,0.180187492539112,-0.502845284514068
-0.470833614809253,0.914659120760047,0.966791393412913,-2.26643897057341,-0.218217890235993,-0.911353270720612,-1.04586074656009,-0.941647230861517,1.44789486338751,1.44149994031289,-0.502845284514068
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.24991103288152,-0.381107966983353,0.966791393412913,0.552789992822782,0.927426033502967,-0.911353270720612,0.184563661157662,0.156941205143586,-1.75271483462698,-1.08112495523467,2.34661132773231
-0.331405488198302,0.914659120760047,0.966791393412913,0.552789992822782,0.927426033502967,1.6404358872971,1.41498806887541,1.25552964114869,1.44789486338751,1.44149994031289,-0.502845284514068
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.061426524237,NA,NA,NA,0.927426033502967,1.6404358872971,1.41498806887541,1.25552964114869,1.44789486338751,1.44149994031289,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.673940181067317,-1.67687505472675,0.966791393412913,0.552789992822782,-1.36386181397495,0.364541308288244,0.184563661157662,0.156941205143586,-0.152409985619738,0.180187492539112,2.34661132773231
-0.214783595382253,0.914659120760047,0.966791393412913,-1.32669598277468,-0.218217890235993,-0.911353270720612,0.184563661157662,1.25552964114869,1.44789486338751,-1.08112495523467,0.921883021609123
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.29090950442571,-1.67687505472675,-1.08764031758953,0.552789992822782,-2.50950573771391,-0.911353270720612,-1.04586074656009,0.156941205143586,-1.75271483462698,-2.34243740300845,-0.502845284514068
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.423140438451043,-0.381107966983353,-1.08764031758953,0.552789992822782,-0.218217890235993,-0.911353270720612,NA,-0.941647230861517,-0.152409985619738,0.180187492539112,0.921883021609123
-0.0694578092126315,0.914659120760047,-1.08764031758953,0.552789992822782,0.927426033502967,-0.911353270720612,-1.04586074656009,0.156941205143586,-0.152409985619738,0.180187492539112,-0.502845284514068
1.49533385874553,-0.381107966983353,0.966791393412913,0.552789992822782,0.927426033502967,0.364541308288244,0.184563661157662,0.156941205143586,-1.75271483462698,-1.08112495523467,-0.502845284514068
0.838424274227107,-0.381107966983353,0.281980823078766,0.552789992822782,0.927426033502967,0.364541308288244,0.184563661157662,0.156941205143586,-0.152409985619738,0.180187492539112,-0.502845284514068
1.08050785340922,0.914659120760047,-1.08764031758953,0.552789992822782,-1.36386181397495,0.364541308288244,0.184563661157662,-0.941647230861517,-0.152409985619738,0.180187492539112,-0.502845284514068
-1.05403852948424,NA,NA,NA,-1.36386181397495,-0.911353270720612,-1.04586074656009,-2.04023566686662,-0.152409985619738,-1.08112495523467,NA
-0.804077260756833,NA,NA,NA,-0.218217890235993,1.6404358872971,1.41498806887541,1.25552964114869,-0.152409985619738,0.180187492539112,NA
-0.969722341593646,-0.381107966983353,0.966791393412913,-0.386952994975947,0.927426033502967,0.364541308288244,-1.04586074656009,-0.941647230861517,-0.152409985619738,0.180187492539112,-0.502845284514068
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.967701420038562,0.914659120760047,0.966791393412913,0.552789992822782,-0.218217890235993,0.364541308288244,0.184563661157662,-0.941647230861517,-0.152409985619738,0.180187492539112,-0.502845284514068
-1.16755630722503,-1.67687505472675,-1.08764031758953,-2.26643897057341,0.927426033502967,1.6404358872971,1.41498806887541,1.25552964114869,1.44789486338751,1.44149994031289,-0.502845284514068
