"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21c_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num"
-1.17629318435588,0.731009575860672,NA,1.10146454466789,0.180187492539112,1.41498806887541,1.25552964114869
1.53085380273273,-0.487339717240448,0.914659120760047,-0.0550732272333945,-1.08112495523467,-1.04586074656009,-0.941647230861517
NA,NA,NA,NA,NA,NA,NA
-1.44655190535894,0.731009575860672,-0.381107966983353,-0.0550732272333945,0.180187492539112,-1.04586074656009,0.156941205143586
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
1.28234101552877,0.731009575860672,0.914659120760047,-0.0550732272333945,-1.08112495523467,-1.04586074656009,-0.941647230861517
1.17474447029656,0.731009575860672,0.914659120760047,-0.0550732272333945,-1.08112495523467,-1.04586074656009,-0.941647230861517
NA,NA,NA,NA,NA,NA,NA
0.472170015090737,-1.70568901034157,-0.381107966983353,-0.0550732272333945,0.180187492539112,0.184563661157662,0.156941205143586
-1.14282594720315,0.731009575860672,0.914659120760047,1.10146454466789,1.44149994031289,1.41498806887541,1.25552964114869
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.379278554205945,0.731009575860672,NA,1.10146454466789,1.44149994031289,1.41498806887541,1.25552964114869
NA,NA,NA,NA,NA,NA,NA
0.488576856339581,-1.70568901034157,-1.67687505472675,-1.21161099913468,-1.08112495523467,0.184563661157662,0.156941205143586
-0.635720446077492,0.731009575860672,0.914659120760047,-0.0550732272333945,-1.08112495523467,0.184563661157662,1.25552964114869
NA,NA,NA,NA,NA,NA,NA
-0.0437348322633152,0.731009575860672,-1.67687505472675,-2.36814877103597,-1.08112495523467,-1.04586074656009,0.156941205143586
NA,NA,NA,NA,NA,NA,NA
-1.26409180207546,NA,-0.381107966983353,1.10146454466789,1.44149994031289,NA,-0.941647230861517
0.428136440689019,-1.70568901034157,0.914659120760047,-1.21161099913468,-1.08112495523467,-1.04586074656009,0.156941205143586
1.58520361539033,-0.487339717240448,-0.381107966983353,-0.0550732272333945,0.180187492539112,0.184563661157662,0.156941205143586
-0.0792537849804759,0.731009575860672,-0.381107966983353,1.10146454466789,1.44149994031289,0.184563661157662,0.156941205143586
0.651694331950464,-0.487339717240448,0.914659120760047,-0.0550732272333945,0.180187492539112,0.184563661157662,-0.941647230861517
0.552455641483343,-0.487339717240448,NA,-1.21161099913468,-1.08112495523467,-1.04586074656009,-2.04023566686662
-1.00907459993404,0.731009575860672,NA,-0.0550732272333945,0.180187492539112,1.41498806887541,1.25552964114869
-1.33559076084012,0.731009575860672,-0.381107966983353,1.10146454466789,0.180187492539112,-1.04586074656009,-0.941647230861517
NA,NA,NA,NA,NA,NA,NA
0.860872891024646,0.731009575860672,0.914659120760047,-1.21161099913468,0.180187492539112,0.184563661157662,-0.941647230861517
-0.514633263231371,-1.70568901034157,-1.67687505472675,1.10146454466789,1.44149994031289,1.41498806887541,1.25552964114869
