"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23g_num","TX_RESP_Q20_num"
0.590212455318284,0.552770798392567,0.924500327042048,0.730798148647035,NA,NA,0.155857300039839,-1.0504347400711,-1.09544511501033,0.155857300039839,0.277350098112615,0.0892051550175081,-1.09544511501033,-0.0892051550175081,-1.26769221771327,NA
1.73217320281787,0.552770798392567,0.924500327042048,0.730798148647035,0.100560228473099,1.38653712791998,0.155857300039839,1.10572077902221,-1.09544511501033,0.155857300039839,0.277350098112615,-1.07046186021009,-1.09544511501033,-1.24887217024511,0.671131174083496,-0.707106781186547
1.38146011023573,0.552770798392567,0.924500327042048,-1.38039650299996,0.100560228473099,-0.802732021427358,-0.857215150219116,-1.0504347400711,0,-0.857215150219116,-0.924500327042048,-1.07046186021009,-1.09544511501033,-0.0892051550175081,-1.26769221771327,-0.707106781186547
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.966274490344336,-1.6583123951777,-1.47920052326728,-1.38039650299996,-0.905042056257888,-0.802732021427358,1.16892975029879,1.10572077902221,1.09544511501033,1.16892975029879,1.47920052326728,1.24887217024511,1.09544511501033,1.07046186021009,0.671131174083496,-0.707106781186547
-1.45142529923905,NA,0.924500327042048,-1.38039650299996,-0.905042056257888,-0.802732021427358,0.155857300039839,1.10572077902221,0,1.16892975029879,0.277350098112615,0.0892051550175081,0,-0.0892051550175081,0.671131174083496,0.707106781186547
1.33706013249209,-1.6583123951777,-0.277350098112615,-0.32479917717646,0.100560228473099,1.38653712791998,-1.87028760047807,-1.0504347400711,-1.09544511501033,-0.857215150219116,-0.924500327042048,-1.07046186021009,-1.09544511501033,-2.40853918547271,-2.23710391361165,-0.707106781186547
0.182334534823169,0.552770798392567,0.924500327042048,0.730798148647035,NA,NA,-0.857215150219116,-0.331716233706664,-1.09544511501033,-0.857215150219116,-0.924500327042048,-1.07046186021009,-1.09544511501033,-0.0892051550175081,0.671131174083496,NA
-0.886597086850603,-1.6583123951777,-1.47920052326728,-1.38039650299996,-0.905042056257888,-0.802732021427358,-0.857215150219116,-1.0504347400711,-1.09544511501033,0.155857300039839,1.47920052326728,0.0892051550175081,1.09544511501033,-0.0892051550175081,-0.298280521814887,0.707106781186547
-0.261182247324129,0.552770798392567,0.924500327042048,0.730798148647035,1.10616251320409,-0.072975638311578,1.16892975029879,0.387002272657774,1.09544511501033,1.16892975029879,0.277350098112615,1.24887217024511,1.09544511501033,1.07046186021009,0.671131174083496,-0.707106781186547
-0.557743457276536,0.552770798392567,-0.277350098112615,0.730798148647035,0.100560228473099,-0.072975638311578,1.16892975029879,1.10572077902221,1.09544511501033,-0.857215150219116,-0.924500327042048,1.24887217024511,0,-0.0892051550175081,-0.298280521814887,0.707106781186547
-0.817814535245153,0.552770798392567,-0.277350098112615,0.730798148647035,NA,NA,0.155857300039839,-0.331716233706664,1.09544511501033,0.155857300039839,-0.924500327042048,0.0892051550175081,1.09544511501033,-0.0892051550175081,0.671131174083496,NA
-0.202369313239044,0.552770798392567,-0.277350098112615,0.730798148647035,-0.905042056257888,-0.802732021427358,1.16892975029879,1.10572077902221,1.09544511501033,1.16892975029879,1.47920052326728,1.24887217024511,1.09544511501033,1.07046186021009,0.671131174083496,2.12132034355964
-0.0798340061682962,0.552770798392567,-1.47920052326728,0.730798148647035,2.11176479793507,1.38653712791998,-0.857215150219116,-1.0504347400711,0,-1.87028760047807,-0.924500327042048,-1.07046186021009,0,1.07046186021009,0.671131174083496,-0.707106781186547
