"PROFICIENCIA_MT_SAEB","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-0.516217859594724,-0.270902678605806,-0.25617376914899
-0.134672664538165,NA,1.11008633297896
NA,NA,NA
0.608766145706926,-0.270902678605806,1.11008633297896
1.57773319581498,1.10618593764037,-0.25617376914899
-0.54421854513405,-0.270902678605806,-1.62243387127694
-0.00700483387103136,-3.02507991109817,-2.98869397340488
-0.228716943141716,-0.270902678605806,1.11008633297896
-1.2999868004158,-0.270902678605806,1.11008633297896
-0.824731951223198,-0.270902678605806,-0.25617376914899
-0.80610574926838,-0.270902678605806,-0.25617376914899
-0.821129217882446,1.10618593764037,1.11008633297896
1.44435963897007,1.10618593764037,1.11008633297896
1.48994727910286,-0.270902678605806,-0.25617376914899
0.36310894231751,-0.270902678605806,-0.25617376914899
1.20674295289698,-0.270902678605806,-0.25617376914899
-0.300968254013494,-0.270902678605806,-0.25617376914899
NA,NA,NA
NA,NA,NA
-1.45830633117832,-0.270902678605806,-0.25617376914899
1.37673185282188,-0.270902678605806,-1.62243387127694
1.12724778031698,1.10618593764037,-0.25617376914899
-0.492601265414922,-0.270902678605806,-0.25617376914899
-0.688850111548892,1.10618593764037,1.11008633297896
-1.7221522584248,-0.270902678605806,-0.25617376914899
NA,NA,NA
NA,NA,NA
1.43632368071986,1.10618593764037,1.11008633297896
NA,NA,NA
-1.21936336882809,-0.270902678605806,-0.25617376914899
0.751847327534152,-0.270902678605806,-0.25617376914899
0.455796239608251,1.10618593764037,1.11008633297896
0.663699129851018,1.10618593764037,1.11008633297896
-1.38483774965248,-0.270902678605806,-1.62243387127694
-1.10921037162412,-0.270902678605806,-0.25617376914899
-0.104598125735028,-0.270902678605806,-0.25617376914899
-1.146602431264,NA,-0.25617376914899
0.73025237707181,1.10618593764037,1.11008633297896
-1.00506089550118,-0.270902678605806,-0.25617376914899
1.65385435735934,-0.270902678605806,-0.25617376914899
NA,NA,NA
-0.45769595662951,1.10618593764037,1.11008633297896
0.746097081801072,1.10618593764037,1.11008633297896
-0.583910104346431,-0.270902678605806,-0.25617376914899
-0.914217163706678,-0.270902678605806,-0.25617376914899
-1.02191257709365,-3.02507991109817,-1.62243387127694
0.645998583104097,1.10618593764037,1.11008633297896
0.224367304830247,-0.270902678605806,-0.25617376914899
0.294963839485961,1.10618593764037,1.11008633297896
0.461934884817657,-0.270902678605806,-0.25617376914899
-1.69836373801661,-0.270902678605806,-0.25617376914899
-0.0800497518187459,1.10618593764037,1.11008633297896
1.40252361589752,1.10618593764037,1.11008633297896
-0.226004518514304,-0.270902678605806,-0.25617376914899
1.36591750080679,1.10618593764037,1.11008633297896
-0.46519924567852,1.10618593764037,1.11008633297896
0.294959252955588,-1.64799129485199,-1.62243387127694
2.00225802546962,-0.270902678605806,-0.25617376914899
0.172361653099047,-0.270902678605806,-0.25617376914899
1.5567184826413,-0.270902678605806,-0.25617376914899
0.550617262235945,-0.270902678605806,-0.25617376914899
0.4332556948898,1.10618593764037,1.11008633297896
NA,NA,NA
NA,NA,NA
NA,NA,NA
-0.867028467438125,-0.270902678605806,-0.25617376914899
NA,NA,NA
-0.661356004169715,NA,-0.25617376914899
-0.969312873554152,-1.64799129485199,-0.25617376914899
NA,NA,NA
NA,NA,NA
-1.33672339817603,-0.270902678605806,-1.62243387127694
0.899031668869443,1.10618593764037,1.11008633297896
-0.878661007036246,-3.02507991109817,-2.98869397340488
NA,NA,NA
0.000358771983479854,-0.270902678605806,-0.25617376914899
-1.4046535932221,-0.270902678605806,-0.25617376914899
NA,NA,NA
1.44264960467549,1.10618593764037,1.11008633297896
