"PROFICIENCIA_MT_SAEB","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22c_num","TX_RESP_Q22g_num","TX_RESP_Q23g_num","TX_RESP_Q20_num"
0.567245553107879,0.21320071635561,1.24883176213095,0.258329392100577,0.813255787883383,1.2031310848168,-0.218217890235993
0.575514417140392,1.38580465631147,1.24883176213095,0.258329392100577,0.813255787883383,1.2031310848168,-0.218217890235993
-0.323145513731275,1.38580465631147,-0.877557454470395,0.258329392100577,0.813255787883383,1.2031310848168,-0.218217890235993
0.249519651000256,-0.959403223600247,0.540035356597166,NA,0.813255787883383,1.2031310848168,-0.218217890235993
0.362987351504519,-0.959403223600247,-0.877557454470395,0.258329392100577,-0.580896991345273,-0.316613443372841,-0.218217890235993
-0.912185089478496,-0.959403223600247,0.540035356597166,1.24859206181945,0.813255787883383,1.2031310848168,-0.218217890235993
3.89969595972277,-0.959403223600247,1.24883176213095,-0.731933277618301,-0.580896991345273,1.2031310848168,-0.218217890235993
-0.605849933447589,NA,NA,1.24859206181945,-0.580896991345273,-0.316613443372841,NA
-0.814664694213506,0.21320071635561,1.24883176213095,-1.72219594733718,-0.580896991345273,-1.83635797156248,-0.218217890235993
0.514023008177993,1.38580465631147,1.24883176213095,0.258329392100577,0.813255787883383,-0.316613443372841,-0.218217890235993
0.300897945005986,0.21320071635561,1.24883176213095,0.258329392100577,-0.580896991345273,-1.83635797156248,-0.218217890235993
0.806485003477679,NA,NA,1.24859206181945,0.813255787883383,-0.316613443372841,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-1.04779733215766,-0.959403223600247,-0.877557454470395,-1.72219594733718,-1.97504977057393,-1.83635797156248,4.36435780471985
-0.477305547383231,-0.959403223600247,-0.877557454470395,-0.731933277618301,-1.97504977057393,-0.316613443372841,NA
-0.325490999199906,0.21320071635561,1.24883176213095,0.258329392100577,0.813255787883383,-0.316613443372841,-0.218217890235993
-0.758262501643931,-0.959403223600247,-0.877557454470395,-0.731933277618301,-0.580896991345273,-0.316613443372841,-0.218217890235993
-0.107970198980398,0.21320071635561,-0.877557454470395,-0.731933277618301,-0.580896991345273,-0.316613443372841,-0.218217890235993
-0.213854962563975,1.38580465631147,-0.877557454470395,-1.72219594733718,0.813255787883383,-0.316613443372841,-0.218217890235993
-0.0174108726476646,0.21320071635561,-0.877557454470395,1.24859206181945,0.813255787883383,1.2031310848168,-0.218217890235993
0.212424046577778,0.21320071635561,-0.877557454470395,1.24859206181945,0.813255787883383,1.2031310848168,-0.218217890235993
-1.02881486069806,0.21320071635561,NA,-0.731933277618301,-1.97504977057393,-0.316613443372841,-0.218217890235993
-0.701571346235621,0.21320071635561,-0.877557454470395,-0.731933277618301,0.813255787883383,-0.316613443372841,-0.218217890235993
-0.465135909796663,-2.1320071635561,-0.877557454470395,0.258329392100577,-0.580896991345273,-0.316613443372841,-0.218217890235993
0.310666826462717,1.38580465631147,-0.168761048936614,1.24859206181945,0.813255787883383,-0.316613443372841,-0.218217890235993
