"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
1.15606712445342,-0.943879807448539,-1.55699788832305,0.217642875033003,0.354107115898256,0.438866729387554,-0.16854996561581,-0.583874208121142,0.471404520791032,-0.661107356684931,-0.316227766016838,0.414039335605412,1.58113883008419,-0.301511344577764
-0.398265873054724,0.539359889970593,-0.12974982402692,NA,-0.619687452821947,0.438866729387554,-0.16854996561581,-0.583874208121142,-0.942809041582063,0.793328828021918,NA,-0.621059003408119,-1.58113883008419,-0.301511344577764
0.0121246312949465,-0.943879807448539,-1.55699788832305,-0.870571500132014,1.32790168461846,0.438866729387554,1.68549965615811,0.486561840100952,1.88561808316413,-0.661107356684931,-0.316227766016838,1.44913767461894,-1.58113883008419,-0.301511344577764
-0.0246712654525253,0.539359889970593,-0.12974982402692,-0.870571500132014,-0.619687452821947,-1.49214687991768,-0.16854996561581,-0.583874208121142,0.471404520791032,0.793328828021918,-0.316227766016838,0.414039335605412,0,-0.301511344577764
-1.20968754306476,2.02259958738973,1.29749824026921,1.30585725019802,-1.59348202154215,-2.4576536845703,-2.02259958738973,1.55699788832305,-0.942809041582063,-2.11554354139178,-0.316227766016838,NA,0,3.01511344577764
-1.42119432427193,0.539359889970593,-0.12974982402692,1.30585725019802,-0.619687452821947,0.438866729387554,-0.16854996561581,-0.583874208121142,-0.942809041582063,-0.661107356684931,-0.316227766016838,0.414039335605412,0,-0.301511344577764
-0.101047601303961,0.539359889970593,1.29749824026921,1.30585725019802,1.32790168461846,0.438866729387554,-0.16854996561581,0.486561840100952,NA,0.793328828021918,-0.316227766016838,0.414039335605412,0,-0.301511344577764
1.35074311764339,-0.943879807448539,-0.12974982402692,-0.870571500132014,0.354107115898256,0.438866729387554,-0.16854996561581,-0.583874208121142,0.471404520791032,0.793328828021918,2.84604989415154,-1.65615734242165,1.58113883008419,-0.301511344577764
0.172584771444117,-0.943879807448539,-0.12974982402692,0.217642875033003,1.32790168461846,0.438866729387554,1.68549965615811,1.55699788832305,0.471404520791032,0.793328828021918,-0.316227766016838,0.414039335605412,0,-0.301511344577764
-1.00306371076773,0.539359889970593,1.29749824026921,-0.870571500132014,-0.619687452821947,0.438866729387554,-0.16854996561581,0.486561840100952,NA,-0.661107356684931,-0.316227766016838,0.414039335605412,0,-0.301511344577764
1.46641067307976,-0.943879807448539,-0.12974982402692,-0.870571500132014,-0.619687452821947,0.438866729387554,-0.16854996561581,-1.65431025634324,-0.942809041582063,0.793328828021918,-0.316227766016838,-1.65615734242165,0,-0.301511344577764
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
