"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
0.19054845420991,-0.943879807448539,-1.55699788832305,0.217642875033003,-0.793328828021918,0.354107115898256,0.438866729387554,-0.583874208121143,-0.16854996561581,0.471404520791032,-0.661107356684931,-0.316227766016838,0.414039335605412,-0.301511344577764
-0.0459595373745517,0.539359889970593,-0.12974982402692,NA,-0.793328828021918,-0.619687452821947,0.438866729387554,-0.583874208121143,-0.16854996561581,-0.942809041582063,0.793328828021918,NA,-0.621059003408119,-0.301511344577764
0.424618515547119,-0.943879807448539,-1.55699788832305,-0.870571500132014,0.661107356684931,1.32790168461846,0.438866729387554,1.55699788832305,1.68549965615811,1.88561808316413,-0.661107356684931,-0.316227766016838,1.44913767461894,-0.301511344577764
-0.0834340578823331,0.539359889970593,-0.12974982402692,-0.870571500132014,-0.793328828021918,-0.619687452821947,-1.49214687991768,1.55699788832305,-0.16854996561581,0.471404520791032,0.793328828021918,-0.316227766016838,0.414039335605412,-0.301511344577764
-1.03257289198387,2.02259958738973,1.29749824026921,1.30585725019802,-0.793328828021918,-1.59348202154215,-2.4576536845703,-0.583874208121143,-2.02259958738973,-0.942809041582063,-2.11554354139178,-0.316227766016838,NA,3.01511344577764
-0.701320797678437,0.539359889970593,-0.12974982402692,1.30585725019802,0.661107356684931,-0.619687452821947,0.438866729387554,-0.583874208121143,-0.16854996561581,-0.942809041582063,-0.661107356684931,-0.316227766016838,0.414039335605412,-0.301511344577764
-1.09722287337236,0.539359889970593,1.29749824026921,1.30585725019802,2.11554354139178,1.32790168461846,0.438866729387554,-0.583874208121143,-0.16854996561581,NA,0.793328828021918,-0.316227766016838,0.414039335605412,-0.301511344577764
1.96329611486881,-0.943879807448539,-0.12974982402692,-0.870571500132014,0.661107356684931,0.354107115898256,0.438866729387554,-0.583874208121143,-0.16854996561581,0.471404520791032,0.793328828021918,2.84604989415154,-1.65615734242165,-0.301511344577764
1.08697011029204,-0.943879807448539,-0.12974982402692,0.217642875033003,-0.793328828021918,1.32790168461846,0.438866729387554,1.55699788832305,1.68549965615811,0.471404520791032,0.793328828021918,-0.316227766016838,0.414039335605412,-0.301511344577764
-1.28194183286644,0.539359889970593,1.29749824026921,-0.870571500132014,0.661107356684931,-0.619687452821947,0.438866729387554,-0.583874208121143,-0.16854996561581,NA,-0.661107356684931,-0.316227766016838,0.414039335605412,-0.301511344577764
0.577018796240115,-0.943879807448539,-0.12974982402692,-0.870571500132014,-0.793328828021918,-0.619687452821947,0.438866729387554,-0.583874208121143,-0.16854996561581,-0.942809041582063,0.793328828021918,-0.316227766016838,-1.65615734242165,-0.301511344577764
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
