"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q22f_num","TX_RESP_Q23d_num","TX_RESP_Q23i_num"
1.44489567339511,-0.873564396079854,0.343592135468139,-0.343592135468138,1.23918827590829,1.14132886537902,0.65565865216317,0.744041075682088
-1.06124646561088,1.62233387843402,0.343592135468139,-0.343592135468138,0.321271034494742,-0.83005735663929,-0.801360574866096,-0.909383536944774
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.449079012197679,-0.873564396079854,NA,NA,-1.51456344833235,1.14132886537902,0.65565865216317,0.744041075682088
0.702822512600317,0.374384741177081,0.343592135468139,-0.343592135468138,1.23918827590829,1.14132886537902,0.65565865216317,0.744041075682088
0.999905380215247,-0.873564396079854,0.343592135468139,-0.343592135468138,-0.596646206918806,-0.83005735663929,0.65565865216317,0.744041075682088
0.0244817983787251,1.62233387843402,0.343592135468139,-0.343592135468138,1.23918827590829,-0.83005735663929,0.65565865216317,0.744041075682088
-1.21371760318341,-0.873564396079854,0.343592135468139,2.74873708374511,-1.51456344833235,-0.83005735663929,0.65565865216317,-2.56280814957164
1.35266129746412,0.374384741177081,-1.20257247413848,-0.343592135468138,0.321271034494742,-0.83005735663929,0.65565865216317,0.744041075682088
-0.371885737087272,-0.873564396079854,0.343592135468139,-0.343592135468138,0.321271034494742,1.14132886537902,0.65565865216317,0.744041075682088
1.56848981939161,-0.873564396079854,0.343592135468139,-0.343592135468138,1.23918827590829,1.14132886537902,0.65565865216317,-0.909383536944774
-0.444366744034399,0.374384741177081,0.343592135468139,-0.343592135468138,0.321271034494742,-0.83005735663929,-0.801360574866096,-0.909383536944774
-0.728085881823508,0.374384741177081,0.343592135468139,-0.343592135468138,1.23918827590829,-0.83005735663929,-0.801360574866096,-0.909383536944774
-2.23550973344286,1.62233387843402,1.88975674507476,-0.343592135468138,-0.596646206918806,-0.83005735663929,-0.801360574866096,0.744041075682088
-0.0586917475566542,-0.873564396079854,-1.20257247413848,-0.343592135468138,0.321271034494742,1.14132886537902,0.65565865216317,0.744041075682088
-0.624064226192026,-0.873564396079854,0.343592135468139,-0.343592135468138,-1.51456344833235,-0.83005735663929,-2.25837980189536,-0.909383536944774
-0.0324326232207625,-0.873564396079854,NA,NA,-0.596646206918806,NA,-0.801360574866096,0.744041075682088
-0.343722687312296,0.374384741177081,-1.20257247413848,-0.343592135468138,0.321271034494742,1.14132886537902,-2.25837980189536,-0.909383536944774
-0.52205884532899,1.62233387843402,0.343592135468139,2.74873708374511,0.321271034494742,1.14132886537902,0.65565865216317,0.744041075682088
-0.188530802169402,-0.873564396079854,-2.74873708374511,-0.343592135468138,-1.51456344833235,-0.83005735663929,0.65565865216317,0.744041075682088
1.28197760331964,0.374384741177081,0.343592135468139,-0.343592135468138,-0.596646206918806,-0.83005735663929,0.65565865216317,-0.909383536944774
