"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
0.945725377884433,0.25,-1.65468930278216,-1.27109853644857,0.699581412797861,0.75,1.0978875820671,-1.67705098312484,0.0672977377572707,0.652791209833867,0.559016994374947
-0.0194582073227122,0.25,-0.393973643519563,-0.141233170716508,0.699581412797861,0.75,-0.3659625273557,0.559016994374947,0.0672977377572707,0.652791209833867,0.559016994374947
0.559215363147937,0.25,-0.393973643519563,0.988632195015556,0.699581412797861,-1.25,-0.3659625273557,0.559016994374947,1.1440615418736,0.652791209833867,0.559016994374947
-0.326104449078533,0.25,-0.393973643519563,0.988632195015556,0.699581412797861,0.75,-0.3659625273557,-1.67705098312484,0.0672977377572707,-1.43614066163451,-1.67705098312484
-1.12386450738295,0.25,0.866742015743038,0.988632195015556,0.699581412797861,-1.25,1.0978875820671,0.559016994374947,1.1440615418736,0.652791209833867,0.559016994374947
1.65730066894819,0.25,-1.65468930278216,-2.40096390218064,0.699581412797861,-1.25,-0.3659625273557,-1.67705098312484,-1.00946606635906,0.652791209833867,0.559016994374947
0.861136098633673,-3.75,-1.65468930278216,-0.141233170716508,-1.53907910815529,-1.25,-1.8298126367785,0.559016994374947,1.1440615418736,0.652791209833867,0.559016994374947
0.514816151806654,0.25,0.866742015743038,-1.27109853644857,-0.792858934504242,-1.25,-0.3659625273557,0.559016994374947,1.1440615418736,0.652791209833867,0.559016994374947
-1.69176133266095,0.25,0.866742015743038,0.988632195015556,-1.53907910815529,0.75,1.0978875820671,0.559016994374947,-1.00946606635906,-1.43614066163451,-1.67705098312484
0.151501463019461,0.25,0.866742015743038,-0.141233170716508,0.699581412797861,0.75,1.0978875820671,0.559016994374947,-1.00946606635906,0.652791209833867,0.559016994374947
0.432002197437407,0.25,0.866742015743038,0.988632195015556,0.699581412797861,-1.25,-0.3659625273557,-1.67705098312484,0.0672977377572707,-1.43614066163451,-1.67705098312484
-0.393967314429616,0.25,-0.393973643519563,-0.141233170716508,0.699581412797861,0.75,1.0978875820671,0.559016994374947,0.0672977377572707,-1.43614066163451,0.559016994374947
0.567828045127718,0.25,0.866742015743038,-0.141233170716508,0.699581412797861,0.75,-1.8298126367785,0.559016994374947,0.0672977377572707,0.652791209833867,0.559016994374947
-1.70996282427966,0.25,-0.393973643519563,-0.141233170716508,-1.53907910815529,0.75,-0.3659625273557,0.559016994374947,-2.08622987047539,0.652791209833867,0.559016994374947
-1.23849368391734,0.25,0.866742015743038,-0.141233170716508,-1.53907910815529,0.75,1.0978875820671,0.559016994374947,-1.00946606635906,-1.43614066163451,-1.67705098312484
0.814086953066292,0.25,0.866742015743038,0.988632195015556,-0.0466387608531907,0.75,-0.3659625273557,0.559016994374947,1.1440615418736,0.652791209833867,0.559016994374947
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
