"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q20_num"
1.49615457933761,1.16609181239838,-0.852144016752659,-0.724568837309472,-0.659153061603062,-0.258198889747161
0.196247946203234,-0.852144016752659,1.16609181239838,-0.724568837309472,0.439435374402041,-0.258198889747161
-1.54067053985093,-0.852144016752659,1.16609181239838,0.483045891539648,0.439435374402041,-0.258198889747161
1.41152229668867,1.16609181239838,-0.852144016752659,-0.724568837309472,-0.659153061603062,-0.258198889747161
-0.0363306895907462,-0.852144016752659,-0.179398740368981,-0.724568837309472,-0.659153061603062,-0.258198889747161
-1.4093185990371,1.16609181239838,-0.852144016752659,1.69066062038877,1.53802381040714,-0.258198889747161
0.734040029217074,-0.179398740368981,-0.852144016752659,0.483045891539648,0.439435374402041,-0.258198889747161
-0.732225258189314,1.16609181239838,-0.852144016752659,-0.724568837309472,-0.659153061603062,-0.258198889747161
0.0491700433311241,-0.852144016752659,1.16609181239838,-0.724568837309472,-1.75774149760816,-0.258198889747161
1.12829940899004,1.16609181239838,-0.852144016752659,-0.724568837309472,-0.659153061603062,-0.258198889747161
0.916946253040168,1.16609181239838,-0.852144016752659,1.69066062038877,1.53802381040714,-0.258198889747161
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.404459690972516,-0.852144016752659,1.16609181239838,0.483045891539648,0.439435374402041,-0.258198889747161
-1.3854877683742,-0.852144016752659,1.16609181239838,1.69066062038877,1.53802381040714,3.61478445646026
-0.16091614601163,-0.852144016752659,-0.852144016752659,-0.724568837309472,-0.659153061603062,-0.258198889747161
NA,NA,NA,NA,NA,NA
-0.262971864781478,-0.852144016752659,1.16609181239838,-0.724568837309472,-0.659153061603062,-0.258198889747161
