"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q20_num"
0.460380592679747,1.16609181239838,-0.852144016752659,0,-0.258198889747161
-0.631022184047098,-0.852144016752659,1.16609181239838,-2,-0.258198889747161
-1.10217156952321,-0.852144016752659,1.16609181239838,-1,-0.258198889747161
1.92409668871864,1.16609181239838,-0.852144016752659,1,-0.258198889747161
-0.237054196707583,-0.852144016752659,-0.179398740368981,0,-0.258198889747161
-0.192300554846463,1.16609181239838,-0.852144016752659,1,-0.258198889747161
1.69264069812064,-0.179398740368981,-0.852144016752659,0,-0.258198889747161
0.432737956416943,1.16609181239838,-0.852144016752659,1,-0.258198889747161
-1.51713315994085,-0.852144016752659,1.16609181239838,-1,-0.258198889747161
1.20415273053407,1.16609181239838,-0.852144016752659,1,-0.258198889747161
0.0552958060295629,1.16609181239838,-0.852144016752659,0,-0.258198889747161
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.598007685562701,-0.852144016752659,1.16609181239838,1,-0.258198889747161
-0.846087045903753,-0.852144016752659,1.16609181239838,1,3.61478445646026
0.0586133539868813,-0.852144016752659,-0.852144016752659,-1,-0.258198889747161
NA,NA,NA,NA,NA
-0.704141429954819,-0.852144016752659,1.16609181239838,-1,-0.258198889747161
