"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22f_num","TX_RESP_Q19_num"
-0.16590901222754,1.32162754160639,0.805990826325717,1.00419289050687,0.750684244280624,-0.506369683541834,-0.308957190326662
-0.280636505196289,-1.44749683128319,-0.460566186471839,-1.33892385400916,-0.428962425303214,1.01273936708367,-0.308957190326662
-0.343170395215411,-0.0629346448383995,-0.460566186471839,1.00419289050687,-0.428962425303214,2.53184841770917,-0.308957190326662
-0.776767531101236,-1.44749683128319,-0.460566186471839,1.00419289050687,-0.428962425303214,-0.506369683541834,-0.308957190326662
0.811163612260076,-0.0629346448383995,0.805990826325717,-0.167365481751145,0.750684244280624,1.01273936708367,-0.308957190326662
1.26701037616188,-0.0629346448383995,-0.460566186471839,-1.33892385400916,-1.60860909488705,-2.02547873416733,-0.308957190326662
NA,NA,NA,NA,NA,NA,NA
1.03820502072707,-0.0629346448383995,-0.460566186471839,-0.167365481751145,1.93033091386446,-0.506369683541834,-0.308957190326662
-1.1575544706027,-1.44749683128319,-0.460566186471839,-1.33892385400916,0.750684244280624,-0.506369683541834,-0.308957190326662
0.446153025164783,-1.44749683128319,2.07254783912327,1.00419289050687,-0.428962425303214,-0.506369683541834,-0.308957190326662
-0.542533832769006,-0.0629346448383995,-0.460566186471839,1.00419289050687,1.93033091386446,-0.506369683541834,-0.308957190326662
-1.22804369446634,1.32162754160639,-0.460566186471839,1.00419289050687,0.750684244280624,1.01273936708367,-0.308957190326662
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-1.29046088109215,-0.0629346448383995,-0.460566186471839,-0.167365481751145,0.750684244280624,1.01273936708367,-0.308957190326662
NA,NA,NA,NA,NA,NA,NA
-0.248829472090948,-0.0629346448383995,-0.460566186471839,1.00419289050687,0.750684244280624,-0.506369683541834,-0.308957190326662
-0.161226081719758,-0.0629346448383995,0.805990826325717,-0.167365481751145,-1.60860909488705,-0.506369683541834,-0.308957190326662
-1.64207567588391,-1.44749683128319,-1.72712319926939,1.00419289050687,0.750684244280624,1.01273936708367,3.08957190326662
-0.999979377998932,-0.0629346448383995,2.07254783912327,NA,-0.428962425303214,NA,3.08957190326662
0.523782767030449,1.32162754160639,0.805990826325717,-1.33892385400916,-0.428962425303214,-0.506369683541834,-0.308957190326662
2.39325572473605,-0.0629346448383995,0.805990826325717,-0.167365481751145,-1.60860909488705,-0.506369683541834,-0.308957190326662
0.990161401475748,1.32162754160639,0.805990826325717,-1.33892385400916,-0.428962425303214,-0.506369683541834,-0.308957190326662
0.359327000745684,-0.0629346448383995,-0.460566186471839,1.00419289050687,-0.428962425303214,1.01273936708367,-0.308957190326662
0.0454221376692964,1.32162754160639,-1.72712319926939,-0.167365481751145,-0.428962425303214,-0.506369683541834,-0.308957190326662
0.962705864393191,1.32162754160639,-0.460566186471839,-1.33892385400916,-0.428962425303214,-0.506369683541834,-0.308957190326662
