"PROFICIENCIA_MT_SAEB","TX_RESP_Q22a_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
-1.29339979281992,1.21593695305176,1.54919333848297,1.08424776704358
-0.506184926059936,-1.31726503247274,-3.09838667696593,-0.510234243314625
-0.396889086604437,1.21593695305176,-1.54919333848297,-0.510234243314625
NA,NA,NA,NA
NA,NA,NA,NA
0.134373787899704,1.21593695305176,1.54919333848297,1.08424776704358
0.57993034976409,1.21593695305176,0,1.08424776704358
-1.55836450964822,-0.0506640397104899,0,2.67872977740178
NA,NA,NA,NA
NA,NA,NA,NA
-1.42119105438578,1.21593695305176,0,1.08424776704358
-0.666302095584453,1.21593695305176,0,2.67872977740178
0.33550306014705,-0.0506640397104899,0,-0.510234243314625
0.0505294460902282,-1.31726503247274,0,-0.510234243314625
NA,NA,NA,NA
-0.452435033528448,-0.0506640397104899,-1.54919333848297,-0.510234243314625
1.43434146311759,-1.31726503247274,1.54919333848297,-0.510234243314625
-0.397881316255283,-0.0506640397104899,0,-0.510234243314625
-0.234520571110358,-0.0506640397104899,0,-0.510234243314625
NA,NA,NA,NA
-0.0995419272363445,-0.0506640397104899,0,-0.510234243314625
NA,NA,NA,NA
0.96907641069925,1.21593695305176,0,-0.510234243314625
-0.365821246293894,-1.31726503247274,0,-0.510234243314625
0.00682534975668479,-1.31726503247274,0,-0.510234243314625
NA,NA,NA,NA
-0.885304048141704,1.21593695305176,0,-0.510234243314625
0.281892397364063,-1.31726503247274,0,-0.510234243314625
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
2.78829033763945,-1.31726503247274,1.54919333848297,-0.510234243314625
-0.432417765661382,-0.0506640397104899,0,-0.510234243314625
0.180888152906709,-0.0506640397104899,0,-0.510234243314625
-0.0833815949335165,-0.0506640397104899,0,-0.510234243314625
2.03198421287887,-0.0506640397104899,0,-0.510234243314625
