"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22d_num","TX_RESP_Q23c_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA
-0.672280872389532,-0.909383536944774,-0.48350116580804,-1.09185936033223,1.02740233382816,1.47835820130049,2.12132034355964,1.17432204188822
-0.920547864053932,-0.909383536944774,-0.48350116580804,-1.09185936033223,-2.05480466765633,-0.602294082011312,0,2.74008476440584
-0.205140185147188,-0.909383536944774,-0.48350116580804,0.955376940290698,1.02740233382816,0.438032059644591,0,-0.391440680629406
1.68467479283615,0.744041075682088,-0.48350116580804,0.955376940290698,0,-0.602294082011312,-2.12132034355964,-0.391440680629406
-0.143111350752593,-0.909383536944774,-0.48350116580804,0.955376940290698,0,-0.602294082011312,0,-0.391440680629406
0.317924820017256,0.744041075682088,-0.48350116580804,-1.09185936033223,0,0.438032059644591,0,-0.391440680629406
0.899844055632146,0.744041075682088,-0.48350116580804,-1.09185936033223,-1.02740233382816,0.438032059644591,0,-0.391440680629406
0.92297743375893,0.744041075682088,-0.48350116580804,-1.09185936033223,0,-0.602294082011312,0,-0.391440680629406
NA,NA,NA,NA,NA,NA,NA,NA
-0.651024710917576,0.744041075682088,-0.48350116580804,0.955376940290698,1.02740233382816,1.47835820130049,0,-0.391440680629406
-0.694887902579556,0.744041075682088,-0.48350116580804,0.955376940290698,0,-1.64262022366722,0,-0.391440680629406
-1.13817897230134,0.744041075682088,1.2571030311009,0.955376940290698,0,NA,NA,-0.391440680629406
-0.293666893069725,-0.909383536944774,NA,0.955376940290698,1.02740233382816,1.47835820130049,-2.12132034355964,-0.391440680629406
-2.14726397917077,-0.909383536944774,2.99770722800985,0.955376940290698,1.02740233382816,-0.602294082011312,0,-0.391440680629406
1.11297515966589,0.744041075682088,-0.48350116580804,-1.09185936033223,-2.05480466765633,-0.602294082011312,0,-0.391440680629406
1.43726038119747,0.744041075682088,-0.48350116580804,-1.09185936033223,0,-1.64262022366722,0,-0.391440680629406
-0.486575401253493,-0.909383536944774,NA,-0.409447260124585,1.02740233382816,1.47835820130049,0,-0.391440680629406
1.02525518393526,-0.909383536944774,-0.48350116580804,0.955376940290698,-1.02740233382816,-0.602294082011312,0,-0.391440680629406
0.982303212187353,2.39746568830895,1.2571030311009,-1.09185936033223,0,-0.602294082011312,0,-0.391440680629406
-0.673161488527553,-0.909383536944774,1.2571030311009,0.955376940290698,1.02740233382816,0.438032059644591,0,-0.391440680629406
NA,NA,NA,NA,NA,NA,NA,NA
-0.357375419067201,-0.909383536944774,-0.48350116580804,-0.409447260124585,-1.02740233382816,0.438032059644591,2.12132034355964,2.74008476440584
