Disciplina,ICC,Variancia_Entre_Escolas,Variancia_Dentro_Escola,Interpretacao
Matematica,1.6022588316847832e-4,0.016022588316847833,99.98397741168316,Baixo
Lingua Portuguesa,NA,NA,NA,NA
