"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num"
NA,NA,NA,NA,NA,NA
0.585077229224174,-0.184998916025152,-0.0387915965345111,0.317553674414978,0.617213399848368,0.0906935721422207
-1.34271066514109,1.84998916025152,-1.35770587870789,1.66715679067863,2.46885359939347,1.63248429855998
-0.156112862903289,1.84998916025152,-1.35770587870789,-1.03204944184868,-1.23442679969673,0.0906935721422207
0.062332358931621,1.84998916025152,-0.0387915965345111,-1.03204944184868,-1.23442679969673,0.0906935721422207
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.831698696716239,0.832495122113185,1.28012268563887,0.317553674414978,0.617213399848368,0.0906935721422207
-1.47471010952937,-1.20249295416349,-1.35770587870789,1.66715679067863,0.617213399848368,1.63248429855998
-0.0974070097941007,-0.184998916025152,1.28012268563887,0.317553674414978,0.617213399848368,1.63248429855998
0.864104433166632,-0.184998916025152,1.28012268563887,-2.38165255811233,0.617213399848368,0.0906935721422207
-0.832572444274627,0.832495122113185,-1.35770587870789,0.317553674414978,0.617213399848368,0.0906935721422207
-1.28469969421763,-0.184998916025152,-0.0387915965345111,0.317553674414978,0.617213399848368,0.0906935721422207
-0.0259333644238266,-1.20249295416349,-1.35770587870789,0.317553674414978,-1.23442679969673,-2.99288788069329
-1.18065900782963,0.832495122113185,-0.0387915965345111,0.317553674414978,0.617213399848368,0.0906935721422207
-0.896483882823636,-0.184998916025152,1.28012268563887,0.317553674414978,0.617213399848368,0.0906935721422207
-0.427533500777225,-0.184998916025152,-1.35770587870789,0.317553674414978,-1.23442679969673,0.0906935721422207
-1.11195153317014,1.84998916025152,-1.35770587870789,-1.03204944184868,NA,-1.45109715427554
2.21994204818625,NA,-0.0387915965345111,0.317553674414978,0.617213399848368,0.0906935721422207
-1.03799263253684,0.832495122113185,-0.0387915965345111,0.317553674414978,0.617213399848368,0.0906935721422207
0.936445900948375,-1.20249295416349,1.28012268563887,-2.38165255811233,-1.23442679969673,0.0906935721422207
1.15571164982558,-0.184998916025152,-0.0387915965345111,0.317553674414978,0.617213399848368,0.0906935721422207
-0.919517944380295,-0.184998916025152,NA,NA,NA,NA
-0.154899054234141,-0.184998916025152,1.28012268563887,0.317553674414978,0.617213399848368,0.0906935721422207
0.761422430580303,-1.20249295416349,1.28012268563887,0.317553674414978,0.617213399848368,0.0906935721422207
-0.205881531235516,-1.20249295416349,-0.0387915965345111,-1.03204944184868,-1.23442679969673,0.0906935721422207
NA,NA,NA,NA,NA,NA
0.404672217713982,-0.184998916025152,1.28012268563887,0.317553674414978,-1.23442679969673,0.0906935721422207
-0.815246626938728,0.832495122113185,-1.35770587870789,0.317553674414978,0.617213399848368,0.0906935721422207
0.971002918430284,-0.184998916025152,-0.0387915965345111,0.317553674414978,0.617213399848368,-1.45109715427554
0.247698993247489,0.832495122113185,-0.0387915965345111,-1.03204944184868,-1.23442679969673,0.0906935721422207
1.13340349812134,-0.184998916025152,1.28012268563887,1.66715679067863,0.617213399848368,0.0906935721422207
1.56191268921432,-0.184998916025152,-0.0387915965345111,-1.03204944184868,-1.23442679969673,0.0906935721422207
1.22743219395191,NA,-0.0387915965345111,0.317553674414978,0.617213399848368,0.0906935721422207
NA,NA,NA,NA,NA,NA
0.200366803522393,-1.20249295416349,-0.0387915965345111,-1.03204944184868,-1.23442679969673,0.0906935721422207
-0.758754001365199,-1.20249295416349,1.28012268563887,1.66715679067863,0.617213399848368,1.63248429855998
NA,NA,NA,NA,NA,NA
-0.606355069676003,0.832495122113185,-1.35770587870789,0.317553674414978,0.617213399848368,0.0906935721422207
2.100614324034,-1.20249295416349,-0.0387915965345111,-1.03204944184868,-1.23442679969673,-2.99288788069329
-0.271020057131147,-1.20249295416349,-0.0387915965345111,0.317553674414978,-1.23442679969673,0.0906935721422207
