"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q19_num"
-1.28711176267356,0.405279172582886,-0.617363409183393,-0.333848930444794,-0.123421938529559,1.48448769065415,-0.133490473438938,-0.235702260395516,-0.269535846687546,2.2297683753414
-0.362279396053146,0.405279172582886,-0.617363409183393,-2.22565953629863,0.987375508236473,1.48448769065415,1.0679237875115,1.17851130197758,1.34767923343773,0.825840139015334
-0.153036769320482,-3.24223338066309,-0.617363409183393,0.612056372482123,-0.123421938529559,0.21206967009345,-0.133490473438938,-0.235702260395516,-0.269535846687546,-0.578088097310734
-0.351268417303195,0.405279172582886,0.881947727404847,-1.27975423337171,0.987375508236473,1.48448769065415,1.0679237875115,1.17851130197758,1.34767923343773,2.2297683753414
0.817950126335644,0.405279172582886,1.63160329569897,-0.333848930444794,-0.123421938529559,-1.06034835046725,-0.133490473438938,-0.235702260395516,-0.269535846687546,-0.578088097310734
-0.602573752989603,0.405279172582886,-0.617363409183393,0.612056372482123,-1.23421938529559,-1.06034835046725,1.0679237875115,1.17851130197758,1.34767923343773,0.825840139015334
-0.822423644160031,0.405279172582886,-0.617363409183393,0.612056372482123,0.987375508236473,0.21206967009345,1.0679237875115,-0.235702260395516,-0.269535846687546,-0.578088097310734
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.432658614674192,0.405279172582886,-0.617363409183393,0.612056372482123,0.987375508236473,0.21206967009345,-0.133490473438938,1.17851130197758,-0.269535846687546,0.825840139015334
0.916830227244773,0.405279172582886,-0.617363409183393,0.612056372482123,0.987375508236473,0.21206967009345,-1.33490473438938,-0.235702260395516,-0.269535846687546,-0.578088097310734
-1.81251928167473,-1.4184771040401,-0.617363409183393,-2.22565953629863,0.987375508236473,0.21206967009345,-0.133490473438938,1.17851130197758,1.34767923343773,-0.578088097310734
2.50015813420176,0.405279172582886,1.63160329569897,0.612056372482123,-1.23421938529559,-1.06034835046725,-0.133490473438938,-0.235702260395516,-0.269535846687546,-0.578088097310734
0.961308135130177,0.405279172582886,1.63160329569897,0.612056372482123,-1.23421938529559,-1.06034835046725,-0.133490473438938,-0.235702260395516,-1.88675092681283,-0.578088097310734
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.735027152979048,0.405279172582886,-0.617363409183393,0.612056372482123,0.987375508236473,1.48448769065415,1.0679237875115,1.17851130197758,1.34767923343773,-0.578088097310734
-0.386345464432424,0.405279172582886,-0.617363409183393,0.612056372482123,-1.23421938529559,0.21206967009345,1.0679237875115,-0.235702260395516,-0.269535846687546,-0.578088097310734
0.0388873252362152,0.405279172582886,-0.617363409183393,0.612056372482123,-1.23421938529559,-1.06034835046725,-2.53631899533982,-1.64991582276861,-0.269535846687546,-0.578088097310734
0.636613922317924,0.405279172582886,-0.617363409183393,-0.333848930444794,-0.123421938529559,-1.06034835046725,-0.133490473438938,-1.64991582276861,-0.269535846687546,-0.578088097310734
-0.50864248743603,-1.4184771040401,NA,NA,0.987375508236473,-1.06034835046725,-1.33490473438938,-0.235702260395516,-1.88675092681283,NA
0.71682164388157,0.405279172582886,1.63160329569897,0.612056372482123,-1.23421938529559,0.21206967009345,-0.133490473438938,-1.64991582276861,-0.269535846687546,-0.578088097310734
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
