"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.855034415064505,-1.29749824026921,0.301511344577763,-0.438397299480953,0.761904761904762,-0.50395263067897,-0.42174116783665,0.20806259464412,-0.449466574975494,0.539359889970594,0.793328828021918,-0.720749970156447,-0.774596669241483
1.47305690009673,1.55699788832305,0.301511344577763,NA,NA,NA,-0.42174116783665,1.35240686518678,2.02259958738973,-0.943879807448539,0.793328828021918,1.26131244777378,-0.774596669241483
-0.767827995852986,0.12974982402692,0.301511344577763,-0.438397299480953,-0.952380952380952,-0.50395263067897,-0.42174116783665,0.20806259464412,-0.449466574975494,0.539359889970594,-0.661107356684931,-0.720749970156447,1.16189500386223
0.298452963321836,-1.29749824026921,0.301511344577763,-0.438397299480953,0.761904761904762,1.76383420737639,-0.42174116783665,-0.936281675898539,-0.449466574975494,2.02259958738973,-2.11554354139178,1.26131244777378,-0.774596669241483
-0.982591247980202,1.55699788832305,0.301511344577763,NA,NA,NA,-0.42174116783665,-0.936281675898539,-0.449466574975494,-0.943879807448539,0.793328828021918,-0.720749970156447,-0.774596669241483
-1.16310727451331,-1.29749824026921,-3.01511344577764,-1.4247912233131,-0.952380952380952,1.76383420737639,1.12464311423107,-2.0806259464412,-0.449466574975494,0.539359889970594,0.793328828021918,-0.720749970156447,-0.774596669241483
-0.868150095612896,0.12974982402692,0.301511344577763,1.53439054818333,-0.0952380952380953,-0.50395263067897,2.67102739629878,0.20806259464412,-0.449466574975494,0.539359889970594,0.793328828021918,-0.720749970156447,-0.774596669241483
-0.171990067929885,0.12974982402692,0.301511344577763,-0.438397299480953,-0.952380952380952,-0.50395263067897,-0.42174116783665,1.35240686518678,2.02259958738973,-0.943879807448539,-0.661107356684931,1.26131244777378,1.16189500386223
1.40111304274442,0.12974982402692,0.301511344577763,-0.438397299480953,0.761904761904762,-0.50395263067897,-0.42174116783665,0.20806259464412,-0.449466574975494,-0.943879807448539,-0.661107356684931,1.26131244777378,1.16189500386223
0.724973072459908,0.12974982402692,0.301511344577763,0.547996624351191,-0.952380952380952,-0.50395263067897,-0.42174116783665,0.20806259464412,-0.449466574975494,0.539359889970594,0.793328828021918,-0.720749970156447,1.16189500386223
0.91110511833089,0.12974982402692,0.301511344577763,1.53439054818333,1.61904761904762,-0.50395263067897,-0.42174116783665,0.20806259464412,-0.449466574975494,-0.943879807448539,-0.661107356684931,-0.720749970156447,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
