"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23i_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0831565100427466,-0.176166065854411,-1.06066017177982,-0.572077553547355,-1.16189500386222,0.621059003408118,-0.316227766016838,0.316227766016838,-1.02787243329629,0.176166065854411,0.948683298050514,-1.06066017177982,1.16189500386223
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.268532865840928,-0.176166065854411,0,2.28831021418942,-1.16189500386222,-1.44913767461894,-0.316227766016838,0.316227766016838,-1.02787243329629,-1.5854945926897,-0.948683298050514,-1.06066017177982,-0.774596669241483
1.03755600313976,1.5854945926897,1.06066017177982,0.858116330321033,0.774596669241484,0.621059003408118,-0.316227766016838,0.316227766016838,0.114208048144032,-1.5854945926897,-0.948683298050514,0,-0.774596669241483
0.683707893096085,-0.176166065854411,-1.06066017177982,-0.572077553547355,0.774596669241484,0.621059003408118,1.26491106406735,0.316227766016838,1.25628852958435,0.176166065854411,0.948683298050514,1.06066017177982,1.16189500386223
-0.126829364049157,1.5854945926897,1.06066017177982,-0.572077553547355,-1.16189500386222,0.621059003408118,1.26491106406735,0.316227766016838,-1.02787243329629,0.176166065854411,0.948683298050514,-1.06066017177982,1.16189500386223
-1.63901634546419,-1.93782672439852,0,-0.572077553547355,0.774596669241484,0.621059003408118,-1.89736659610103,0.316227766016838,1.25628852958435,1.93782672439852,-0.948683298050514,1.06066017177982,-0.774596669241483
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.16579909559104,-0.176166065854411,-1.06066017177982,-0.572077553547355,0.774596669241484,0.621059003408118,-0.316227766016838,1.3703203194063,1.25628852958435,0.176166065854411,0.948683298050514,1.06066017177982,1.16189500386223
-0.275659913376295,-0.176166065854411,1.06066017177982,-0.572077553547355,0.774596669241484,-1.44913767461894,-0.316227766016838,0.316227766016838,0.114208048144032,0.176166065854411,-0.948683298050514,0,-0.774596669241483
-1.72173513903655,-0.176166065854411,1.06066017177982,-0.572077553547355,-1.16189500386222,-1.44913767461894,-0.316227766016838,-1.79195734076208,-1.02787243329629,0.176166065854411,-0.948683298050514,-1.06066017177982,-0.774596669241483
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.524488394215639,-0.176166065854411,-1.06066017177982,0.858116330321033,0.774596669241484,0.621059003408118,1.26491106406735,-1.79195734076208,0.114208048144032,0.176166065854411,0.948683298050514,1.06066017177982,-0.774596669241483
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
