"PROFICIENCIA_MT_SAEB","PROFICIENCIA_LP_SAEB"
2.07138188369809,-0.914579963435396
-1.44673898726143,-0.0522835596820727
NA,NA
1.07687488273104,0.903022300475397
0.907582839647584,1.59132200411546
-0.531733326537541,0.54889319648229
1.65591637717468,0.248597785083668
-0.393615614745046,0.229653716437544
0.34599915846545,0.386800924383578
0.671291172881854,0.111757325971283
-0.0177268280873263,0.469881684812253
0.83539067341864,-0.800370229683232
NA,NA
NA,NA
0.794486549232151,0.155522623600694
1.04648079453099,-0.209592380926834
-1.50737630806935,-0.220651253461242
0.899141030002767,0.0980116607319423
0.46458521058402,0.0465519615198288
1.08603386578335,0.24774284316369
1.26228043425557,0.326554173864882
NA,NA
-0.67641377025263,-0.683929324043483
-0.568745299899794,-0.270900499344726
0.820066412267943,1.55747497518662
0.243241763815965,-0.21820010581436
0.517947138233392,0.0443937805565059
-1.22637393640314,-0.510641584001674
NA,NA
0.0806768246182807,0.954811471295339
NA,NA
NA,NA
1.32434986593632,1.38310293102571
0.0368060080762319,-0.762004557264511
-0.0786253512538912,0.751810634251373
NA,NA
-0.968206516705718,-1.50766717917895
0.14449697885589,0.949566135689394
0.421836897430237,2.04323987095069
1.39191244344886,0.66308729878425
NA,NA
-1.49764764321671,-0.705962629002354
0.282237541596101,1.00738987895643
1.32958968556603,-1.64162588771714
-0.162073995560893,-0.888284495670204
0.283069553797966,0.813968471489658
-0.470862944012222,0.867807387183729
NA,NA
0.285313412387988,0.598014328552689
1.29302580709605,1.29648669990677
1.18367866792561,0.00285547255015608
NA,NA
-0.429125679580983,-0.366485189859426
0.711168496032661,-0.404915507597637
0.59501545112351,0.846483042296314
0.023140151258464,0.552181554004546
-0.568506618111592,-0.471443924807163
-0.378852031195228,0.0454989392254034
NA,NA
NA,NA
NA,NA
0.130417936044401,0.676621314944788
0.777936206184038,-0.0967463681972563
-0.869182520988088,-0.0193456907178144
-0.00582633824029289,0.56438833514249
-0.304710969446954,-0.776028598572268
NA,NA
-0.267827331106444,1.05834079906594
1.557719901631,1.85049720149002
NA,NA
-0.0394967262804739,-1.21484305217427
0.694274764644311,-0.986847923662609
NA,NA
-1.48442311303391,0.0985475583189874
-0.221363647563335,0.311527146042775
-1.65675501011144,-1.28047379645345
-1.09157416131939,1.23657150266602
0.572536255679441,0.885073913573916
-0.207054907019476,0.693591733221955
NA,NA
-1.5757495052562,-0.816439852524869
1.10726560694607,0.34322642128318
NA,NA
NA,NA
-0.388250824078623,-0.465958799727193
1.67068221681027,1.66753308281606
-1.91154255145958,-0.461105480454167
NA,NA
-0.554201261696387,1.15675302211023
-0.652214228835095,-0.526718511613021
-0.637576744364874,0.412126769129228
NA,NA
-1.72139819249508,-1.10471927731456
-1.40909877458696,-0.0225266719102141
-1.96037957680096,1.26872846146963
-0.970621515516228,-2.12353836905241
NA,NA
NA,NA
NA,NA
-0.207484993512842,0.99788864447881
0.840342278091343,1.01375496384642
NA,NA
NA,NA
0.395259522186514,-1.77450445547647
-0.337463775175027,-1.05531454607616
NA,NA
0.305835856299782,0.472370378218464
2.64814235456739,0.5523170896539
0.642549848800307,0.757095578362499
1.80748152848142,0.610733030222703
NA,NA
-0.802313488413329,-1.34931576291466
-0.854196028106829,-1.0759955981224
-0.629917413753114,0.0461046863072498
0.299909259989595,0.225249754047222
-1.38115683003812,-1.54803256069172
0.977464713618054,0.954514322347257
-0.159234550471439,-0.498011504706126
-0.526735572824685,0.517561960519829
1.99591905784345,0.321223338389657
NA,NA
1.58612120135734,1.05014906756631
2.27248550158419,1.761252559051
NA,NA
-0.499634664820782,0.64616899795728
-1.05569818757277,0.73644476730588
0.133296782060324,-1.1397308871322
0.593738708014402,-1.85505169089417
-0.029629553876506,-0.339766442860904
NA,NA
NA,NA
-0.388045903002466,-1.31007951712575
NA,NA
0.792207781743575,1.16140511957935
-0.752458666235718,-0.431061871009121
-0.509812552608581,-1.40914652004546
0.379247336168834,1.79195719338182
0.113612010708441,-1.08001795253042
0.278280085146297,0.634148829083826
-0.0582413947498023,1.00314440735965
NA,NA
NA,NA
-0.841739352686832,-1.552569958137
-0.142273257371752,1.42366745267227
NA,NA
NA,NA
0.912367816271338,1.50119011602098
