"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-1.30309935142736,NA,0.752172222439007,1.46666666666667,1.75488004159716,1.42270314861683,0.672134440333444,0.89592831651712,1.27462482127615,1.57693925074193,1.17851130197758,1.16427432729286,1.42439185636225
-0.537523966652394,-0.923082085685099,0.752172222439007,-0.755555555555556,-0.682453349510006,0.321255549687672,-1.42828568570857,-0.235770609609769,1.27462482127615,1.57693925074193,0,-0.616380526213868,-0.339140918181489
2.04138003907312,1.08361810058686,-0.537265873170719,-0.755555555555556,-0.682453349510006,-0.780192049241489,0.672134440333444,-1.36746953573666,-1.88158902188384,-1.15642211721075,-1.17851130197758,-0.616380526213868,-0.339140918181489
0.025497100817319,-0.923082085685099,-0.537265873170719,0.355555555555555,-0.682453349510006,-0.780192049241489,-1.42828568570857,-2.49916846186354,-0.303482100303846,0.21025856676559,-1.17851130197758,-0.616380526213868,-0.339140918181489
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.123090443126269,0.0802680074508782,0.752172222439007,1.46666666666667,1.75488004159716,1.42270314861683,0.672134440333444,0.89592831651712,-0.303482100303846,1.57693925074193,0,-0.616380526213868,-0.339140918181489
-0.2169916794424,2.08696819372283,0.752172222439007,0.355555555555555,-0.682453349510006,0.321255549687672,-1.42828568570857,0.89592831651712,-0.303482100303846,-1.15642211721075,1.17851130197758,1.16427432729286,1.42439185636225
1.10883824298899,0.0802680074508782,0.752172222439007,-0.755555555555556,-0.682453349510006,-0.780192049241489,-1.42828568570857,-0.235770609609769,-0.303482100303846,-1.15642211721075,-1.17851130197758,-0.616380526213868,-0.339140918181489
-1.39135582259239,-0.923082085685099,-0.537265873170719,1.46666666666667,1.75488004159716,NA,0.672134440333444,0.89592831651712,-0.303482100303846,0.21025856676559,0,1.16427432729286,-0.339140918181489
-0.570592470834337,-0.923082085685099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.595641468343212,1.08361810058686,-0.537265873170719,-0.755555555555556,-0.682453349510006,-1.88163964817065,0.672134440333444,-0.235770609609769,-0.303482100303846,-1.15642211721075,1.17851130197758,1.16427432729286,1.42439185636225
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.960791759258087,-0.923082085685099,0.752172222439007,0.355555555555555,-0.682453349510006,-0.780192049241489,0.672134440333444,0.89592831651712,1.27462482127615,0.21025856676559,1.17851130197758,-0.616380526213868,-0.339140918181489
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.108069456931415,-0.923082085685099,-1.82670396878045,-0.755555555555556,-0.682453349510006,-1.88163964817065,0.672134440333444,-0.235770609609769,1.27462482127615,0.21025856676559,1.17851130197758,-0.616380526213868,-0.339140918181489
