"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
0.901853081829576,0.0802680074508782,0.752172222439007,-0.755555555555556,-0.682453349510006,-0.780192049241489,-1.42828568570857,-1.36746953573666,1.27462482127615,0.21025856676559,0,-0.616380526213868,-0.339140918181489
-1.25761715316451,0.0802680074508782,0.752172222439007,-0.755555555555556,-0.682453349510006,1.42270314861683,0.672134440333444,0.89592831651712,-0.303482100303846,0.21025856676559,0,-0.616380526213868,-0.339140918181489
0.841730744418264,-0.923082085685099,-1.82670396878045,-0.755555555555556,-0.682453349510006,-0.780192049241489,0.672134440333444,-0.235770609609769,-0.303482100303846,0.21025856676559,0,-2.3970353797206,-2.10267369272523
1.94329515241841,0.0802680074508782,-0.537265873170719,0.355555555555555,-0.682453349510006,-0.780192049241489,-1.42828568570857,-0.235770609609769,-1.88158902188384,-1.15642211721075,1.17851130197758,1.16427432729286,-0.339140918181489
1.14972662526145,1.08361810058686,-1.82670396878045,-1.86666666666667,-0.682453349510006,0.321255549687672,-1.42828568570857,-0.235770609609769,-0.303482100303846,-1.15642211721075,-1.17851130197758,-0.616380526213868,-0.339140918181489
-0.420148354866451,-0.923082085685099,NA,1.46666666666667,1.75488004159716,1.42270314861683,0.672134440333444,NA,1.27462482127615,1.57693925074193,1.17851130197758,1.16427432729286,1.42439185636225
-0.134447717424001,-0.923082085685099,0.752172222439007,1.46666666666667,1.75488004159716,1.42270314861683,0.672134440333444,0.89592831651712,1.27462482127615,0.21025856676559,1.17851130197758,1.16427432729286,1.42439185636225
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.25610933241224,2.08696819372283,-1.82670396878045,0.355555555555555,-0.682453349510006,-0.780192049241489,0.672134440333444,-1.36746953573666,-1.88158902188384,-2.52310280118708,-2.35702260395516,-0.616380526213868,-2.10267369272523
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.01576918917191,0.0802680074508782,-0.537265873170719,-0.755555555555556,0.536213346043576,0.321255549687672,0.672134440333444,0.89592831651712,1.27462482127615,0.21025856676559,0,-0.616380526213868,-0.339140918181489
0.283876532452326,0.0802680074508782,0.752172222439007,1.46666666666667,0.536213346043576,0.321255549687672,0.672134440333444,0.89592831651712,-0.303482100303846,0.21025856676559,0,1.16427432729286,1.42439185636225
1.06872433051447,-0.923082085685099,0.752172222439007,-0.755555555555556,-0.682453349510006,0.321255549687672,-1.42828568570857,-0.235770609609769,-0.303482100303846,0.21025856676559,0,-0.616380526213868,-0.339140918181489
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.17242310788899,NA,NA,NA,NA,NA,NA,NA,-0.303482100303846,0.21025856676559,0,1.16427432729286,1.42439185636225
-0.288059356555847,1.08361810058686,0.752172222439007,-0.755555555555556,-0.682453349510006,0.321255549687672,0.672134440333444,0.89592831651712,-0.303482100303846,0.21025856676559,0,-0.616380526213868,-0.339140918181489
0.102599529671182,1.08361810058686,0.752172222439007,-0.755555555555556,0.536213346043576,0.321255549687672,0.672134440333444,-1.36746953573666,-0.303482100303846,0.21025856676559,-1.17851130197758,-0.616380526213868,-0.339140918181489
-1.6280094141778,-0.923082085685099,0.752172222439007,0.355555555555555,0.536213346043576,0.321255549687672,0.672134440333444,0.89592831651712,-0.303482100303846,0.21025856676559,-1.17851130197758,1.16427432729286,-0.339140918181489
