"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q22a_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-0.885537209259095,-1.35400640077266,-1.20659949980977,-0.886405260427918,0.402199833269922,-0.623231962511588,-1.15600405774638,-1.29749824026921,-1.29099444873581,-2.04706526287664,-1.6583123951777,-2.42711950486767,NA,-0.539359889970594,-1.6583123951777,-1.35400640077266
-0.682403463272458,0.67700320038633,0.402199833269922,-0.886405260427918,0.402199833269922,0.872524747516223,0.105091277976944,0.12974982402692,1.29099444873581,-0.511766315719159,-0.33166247903554,0.539359889970594,-0.449466574975495,-0.539359889970594,0.552770798392567,0.67700320038633
0.321778751807781,0.67700320038633,0.402199833269922,-0.886405260427918,-1.20659949980977,-0.623231962511588,0.105091277976944,0.12974982402692,1.29099444873581,-0.511766315719159,-1.6583123951777,0.539359889970594,0.786566506207116,0.943879807448539,0.552770798392567,0.67700320038633
1.1184046045797,-1.35400640077266,0.402199833269922,0,0.402199833269922,0.872524747516223,1.36618661370027,0.12974982402692,0,1.02353263143832,0.99498743710662,0.539359889970594,0.786566506207116,0.943879807448539,0.552770798392567,0.67700320038633
-0.2543681261959,0.67700320038633,0.402199833269922,0.886405260427918,0.402199833269922,0.872524747516223,-1.15600405774638,-1.29749824026921,-1.29099444873581,-0.511766315719159,-0.33166247903554,-0.943879807448539,0.786566506207116,-0.539359889970594,-1.6583123951777,-1.35400640077266
-0.269983115575778,0.67700320038633,0.402199833269922,0.886405260427918,0.402199833269922,-0.623231962511588,0.105091277976944,0.12974982402692,0,-0.511766315719159,-0.33166247903554,-0.943879807448539,-0.449466574975495,-0.539359889970594,-1.6583123951777,-1.35400640077266
1.93603835087214,0.67700320038633,0.402199833269922,0.886405260427918,0.402199833269922,-0.623231962511588,0.105091277976944,0.12974982402692,0,1.02353263143832,0.99498743710662,0.539359889970594,0.786566506207116,0.943879807448539,0.552770798392567,0.67700320038633
1.11924214848731,0.67700320038633,0.402199833269922,0.886405260427918,2.01099916634961,0.872524747516223,1.36618661370027,1.55699788832305,0,1.02353263143832,0.99498743710662,0.539359889970594,-0.449466574975495,0.943879807448539,0.552770798392567,0.67700320038633
-0.238663264217452,-1.35400640077266,0.402199833269922,0.886405260427918,-1.20659949980977,0.872524747516223,-1.15600405774638,-1.29749824026921,0,-0.511766315719159,-0.33166247903554,0.539359889970594,-1.68549965615811,-2.02259958738973,0.552770798392567,0.67700320038633
-1.7507635950002,-1.35400640077266,-2.81539883288945,-1.77281052085584,-1.20659949980977,-2.1189886725394,-1.15600405774638,NA,NA,-0.511766315719159,-0.33166247903554,NA,-1.68549965615811,NA,0.552770798392567,-1.35400640077266
-0.0495327582311546,0.67700320038633,0.402199833269922,0.886405260427918,0.402199833269922,0.872524747516223,1.36618661370027,1.55699788832305,1.29099444873581,1.02353263143832,0.99498743710662,0.539359889970594,0.786566506207116,0.943879807448539,0.552770798392567,0.67700320038633
-0.364212323994895,0.67700320038633,0.402199833269922,-0.886405260427918,-1.20659949980977,-0.623231962511588,0.105091277976944,0.12974982402692,-1.29099444873581,1.02353263143832,0.99498743710662,0.539359889970594,0.786566506207116,-0.539359889970594,0.552770798392567,0.67700320038633
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
