"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q23h_num"
-1.20674691917712,-1.06715675015986,0.258198889747162,0.356753034006338,1.31786560750714,0.825840139015334,1.06715675015986
-1.2307366867004,-1.06715675015986,-3.61478445646026,-1.42701213602535,-0.762974825398873,0.825840139015334,-0.582085500087199
-1.09416469686924,0.582085500087199,NA,NA,-0.762974825398873,0.825840139015334,1.06715675015986
-0.22429137957129,-1.06715675015986,0.258198889747162,0.356753034006338,-0.762974825398873,0.825840139015334,-2.23132775033426
-0.284294949121517,0.582085500087199,0.258198889747162,-3.21077730605704,0.277445391054135,0.825840139015334,-0.582085500087199
0.416887838379061,2.23132775033426,0.258198889747162,0.356753034006338,0.277445391054135,-0.578088097310734,1.06715675015986
0.387186488536339,0.582085500087199,0.258198889747162,0.356753034006338,NA,-0.578088097310734,-0.582085500087199
-0.548204578225352,-1.06715675015986,NA,NA,NA,0.825840139015334,-0.582085500087199
1.74442920772778,0.582085500087199,0.258198889747162,0.356753034006338,-0.762974825398873,0.825840139015334,-0.582085500087199
-0.77846780078568,0.582085500087199,0.258198889747162,0.356753034006338,-0.762974825398873,-0.578088097310734,1.06715675015986
0.731249097631506,0.582085500087199,0.258198889747162,0.356753034006338,0.277445391054135,-0.578088097310734,-0.582085500087199
NA,NA,NA,NA,NA,NA,NA
-0.32385725804376,-1.06715675015986,0.258198889747162,0.356753034006338,0.277445391054135,0.825840139015334,-0.582085500087199
0.155412537729136,0.582085500087199,0.258198889747162,0.356753034006338,-0.762974825398873,-1.9820163336368,-0.582085500087199
2.16479758439993,-1.06715675015986,0.258198889747162,0.356753034006338,2.35828582396015,-1.9820163336368,-0.582085500087199
-0.521828563055161,0.582085500087199,0.258198889747162,0.356753034006338,-0.762974825398873,-0.578088097310734,1.06715675015986
-0.592953195219736,-1.06715675015986,0.258198889747162,0.356753034006338,-0.762974825398873,-0.578088097310734,1.06715675015986
1.20558327236551,0.582085500087199,0.258198889747162,0.356753034006338,1.31786560750714,0.825840139015334,1.06715675015986
NA,NA,NA,NA,NA,NA,NA
