"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q22c_num","TX_RESP_Q22g_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
0.318677534412347,0.909539468441776,1.18800826443406,-0.579688675962332,-0.579688675962332,0.191986911947076,0.717506683235354,-0.628178193777255
-1.54922203466312,0.909539468441776,1.18800826443406,-0.579688675962332,-0.579688675962332,-2.11185603141784,-3.09079802009076,1.52557561345905
1.19919265980433,-0.397923517443277,0.132000918270452,-0.579688675962332,-0.579688675962332,0.191986911947076,-0.55192821787335,-0.628178193777255
NA,NA,NA,NA,NA,NA,NA,NA
-0.591153715851901,0.909539468441776,0.132000918270452,-0.579688675962332,-0.579688675962332,0.191986911947076,-0.55192821787335,1.52557561345905
-1.08430251780123,NA,0.132000918270452,-0.579688675962332,-0.579688675962332,1.34390838362953,0.717506683235354,-0.628178193777255
-0.297162196791484,0.909539468441776,1.18800826443406,0.966147793270553,-0.579688675962332,0.191986911947076,0.717506683235354,1.52557561345905
NA,NA,NA,NA,NA,NA,NA,NA
-2.51317834615244,0.909539468441776,-0.924006427893161,0.966147793270553,0.966147793270553,-0.959934559735381,-0.55192821787335,1.52557561345905
-0.163477884517444,-0.397923517443277,0.132000918270452,-0.579688675962332,-2.12552514519522,0.191986911947076,-1.82136311898205,-0.628178193777255
-0.0458253249096931,-1.70538650332833,1.18800826443406,0.966147793270553,0.966147793270553,-0.959934559735381,-0.55192821787335,-0.628178193777255
1.07263013877905,-1.70538650332833,-0.924006427893161,0.966147793270553,0.966147793270553,0.191986911947076,0.717506683235354,-0.628178193777255
0.307619681415909,-0.397923517443277,1.18800826443406,0.966147793270553,0.966147793270553,1.34390838362953,0.717506683235354,-0.628178193777255
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.826256846690588,-1.70538650332833,-0.924006427893161,-0.579688675962332,0.966147793270553,-0.959934559735381,0.717506683235354,-0.628178193777255
-0.680511233335886,-0.397923517443277,-0.924006427893161,-0.579688675962332,-0.579688675962332,-0.959934559735381,-0.55192821787335,-0.628178193777255
0.785984733725494,0.909539468441776,0.132000918270452,-0.579688675962332,-0.579688675962332,1.34390838362953,0.717506683235354,-0.628178193777255
1.63185142362573,-0.397923517443277,-0.924006427893161,-2.12552514519522,0.966147793270553,1.34390838362953,0.717506683235354,1.52557561345905
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.0232106844785158,0.909539468441776,-0.924006427893161,0.966147793270553,-2.12552514519522,0.191986911947076,NA,-0.628178193777255
NA,NA,NA,NA,NA,NA,NA,NA
1.47417297722238,0.909539468441776,-0.924006427893161,-0.579688675962332,0.966147793270553,0.191986911947076,0.717506683235354,-0.628178193777255
0.910332342477185,-0.397923517443277,-0.924006427893161,0.966147793270553,0.966147793270553,0.191986911947076,0.717506683235354,-0.628178193777255
NA,NA,NA,NA,NA,NA,NA,NA
0.308861225744226,0.909539468441776,-1.98001377405677,-2.12552514519522,0.966147793270553,1.34390838362953,0.717506683235354,-0.628178193777255
0.0157670211173086,-0.397923517443277,1.18800826443406,0.966147793270553,0.966147793270553,0.191986911947076,0.717506683235354,1.52557561345905
0.498423972005341,-1.70538650332833,-0.924006427893161,-0.579688675962332,-0.579688675962332,-2.11185603141784,-0.55192821787335,-0.628178193777255
-0.566691583512772,0.909539468441776,0.132000918270452,0.966147793270553,-0.579688675962332,0.191986911947076,-0.55192821787335,1.52557561345905
-0.718854652643537,-0.397923517443277,1.18800826443406,0.966147793270553,0.966147793270553,0.191986911947076,0.717506683235354,-0.628178193777255
NA,NA,NA,NA,NA,NA,NA,NA
-1.11618038236184,0.909539468441776,1.18800826443406,0.966147793270553,-0.579688675962332,-0.959934559735381,-0.55192821787335,-0.628178193777255
