"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21c_num","TX_RESP_Q23b_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA
0.964254139661814,0.960219685303154,0.303457578421005,0.228756337663226,0.250122159792289,-0.30862629586667
-0.678458818173421,-0.392817143987654,0.303457578421005,1.30717907236129,0.250122159792289,-0.30862629586667
0.841367357529674,0.960219685303154,0.303457578421005,0.228756337663226,-1.1255497190653,NA
-0.240417021541915,NA,0.303457578421005,-0.84966639703484,1.62579403864988,-0.30862629586667
NA,NA,NA,NA,NA,NA
-0.670069619509508,0.960219685303154,0.303457578421005,0.228756337663226,0.250122159792289,-0.30862629586667
-0.630746389048526,-0.392817143987654,0.303457578421005,-0.84966639703484,0.250122159792289,-0.30862629586667
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.916088147087136,-0.392817143987654,0.303457578421005,1.30717907236129,0.250122159792289,-0.30862629586667
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.770924093023005,NA,NA,NA,NA,NA
-1.17411695234661,-0.392817143987654,0.303457578421005,1.30717907236129,0.250122159792289,-0.30862629586667
-1.16220629317306,0.960219685303154,0.303457578421005,-0.84966639703484,0.250122159792289,1.60485673850668
0.900017173348898,0.960219685303154,0.303457578421005,0.228756337663226,0.250122159792289,NA
1.30395235247744,0.960219685303154,0.303457578421005,0.228756337663226,0.250122159792289,-0.30862629586667
1.10052418815268,-0.392817143987654,0.303457578421005,0.228756337663226,-1.1255497190653,-0.30862629586667
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
1.31525184745893,0.960219685303154,0.303457578421005,1.30717907236129,-1.1255497190653,-0.30862629586667
-0.973839732833251,0.960219685303154,0.303457578421005,-0.84966639703484,0.250122159792289,-0.30862629586667
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.153460251603735,0.960219685303154,0.303457578421005,1.30717907236129,0.250122159792289,-0.30862629586667
1.12719806464879,0.960219685303154,0.303457578421005,1.30717907236129,-1.1255497190653,-0.30862629586667
-0.814616993503324,-0.392817143987654,0.303457578421005,0.228756337663226,1.62579403864988,-0.30862629586667
0.955514843298001,0.960219685303154,0.303457578421005,0.228756337663226,0.250122159792289,-0.30862629586667
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.870112972978325,-0.392817143987654,0.303457578421005,0.228756337663226,-1.1255497190653,-0.30862629586667
-1.74555700054293,-0.392817143987654,-3.58079942536786,1.30717907236129,1.62579403864988,-0.30862629586667
-1.21798311100751,-0.392817143987654,0.303457578421005,-1.92808913173291,0.250122159792289,-0.30862629586667
NA,NA,NA,NA,NA,NA
0.0105912152361367,0.960219685303154,0.303457578421005,-0.84966639703484,0.250122159792289,-0.30862629586667
0.258100877132638,-1.74585397327846,-1.63867092347343,0.228756337663226,-1.1255497190653,-0.30862629586667
-1.52145844084504,-1.74585397327846,-3.58079942536786,-1.92808913173291,1.62579403864988,3.51833977288003
0.738287169334962,-1.74585397327846,0.303457578421005,0.228756337663226,-2.50122159792289,-0.30862629586667
0.402192241884357,-0.392817143987654,0.303457578421005,0.228756337663226,-1.1255497190653,-0.30862629586667
NA,NA,NA,NA,NA,NA
-1.16645804106294,NA,0.303457578421005,-1.92808913173291,1.62579403864988,-0.30862629586667
-1.70865680779313,-0.392817143987654,0.303457578421005,-0.84966639703484,0.250122159792289,-0.30862629586667
0.628515337042171,-1.74585397327846,0.303457578421005,-0.84966639703484,-1.1255497190653,-0.30862629586667
1.42288937655827,0.960219685303154,0.303457578421005,-0.84966639703484,0.250122159792289,-0.30862629586667
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.766925004214202,-0.392817143987654,0.303457578421005,-0.84966639703484,0.250122159792289,3.51833977288003
0.595396470235433,0.960219685303154,0.303457578421005,0.228756337663226,0.250122159792289,-0.30862629586667
0.738720292948973,-1.74585397327846,NA,1.30717907236129,-1.1255497190653,-0.30862629586667
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
