"PROFICIENCIA_LP_SAEB","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q23i_num","TX_RESP_Q20_num"
-0.373674179847684,0.821121942914806,0.352737810751329,-2.61898280546897,-0.288926047405846
0.381140884063365,0.821121942914806,-0.881844526878323,0.830409182221869,-0.288926047405846
1.15819521864734,0.821121942914806,1.58732014838098,0.830409182221869,-0.288926047405846
NA,NA,NA,NA,NA
-0.751060738067833,0.821121942914806,0.352737810751329,-0.894286811623551,-0.288926047405846
1.40578995310441,-0.259301666183623,-0.881844526878323,0.830409182221869,-0.288926047405846
1.06406575037597,-0.259301666183623,-0.881844526878323,0.830409182221869,-0.288926047405846
-0.194236106450219,-0.259301666183623,-0.881844526878323,-0.894286811623551,-0.288926047405846
0.244946525987092,-0.259301666183623,0.352737810751329,-0.894286811623551,-0.288926047405846
0.302198664774154,0.821121942914806,-0.881844526878323,-0.894286811623551,-0.288926047405846
0.591724213744902,0.821121942914806,-0.881844526878323,0.830409182221869,-0.288926047405846
-0.858420887294932,-1.33972527528205,0.352737810751329,-0.894286811623551,3.32264954516723
-1.30489689811142,-2.42014888438048,-0.881844526878323,0.830409182221869,-0.288926047405846
0.0888122620270498,-0.259301666183623,0.352737810751329,-0.894286811623551,-0.288926047405846
0.598735409668226,0.821121942914806,-2.11642686450798,-0.894286811623551,-0.288926047405846
0.837973369849135,0.821121942914806,-0.881844526878323,0.830409182221869,-0.288926047405846
0.031972888891869,0.821121942914806,-0.881844526878323,0.830409182221869,-0.288926047405846
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-2.08876538979295,-1.33972527528205,1.58732014838098,0.830409182221869,-0.288926047405846
-0.751908428302915,-0.259301666183623,1.58732014838098,0.830409182221869,-0.288926047405846
NA,NA,NA,NA,NA
0.449927180468476,0.821121942914806,0.352737810751329,-0.894286811623551,-0.288926047405846
1.36715546481133,NA,0.352737810751329,0.830409182221869,NA
-2.38554814750236,-1.33972527528205,0.352737810751329,-0.894286811623551,3.32264954516723
0.924522621158547,-1.33972527528205,0.352737810751329,NA,-0.288926047405846
-1.53744197213695,0.821121942914806,0.352737810751329,-0.894286811623551,-0.288926047405846
0.179075261335876,NA,0.352737810751329,0.830409182221869,NA
1.22542139506945,0.821121942914806,-0.881844526878323,0.830409182221869,-0.288926047405846
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.1427988352658,-1.33972527528205,1.58732014838098,0.830409182221869,-0.288926047405846
-0.434261121395121,0.821121942914806,-0.881844526878323,-0.894286811623551,-0.288926047405846
-0.0286443598090057,NA,1.58732014838098,0.830409182221869,NA
