"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22g_num","TX_RESP_Q23b_num","TX_RESP_Q19_num"
-0.736987012112466,0.552770798392567,0.428174419288838,0.402199833269922,-1.08746033240514,-0.17778975055469,0.930299004815799,1.42206351160673,0.776954655424218,1.36618661370027,0.735638945838608,0.741619848709566
0.653847140061039,-1.6583123951777,0.428174419288838,0.402199833269922,0.920158742804353,-0.17778975055469,-1.64591362390488,-1.58936510120752,-1.29492442570703,0.105091277976944,-1.78655172560805,0.741619848709566
0.0914736672001424,0.552770798392567,0.428174419288838,0.402199833269922,0.920158742804353,0.88894875277345,0.930299004815799,-0.58555556360277,-0.258984885141406,-1.15600405774638,0.735638945838608,-0.741619848709566
-1.17811021094764,0.552770798392567,0.428174419288838,0.402199833269922,-1.08746033240514,-2.31126675721097,0.930299004815799,0.418253974001978,0.776954655424218,1.36618661370027,0.735638945838608,0.741619848709566
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.36372100019962,-1.6583123951777,0.428174419288838,0.402199833269922,-0.0836507948003959,-1.24452825388283,0.0715614619089077,0.418253974001978,-0.258984885141406,0.105091277976944,0.735638945838608,2.2248595461287
0.91450033511552,0.552770798392567,0.428174419288838,0.402199833269922,-0.0836507948003959,0.88894875277345,0.930299004815799,0.418253974001978,0.776954655424218,0.105091277976944,0.735638945838608,-0.741619848709566
0.0999447315655191,0.552770798392567,0.428174419288838,0.402199833269922,-1.08746033240514,-0.17778975055469,0.0715614619089077,-0.58555556360277,-0.258984885141406,-1.15600405774638,-0.52545638988472,-0.741619848709566
-0.780578295951601,0.552770798392567,0.428174419288838,0.402199833269922,0.920158742804353,0.88894875277345,0.0715614619089077,1.42206351160673,1.81289419598984,1.36618661370027,0.735638945838608,0.741619848709566
0.841751771116125,0.552770798392567,-2.14087209644419,-2.81539883288945,1.9239682804091,0.88894875277345,-0.787176080997984,-0.58555556360277,-1.29492442570703,-1.15600405774638,-1.78655172560805,-0.741619848709566
-0.789384129976534,-1.6583123951777,0.428174419288838,0.402199833269922,-1.08746033240514,0.88894875277345,0.930299004815799,0.418253974001978,0.776954655424218,0.105091277976944,0.735638945838608,-0.741619848709566
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.268962896115483,0.552770798392567,-2.14087209644419,-1.20659949980977,-0.0836507948003959,-0.17778975055469,-1.64591362390488,-1.58936510120752,-1.29492442570703,-1.15600405774638,-0.52545638988472,-0.741619848709566
1.97830010801404,0.552770798392567,0.428174419288838,0.402199833269922,-0.0836507948003959,-0.17778975055469,-0.787176080997984,0.418253974001978,-0.258984885141406,0.105091277976944,-0.52545638988472,-0.741619848709566
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
