"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.11294315120223,-1.71600637270042,1.30410542318245,1.7622684421256,1.99377914511691,0.927426033502967,0.135988359894568,-2.58198889747161,-1.89974276058391,-1,-0.242535625036333
0.684755531684238,-1.71600637270042,0.205911382607755,0.528680532637681,0.249222393139613,-0.218217890235993,0.135988359894568,0,-0.79155948357663,-1,-0.242535625036333
-2.33385510449559,0.76924423603812,NA,1.7622684421256,-1.49533435883768,2.07306995724193,-1.2918894189984,1.29099444873581,0.316623793430652,1,NA
-0.228129015103048,-0.473381068331151,NA,-0.704907376850242,-1.49533435883768,-1.36386181397495,-1.2918894189984,-1.29099444873581,0.316623793430652,-1,NA
-0.467771666388157,0.76924423603812,-0.892282657966937,-0.704907376850242,0.249222393139613,-0.218217890235993,0.135988359894568,0,-1.89974276058391,-1,-0.242535625036333
-1.32429766744212,-0.473381068331151,-1.99047669854163,0.528680532637681,0.249222393139613,-1.36386181397495,0.135988359894568,-1.29099444873581,0.316623793430652,1,3.88057000058133
-0.149414484181726,-1.71600637270042,0.205911382607755,0.528680532637681,0.249222393139613,-0.218217890235993,-1.2918894189984,0,1.42480707043793,0,-0.242535625036333
0.816961979446284,0.76924423603812,-0.892282657966937,-0.704907376850242,-1.49533435883768,-0.218217890235993,-1.2918894189984,0,0.316623793430652,0,-0.242535625036333
-0.346859382878823,0.76924423603812,0.205911382607755,0.528680532637681,0.249222393139613,-0.218217890235993,0.135988359894568,1.29099444873581,0.316623793430652,1,-0.242535625036333
0.000314850271579757,0.76924423603812,-0.892282657966937,-0.704907376850242,0.249222393139613,-0.218217890235993,0.135988359894568,0,0.316623793430652,0,-0.242535625036333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.341158810279964,-0.473381068331151,-0.892282657966937,-0.704907376850242,0.249222393139613,0.927426033502967,1.56386613878753,0,-0.79155948357663,0,-0.242535625036333
0.00178431911437139,0.76924423603812,NA,-1.93849528633816,-1.49533435883768,-1.36386181397495,-1.2918894189984,-1.29099444873581,-0.79155948357663,-1,-0.242535625036333
0.67402453255385,0.76924423603812,1.30410542318245,-0.704907376850242,0.249222393139613,-0.218217890235993,0.135988359894568,0,1.42480707043793,-1,-0.242535625036333
-2.04038049791685,0.76924423603812,NA,0.528680532637681,0.249222393139613,-0.218217890235993,0.135988359894568,1.29099444873581,0.316623793430652,0,NA
-0.174960239527216,-0.473381068331151,1.30410542318245,0.528680532637681,0.249222393139613,0.927426033502967,1.56386613878753,0,-0.79155948357663,0,-0.242535625036333
-0.0563144973376659,0.76924423603812,0.205911382607755,-0.704907376850242,0.249222393139613,-0.218217890235993,0.135988359894568,1.29099444873581,1.42480707043793,2,-0.242535625036333
1.3355214300697,-0.473381068331151,1.30410542318245,-0.704907376850242,1.99377914511691,2.07306995724193,1.56386613878753,0,-0.79155948357663,-1,-0.242535625036333
1.45907565176497,0.76924423603812,0.205911382607755,0.528680532637681,0.249222393139613,0.927426033502967,0.135988359894568,0,0.316623793430652,0,-0.242535625036333
-0.489305973441913,0.76924423603812,-0.892282657966937,1.7622684421256,-1.49533435883768,-1.36386181397495,-1.2918894189984,1.29099444873581,1.42480707043793,2,-0.242535625036333
0.151059747618061,0.76924423603812,0.205911382607755,-0.704907376850242,0.249222393139613,-0.218217890235993,1.56386613878753,0,0.316623793430652,-1,-0.242535625036333
1.03368852470783,-1.71600637270042,NA,-0.704907376850242,0.249222393139613,-0.218217890235993,0.135988359894568,0,-0.79155948357663,1,NA
