"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q19_num"
1.08677716190088,0.954624316117717,-0.109511545245025,0.880406274042429,0.999985189463784,1.47637647637721,1.44911382010817,-0.395806191530811
-0.551210016582811,-0.437536144887288,-0.109511545245025,-1.00184162218621,0.0303025814989025,-1.47637647637721,-1.69577149161595,-0.395806191530811
-0.645233958194478,0.954624316117717,NA,NA,NA,NA,0.400818716200133,NA
-1.46321955428004,0.954624316117717,-0.109511545245025,-0.0607176740718916,-0.939380026465979,-0.492125492125738,1.44911382010817,3.22299327389375
-0.0613856340912417,0.954624316117717,-0.109511545245025,-0.0607176740718916,-0.939380026465979,-0.492125492125738,0.400818716200133,-0.395806191530811
0.141704010809153,-1.82969660589229,-0.109511545245025,-0.0607176740718916,0.0303025814989025,-0.492125492125738,-0.647476387707908,1.41359354118147
-1.49794696231051,0.954624316117717,-0.109511545245025,-0.0607176740718916,-1.90906263443086,-0.492125492125738,1.44911382010817,-0.395806191530811
0.0621087134246008,-0.437536144887288,-1.2776346945253,-1.00184162218621,-0.939380026465979,-0.492125492125738,-0.647476387707908,-0.395806191530811
-1.77811309481601,0.954624316117717,NA,NA,NA,NA,0.400818716200133,NA
1.55317324263217,-0.437536144887288,-0.109511545245025,-0.0607176740718916,0.0303025814989025,0.492125492125738,-0.647476387707908,-0.395806191530811
0.324834060971591,-0.437536144887288,1.05861160403524,-1.00184162218621,0.999985189463784,-1.47637647637721,-0.647476387707908,-0.395806191530811
2.05668983530666,-0.437536144887288,1.05861160403524,-0.0607176740718916,0.999985189463784,0.492125492125738,1.44911382010817,-0.395806191530811
0.762397757647246,-0.437536144887288,2.22673475331552,1.82153022215675,0.0303025814989025,1.47637647637721,-0.647476387707908,-0.395806191530811
1.74331897165628,-1.82969660589229,-0.109511545245025,-0.0607176740718916,0.0303025814989025,-0.492125492125738,-1.69577149161595,-0.395806191530811
0.496632975697799,0.954624316117717,1.05861160403524,0.880406274042429,0.999985189463784,-0.492125492125738,1.44911382010817,-0.395806191530811
-1.78504340561819,-0.437536144887288,-0.109511545245025,-1.00184162218621,-0.939380026465979,-0.492125492125738,0.400818716200133,-0.395806191530811
NA,NA,NA,NA,NA,NA,NA,NA
0.857536434777022,-0.437536144887288,-0.109511545245025,0.880406274042429,0.999985189463784,0.492125492125738,-0.647476387707908,-0.395806191530811
0.682580688422826,-0.437536144887288,1.05861160403524,1.82153022215675,0.999985189463784,1.47637647637721,-0.647476387707908,-0.395806191530811
-0.0124121997400383,0.954624316117717,-1.2776346945253,-1.00184162218621,0.0303025814989025,1.47637647637721,0.400818716200133,1.41359354118147
-0.105978391187032,0.954624316117717,-0.109511545245025,-1.00184162218621,-0.939380026465979,-0.492125492125738,0.400818716200133,-0.395806191530811
-0.22746859112776,-0.437536144887288,-0.109511545245025,0.880406274042429,0.0303025814989025,-0.492125492125738,0.400818716200133,-0.395806191530811
-0.615598735540049,0.954624316117717,1.05861160403524,-0.0607176740718916,0.999985189463784,0.492125492125738,1.44911382010817,3.22299327389375
0.425087460128512,-1.82969660589229,-0.109511545245025,0.880406274042429,0.999985189463784,0.492125492125738,-0.647476387707908,-0.395806191530811
-1.24791293503263,0.954624316117717,-1.2776346945253,-1.00184162218621,-1.90906263443086,-1.47637647637721,-0.647476387707908,1.41359354118147
1.27728104502026,-0.437536144887288,NA,NA,NA,NA,-1.69577149161595,NA
-0.950162532070746,0.954624316117717,-1.2776346945253,NA,0.999985189463784,0.492125492125738,1.44911382010817,-0.395806191530811
1.46329989779486,-0.437536144887288,2.22673475331552,0.880406274042429,-0.939380026465979,0.492125492125738,0.400818716200133,-0.395806191530811
-0.369928768235192,-1.82969660589229,-1.2776346945253,-1.00184162218621,-0.939380026465979,1.47637647637721,-0.647476387707908,-0.395806191530811
0.292332550831126,0.954624316117717,-0.109511545245025,-1.00184162218621,-0.939380026465979,1.47637647637721,0.400818716200133,-0.395806191530811
-0.0583782288548251,0.954624316117717,1.05861160403524,1.82153022215675,0.999985189463784,1.47637647637721,-0.647476387707908,-0.395806191530811
-1.08330876545323,-0.437536144887288,-1.2776346945253,-1.00184162218621,-1.90906263443086,-1.47637647637721,NA,-0.395806191530811
-0.793806174096657,0.954624316117717,-0.109511545245025,-0.0607176740718916,0.999985189463784,-0.492125492125738,0.400818716200133,-0.395806191530811
NA,NA,NA,NA,NA,NA,NA,NA
0.0905556712388802,-0.437536144887288,-1.2776346945253,-1.00184162218621,0.999985189463784,-1.47637647637721,-1.69577149161595,-0.395806191530811
-0.594233861142032,0.954624316117717,1.05861160403524,1.82153022215675,0.999985189463784,-0.492125492125738,0.400818716200133,-0.395806191530811
0.52503133011361,-1.82969660589229,-1.2776346945253,-1.00184162218621,0.0303025814989025,-0.492125492125738,-0.647476387707908,-0.395806191530811
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
