"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
1.06599455334995,-0.943893411746654,0,0.175576386992024
-1.72983534558684,1.85523877481239,0,0.175576386992024
-0.115250305317028,-0.943893411746654,NA,NA
-0.432344627925712,1.85523877481239,0,-2.28249303089631
0.551619251884748,0.455672681532867,0,0.175576386992024
0.741918357147051,0.455672681532867,0,0.175576386992024
0.661463826886228,-0.943893411746654,0,0.175576386992024
-2.72735781100004,1.85523877481239,0,-1.05345832195214
NA,NA,NA,NA
-0.97333924736735,-0.943893411746654,-1.50923085635624,0.175576386992024
-1.44217922970476,0.455672681532867,0,0.175576386992024
0.457002115658311,-0.943893411746654,0,0.175576386992024
NA,NA,NA,NA
NA,NA,NA,NA
-2.67097416148992,1.85523877481239,-3.01846171271247,-2.28249303089631
0.453737235258933,-0.943893411746654,0,-1.05345832195214
0.314469251906418,0.455672681532867,0,1.40461109593619
-0.727574328207022,0.455672681532867,0,0.175576386992024
1.19037234393797,0.455672681532867,-1.50923085635624,0.175576386992024
-0.76162635453161,0.455672681532867,0,0.175576386992024
NA,NA,NA,NA
-0.440104739122477,-0.943893411746654,1.50923085635624,1.40461109593619
0.0826001419375895,-0.943893411746654,0,0.175576386992024
0.556193541882532,-0.943893411746654,0,0.175576386992024
0.614318937775534,-0.943893411746654,0,0.175576386992024
0.126108330251805,-0.943893411746654,0,-1.05345832195214
0.221201054878587,-0.943893411746654,1.50923085635624,0.175576386992024
-0.19878193355995,0.455672681532867,0,-1.05345832195214
0.338928029471321,0.455672681532867,0,-1.05345832195214
-0.42040061236307,0.455672681532867,0,-1.05345832195214
NA,NA,NA,NA
NA,NA,NA,NA
-1.15413770582619,0.455672681532867,0,0.175576386992024
-0.458793450678145,-0.943893411746654,-3.01846171271247,-2.28249303089631
1.19980749671864,-0.943893411746654,1.50923085635624,1.40461109593619
-0.029805202269262,-0.943893411746654,0,0.175576386992024
-0.257176615044774,0.455672681532867,0,-1.05345832195214
1.39898710716087,0.455672681532867,0,0.175576386992024
-0.0173719882851068,1.85523877481239,1.50923085635624,1.40461109593619
NA,NA,NA,NA
0.608489588576892,0.455672681532867,-1.50923085635624,1.40461109593619
-0.311207031356011,-0.943893411746654,0,0.175576386992024
1.99994151567818,-0.943893411746654,1.50923085635624,1.40461109593619
-0.995531250121552,0.455672681532867,0,0.175576386992024
0.452647716068437,0.455672681532867,0,-1.05345832195214
1.18053819556142,0.455672681532867,1.50923085635624,0.175576386992024
NA,NA,NA,NA
-0.257821443049373,1.85523877481239,0,1.40461109593619
1.48508320420306,-0.943893411746654,1.50923085635624,1.40461109593619
0.337472855873544,-0.943893411746654,0,0.175576386992024
NA,NA,NA,NA
0.082718730738185,-0.943893411746654,0,0.175576386992024
