"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23d_num","TX_RESP_Q23h_num"
1.53101479323832,0.814345071045956,-0.833410849107961,0.39336862882433,0.298280521814887,-0.970221550257514,-1.75469295559681,-1.61200507268876,-0.755928946018455,-0.267261241912424,0.884282131006867,0.83452296039628
0.101313259031012,-0.542896714030637,0.729234492969466,-0.688395100442577,1.26769221771327,1.02128584237633,0.584897651865602,0.763581350220993,-0.755928946018455,-0.267261241912424,-2.21070532751717,-1.11269728052837
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.352079839970889,-0.542896714030637,-0.833410849107961,1.47513235809124,0.298280521814887,1.02128584237633,-0.584897651865602,-0.424211861233885,0.566946709513841,-0.267261241912424,0.884282131006867,-1.11269728052837
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.37534738527463,0.814345071045956,0.729234492969466,-1.77015882970948,-1.64054286998188,1.02128584237633,0.584897651865602,0.763581350220993,0.566946709513841,-0.267261241912424,-0.66321159825515,-1.11269728052837
0.523065950539431,-0.542896714030637,0.729234492969466,0.39336862882433,0.298280521814887,-0.970221550257514,-0.584897651865602,-0.424211861233885,-0.755928946018455,-0.267261241912424,-0.66321159825515,-1.11269728052837
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.485827218492,-0.542896714030637,-0.833410849107961,NA,-0.671131174083496,-0.970221550257514,-0.584897651865602,-0.424211861233885,-0.755928946018455,-0.267261241912424,0.884282131006867,0.83452296039628
1.38815324353724,0.814345071045956,0.729234492969466,0.39336862882433,-0.671131174083496,-0.970221550257514,-0.584897651865602,-0.424211861233885,-0.755928946018455,-0.267261241912424,-0.66321159825515,0.83452296039628
0.744445911906252,-1.90013849910723,-0.833410849107961,NA,NA,NA,-0.584897651865602,-0.424211861233885,-0.755928946018455,-0.267261241912424,0.884282131006867,0.83452296039628
-0.578108730018818,0.814345071045956,-0.833410849107961,-0.688395100442577,1.26769221771327,1.02128584237633,-0.584897651865602,-0.424211861233885,-0.755928946018455,1.60356745147455,-0.66321159825515,-1.11269728052837
-0.383474947608078,0.814345071045956,0.729234492969466,0.39336862882433,0.298280521814887,-0.970221550257514,1.75469295559681,1.95137456167587,1.88982236504614,1.60356745147455,0.884282131006867,0.83452296039628
-1.46688973098124,0.814345071045956,0.729234492969466,-0.688395100442577,1.26769221771327,1.02128584237633,NA,NA,NA,NA,NA,NA
-0.11965225335417,0.814345071045956,0.729234492969466,NA,-0.671131174083496,-0.306385752712899,1.75469295559681,1.95137456167587,1.88982236504614,1.60356745147455,0.884282131006867,0.83452296039628
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.427495343837545,0.814345071045956,0.729234492969466,1.47513235809124,0.298280521814887,-0.970221550257514,0.584897651865602,-0.424211861233885,0.566946709513841,-0.267261241912424,-0.66321159825515,0.83452296039628
-1.33048524296879,-0.542896714030637,0.729234492969466,NA,NA,NA,0.584897651865602,-0.424211861233885,0.566946709513841,-0.267261241912424,-0.66321159825515,-1.11269728052837
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.259713097269919,-1.90013849910723,-2.39605619118539,-0.688395100442577,-1.64054286998188,1.02128584237633,-0.584897651865602,-0.424211861233885,-0.755928946018455,-2.13808993529939,0.884282131006867,0.83452296039628
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
