"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23f_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
1.16486022223298,0.39336862882433,-0.970221550257514,0.171184197004365,-1.75469295559681,-1.61200507268876,-0.755928946018455,-0.267261241912424,-0.116006710736137,0.83452296039628,-0.526234811584218
-0.125115577232741,-0.688395100442577,1.02128584237633,-0.941513083524009,0.584897651865602,0.763581350220993,-0.755928946018455,-0.267261241912424,-1.74010066104206,-1.11269728052837,1.75411603861406
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0656975050257086,1.47513235809124,1.02128584237633,0.171184197004365,-0.584897651865602,-0.424211861233885,0.566946709513841,-0.267261241912424,-0.116006710736137,0.83452296039628,-0.526234811584218
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.989191629051613,-1.77015882970948,1.02128584237633,1.28388147753274,0.584897651865602,0.763581350220993,0.566946709513841,-0.267261241912424,1.50808723956978,0.83452296039628,-0.526234811584218
1.40432009874387,0.39336862882433,-0.970221550257514,0.171184197004365,-0.584897651865602,-0.424211861233885,-0.755928946018455,-0.267261241912424,-0.116006710736137,-1.11269728052837,-0.526234811584218
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.21092500281276,NA,-0.970221550257514,0.171184197004365,-0.584897651865602,-0.424211861233885,-0.755928946018455,-0.267261241912424,-0.116006710736137,-1.11269728052837,-0.526234811584218
1.82259988937951,0.39336862882433,-0.970221550257514,1.28388147753274,-0.584897651865602,-0.424211861233885,-0.755928946018455,-0.267261241912424,-0.116006710736137,-1.11269728052837,-0.526234811584218
-0.205476710203233,NA,NA,NA,-0.584897651865602,-0.424211861233885,-0.755928946018455,-0.267261241912424,-0.116006710736137,0.83452296039628,NA
-0.901129456217404,-0.688395100442577,1.02128584237633,0.171184197004365,-0.584897651865602,-0.424211861233885,-0.755928946018455,1.60356745147455,-1.74010066104206,-1.11269728052837,-0.526234811584218
0.282198159764783,0.39336862882433,-0.970221550257514,1.28388147753274,1.75469295559681,1.95137456167587,1.88982236504614,1.60356745147455,-0.116006710736137,0.83452296039628,-0.526234811584218
-1.0476150073543,-0.688395100442577,1.02128584237633,0.171184197004365,NA,NA,NA,NA,NA,NA,1.75411603861406
-1.44024135058601,NA,-0.306385752712899,-0.941513083524009,1.75469295559681,1.95137456167587,1.88982236504614,1.60356745147455,1.50808723956978,0.83452296039628,1.75411603861406
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.728980069898735,1.47513235809124,-0.970221550257514,-0.941513083524009,0.584897651865602,-0.424211861233885,0.566946709513841,-0.267261241912424,-0.116006710736137,0.83452296039628,-0.526234811584218
-0.486072255466049,NA,NA,NA,0.584897651865602,-0.424211861233885,0.566946709513841,-0.267261241912424,1.50808723956978,-1.11269728052837,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.10461618810189,-0.688395100442577,1.02128584237633,-2.05421036405238,-0.584897651865602,-0.424211861233885,-0.755928946018455,-2.13808993529939,-0.116006710736137,0.83452296039628,-0.526234811584218
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
