"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q22b_num","TX_RESP_Q22h_num","TX_RESP_Q23e_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-1.09113308486962,-1.8619846386901,0.235702260395516,1.06066017177982,1.13389341902768,-1.73455341082116,3.56335949129435,2.17306746840088
-0.717915735521446,-0.19599838302001,0.235702260395516,-1.06066017177982,0,-0.765244151832865,-0.32394177193585,-0.434613493680176
-0.960980520223604,NA,-1.88561808316413,-1.06066017177982,0,-0.765244151832865,-0.32394177193585,-0.434613493680176
-0.160374997880632,-0.19599838302001,0.235702260395516,1.06066017177982,1.13389341902768,-0.765244151832865,-0.32394177193585,-0.434613493680176
0.991069198097387,-0.19599838302001,0.235702260395516,0,-1.13389341902768,1.17337436614373,-0.32394177193585,-0.434613493680176
1.68752107828103,1.46998787265008,-1.88561808316413,-2.12132034355964,0,1.17337436614373,NA,NA
-0.483476572767779,-0.19599838302001,0.235702260395516,-1.06066017177982,-2.26778683805536,-0.765244151832865,-0.32394177193585,-0.434613493680176
0.703724447720364,1.46998787265008,0.235702260395516,0,1.13389341902768,1.17337436614373,-0.32394177193585,-0.434613493680176
0.372303464870415,-0.19599838302001,0.235702260395516,1.06066017177982,0,-0.765244151832865,-0.32394177193585,-0.434613493680176
-0.32269135928416,-0.19599838302001,0.235702260395516,0,0,0.204065107155431,-0.32394177193585,-0.434613493680176
-1.10444911346551,-0.19599838302001,2.35702260395516,1.06066017177982,1.13389341902768,-1.73455341082116,-0.32394177193585,-0.434613493680176
2.2836411515156,-0.19599838302001,0.235702260395516,-1.06066017177982,-1.13389341902768,1.17337436614373,-0.32394177193585,-0.434613493680176
1.2344631067778,-0.19599838302001,-1.88561808316413,-1.06066017177982,-1.13389341902768,1.17337436614373,-0.32394177193585,-0.434613493680176
-0.725390554422287,-0.19599838302001,0.235702260395516,1.06066017177982,1.13389341902768,1.17337436614373,-0.32394177193585,-0.434613493680176
-0.886682517443509,1.46998787265008,0.235702260395516,0,0,0.204065107155431,-0.32394177193585,-0.434613493680176
0.620573048921048,-0.19599838302001,0.235702260395516,0,0,0.204065107155431,-0.32394177193585,-0.434613493680176
-0.167933716098914,1.46998787265008,0.235702260395516,0,-1.13389341902768,-0.765244151832865,-0.32394177193585,-0.434613493680176
-0.793285009553735,-1.8619846386901,NA,1.06066017177982,1.13389341902768,0.204065107155431,1.61970885967925,2.17306746840088
-0.478982314652444,NA,0.235702260395516,1.06066017177982,0,0.204065107155431,-0.32394177193585,2.17306746840088
