"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10d_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
0.434183931121679,-0.843274042711568,-1.76383420737639,-0.661437827766148,-0.661437827766148,-1.70084012854152,-0.750939261482638,-0.58554004376912,-1.34807555140938,-0.58554004376912,0.540061724867322,0.58554004376912,-0.195047374401374,-0.471404520791032
-1.04093055943056,1.05409255338946,0.50395263067897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.471404520791032
-0.854120248552819,1.05409255338946,0.50395263067897,0.661437827766148,0.661437827766148,0.944911182523068,1.35169067066875,1.4638501094228,1.04850320665174,1.4638501094228,0.540061724867322,0.58554004376912,-0.195047374401374,2.35702260395516
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.68939396691762,-0.843274042711568,0.50395263067897,0.661437827766148,0.661437827766148,0.944911182523068,1.35169067066875,-0.58554004376912,1.04850320665174,NA,0.540061724867322,0.58554004376912,-0.195047374401374,0.942809041582063
-1.05524314634497,1.05409255338946,0.50395263067897,0.661437827766148,0.661437827766148,-0.377964473009227,-0.750939261482638,-0.58554004376912,-0.14978617237882,1.4638501094228,-1.62018517460197,0.58554004376912,-1.75542636961236,-0.471404520791032
0.942510741393015,1.05409255338946,0.50395263067897,0.661437827766148,-0.661437827766148,-0.377964473009227,-0.750939261482638,-0.58554004376912,-0.14978617237882,-0.58554004376912,0.540061724867322,-1.4638501094228,-0.195047374401374,-0.471404520791032
1.71690140950182,-0.843274042711568,0.50395263067897,-1.98431348329844,-1.98431348329844,-0.377964473009227,-0.750939261482638,-0.58554004376912,-1.34807555140938,-0.58554004376912,0.540061724867322,-1.4638501094228,-0.195047374401374,-0.471404520791032
-0.187627093407453,-0.843274042711568,0.50395263067897,0.661437827766148,0.661437827766148,0.944911182523068,0.300375704593055,1.4638501094228,1.04850320665174,-0.58554004376912,-1.62018517460197,0.58554004376912,1.36533162080961,-0.471404520791032
0.733718932636914,-0.843274042711568,-1.76383420737639,-0.661437827766148,0.661437827766148,NA,NA,NA,-0.14978617237882,-0.58554004376912,0.540061724867322,NA,1.36533162080961,-0.471404520791032
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
