"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q22h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
1.39644645527133,0.758287544405155,1.45,1.52885524951963,1.74799163927512,1.07243239506462,-0.637238924052575,-0.204124145231932
-1.08772865131807,-0.758287544405155,-1.05,-1.22308419961571,-0.468973366634788,-0.0412473998101778,2.42150791139979,-0.204124145231932
1.88926132994524,0.758287544405155,-1.05,0.611542099807853,0.639509136320166,1.07243239506462,0.892134493673605,-0.204124145231932
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
1.50312062356643,-0.758287544405155,0.2,0.611542099807853,1.74799163927512,1.07243239506462,-0.637238924052575,-0.204124145231932
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.43507167426217,NA,-1.05,-1.22308419961571,0.639509136320166,-2.26860698955977,0.892134493673605,-0.204124145231932
NA,NA,NA,NA,NA,NA,NA,NA
-0.228017732460215,NA,NA,-0.305771049903927,-0.468973366634788,1.07243239506462,0.892134493673605,-0.204124145231932
NA,NA,NA,NA,NA,NA,NA,NA
-0.4618288235845,0.758287544405155,-1.05,0.611542099807853,0.639509136320166,-0.0412473998101778,0.892134493673605,-0.204124145231932
1.77022636672324,0.758287544405155,1.45,NA,0.639509136320166,-0.0412473998101778,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.627268643088387,0.758287544405155,1.45,1.52885524951963,0.639509136320166,-0.0412473998101778,-0.637238924052575,-0.204124145231932
NA,NA,NA,NA,NA,NA,NA,NA
-0.5180117921706,-2.27486263321547,-1.05,-0.305771049903927,-1.57745586958974,-2.26860698955977,-0.637238924052575,-0.204124145231932
NA,NA,NA,NA,NA,NA,NA,NA
-1.52488831415839,-0.758287544405155,0.2,-0.305771049903927,-0.468973366634788,-0.0412473998101778,0.892134493673605,-0.204124145231932
0.63324884323169,0.758287544405155,1.45,0.611542099807853,0.639509136320166,-0.0412473998101778,-0.637238924052575,-0.204124145231932
NA,NA,NA,NA,NA,NA,NA,NA
-0.804527905511818,-0.758287544405155,-1.05,-1.22308419961571,-1.57745586958974,-1.15492719468497,-0.637238924052575,-0.204124145231932
0.555889700141968,-0.758287544405155,0.2,NA,0.639509136320166,1.07243239506462,NA,NA
0.112574933843895,0.758287544405155,-1.05,0.611542099807853,NA,-0.0412473998101778,-0.637238924052575,-0.204124145231932
0.520869099347757,-0.758287544405155,0.2,-0.305771049903927,-1.57745586958974,-0.0412473998101778,-0.637238924052575,-0.204124145231932
0.253146638101002,0.758287544405155,1.45,-0.305771049903927,-0.468973366634788,-1.15492719468497,-0.637238924052575,-0.204124145231932
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.409483521054871,0.758287544405155,-1.05,-1.22308419961571,-0.468973366634788,-0.0412473998101778,-0.637238924052575,-0.204124145231932
-1.2698703334004,-2.27486263321547,-1.05,-1.22308419961571,-0.468973366634788,-0.0412473998101778,0.892134493673605,-0.204124145231932
NA,NA,NA,NA,NA,NA,NA,NA
0.598806669547563,-0.758287544405155,0.2,-0.305771049903927,-0.468973366634788,-0.0412473998101778,-0.637238924052575,-0.204124145231932
-0.254861164124078,0.758287544405155,0.2,0.611542099807853,-0.468973366634788,1.07243239506462,-0.637238924052575,-0.204124145231932
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.680696225702315,0.758287544405155,0.2,-1.22308419961571,0.639509136320166,1.07243239506462,-0.637238924052575,-0.204124145231932
-0.602784096409743,0.758287544405155,-1.05,1.52885524951963,-0.468973366634788,-1.15492719468497,-0.637238924052575,-0.204124145231932
-0.878103789996553,0.758287544405155,1.45,NA,-0.468973366634788,-0.0412473998101778,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.383258344609892,0.758287544405155,0.2,0.611542099807853,0.639509136320166,1.07243239506462,-0.637238924052575,-0.204124145231932
NA,NA,NA,NA,NA,NA,NA,NA
-0.706771912291345,-0.758287544405155,0.2,-1.22308419961571,-1.57745586958974,-1.15492719468497,-0.637238924052575,-0.204124145231932
-1.56183120448771,NA,NA,1.52885524951963,1.74799163927512,1.07243239506462,2.42150791139979,4.69485534033442
NA,NA,NA,NA,NA,NA,NA,NA
