"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q22c_num","TX_RESP_Q23g_num"
0.456601786676907,1.85903200617956,2.25934459723385,1.12359695307189
0.300837507079666,0.309838667696593,0.713477241231741,NA
1.75784219191651,-1.23935467078637,-0.832390114770364,-1.38041911377403
NA,NA,NA,NA
NA,NA,NA,NA
0.245224025428551,0.309838667696593,-0.832390114770364,-1.38041911377403
NA,NA,NA,NA
NA,NA,NA,NA
-0.446692598500871,-1.23935467078637,0.713477241231741,0.288924930789914
NA,NA,NA,NA
-0.608419864499982,NA,-0.832390114770364,1.12359695307189
NA,NA,NA,NA
-1.01958135291527,0.309838667696593,0.713477241231741,0.288924930789914
1.34282842080761,0.309838667696593,0.713477241231741,-0.545747091492059
NA,NA,NA,NA
NA,NA,NA,NA
0.850804260204237,-1.23935467078637,-0.832390114770364,1.12359695307189
NA,NA,NA,NA
-0.301442677885648,-1.23935467078637,NA,-1.38041911377403
NA,NA,NA,NA
-1.5302202749008,0.309838667696593,-0.832390114770364,0.288924930789914
-1.14869057571071,0.309838667696593,0.713477241231741,1.12359695307189
NA,NA,NA,NA
-0.287677850427393,1.85903200617956,0.713477241231741,-1.38041911377403
-1.18306068892224,0.309838667696593,0.713477241231741,0.288924930789914
-0.904522136808959,-1.23935467078637,-0.832390114770364,0.288924930789914
0.73858442376118,0.309838667696593,-0.832390114770364,-0.545747091492059
0.865596307649316,0.309838667696593,-0.832390114770364,0.288924930789914
NA,NA,NA,NA
NA,NA,NA,NA
0.202181247044122,-1.23935467078637,-0.832390114770364,1.12359695307189
1.6584772858155,-1.23935467078637,-0.832390114770364,-0.545747091492059
NA,NA,NA,NA
1.08075481874468,0.309838667696593,-0.832390114770364,0.288924930789914
-1.2221023886749,0.309838667696593,0.713477241231741,1.12359695307189
NA,NA,NA,NA
NA,NA,NA,NA
-1.51458127647461,1.85903200617956,0.713477241231741,0.288924930789914
0.471750546199452,0.309838667696593,0.713477241231741,-1.38041911377403
1.21715753542627,-1.23935467078637,-0.832390114770364,-1.38041911377403
NA,NA,NA,NA
0.56073363336528,0.309838667696593,-0.832390114770364,1.12359695307189
NA,NA,NA,NA
-0.633151168999714,0.309838667696593,-0.832390114770364,-1.38041911377403
-0.949231135398184,NA,2.25934459723385,1.12359695307189
NA,NA,NA,NA
