"PROFICIENCIA_LP_SAEB","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22h_num","TX_RESP_Q23i_num"
NA,NA,NA,NA,NA
-0.257973402675442,1.36069579540791,1.48372286254733,-0.895978670381041,0.867632010492256
NA,NA,NA,NA,NA
0.697494585093956,-1.575542499946,-0.582891124572165,1.21220643639788,-0.555284486715044
0.201452359191731,1.36069579540791,0.450415868987581,1.21220643639788,-0.555284486715044
1.25066935590741,0.381949696956605,-0.582891124572165,0.158113883008419,0.867632010492256
NA,NA,NA,NA,NA
-0.646130053433297,0.381949696956605,1.48372286254733,1.21220643639788,0.867632010492256
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.38061919277265,-0.596796401494696,0.450415868987581,1.21220643639788,0.867632010492256
-1.73072087781468,1.36069579540791,1.48372286254733,0.158113883008419,0.867632010492256
NA,NA,NA,NA,NA
0.669180418184478,-0.596796401494696,NA,NA,0.867632010492256
2.01035646812247,-0.596796401494696,-0.582891124572165,-0.895978670381041,-1.97820098392234
0.115599691794361,-0.596796401494696,0.450415868987581,0.158113883008419,-0.555284486715044
NA,NA,NA,NA,NA
1.79976856083133,0.381949696956605,-0.582891124572165,-0.895978670381041,-0.555284486715044
NA,NA,NA,NA,NA
-0.244534266433591,1.36069579540791,-0.582891124572165,1.21220643639788,0.867632010492256
-1.10052044548212,0.381949696956605,0.450415868987581,0.158113883008419,0.867632010492256
-0.974841607744785,1.36069579540791,0.450415868987581,1.21220643639788,0.867632010492256
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.0294812961749,-0.596796401494696,1.48372286254733,0.158113883008419,0.867632010492256
1.3405090534106,-1.575542499946,NA,0.158113883008419,-0.555284486715044
0.869280871929976,-1.575542499946,-0.582891124572165,-1.9500712237705,-1.97820098392234
-0.0100359558439739,-0.596796401494696,-1.61619811813191,-0.895978670381041,-0.555284486715044
0.468556333479141,0.381949696956605,0.450415868987581,-0.895978670381041,-0.555284486715044
-0.0792926513330106,-0.596796401494696,-1.61619811813191,-1.9500712237705,-3.40111748112964
-0.85551202810075,1.36069579540791,1.48372286254733,1.21220643639788,0.867632010492256
1.08242855684021,-0.596796401494696,-0.582891124572165,-0.895978670381041,0.867632010492256
-1.26654587073695,1.36069579540791,1.48372286254733,1.21220643639788,-0.555284486715044
-0.174471087947956,1.36069579540791,1.48372286254733,1.21220643639788,-0.555284486715044
-0.42402688973688,1.36069579540791,-1.61619811813191,0.158113883008419,0.867632010492256
-0.205111856892113,0.381949696956605,0.450415868987581,0.158113883008419,-0.555284486715044
-1.86141782108851,0.381949696956605,-0.582891124572165,0.158113883008419,0.867632010492256
NA,NA,NA,NA,NA
-0.488846331651579,-0.596796401494696,-0.582891124572165,-0.895978670381041,-0.555284486715044
-1.15972262701595,-1.575542499946,-0.582891124572165,0.158113883008419,0.867632010492256
-0.48993027772068,-0.596796401494696,-1.61619811813191,0.158113883008419,-0.555284486715044
-0.743243167409565,-0.596796401494696,-0.582891124572165,0.158113883008419,0.867632010492256
0.807772625214361,-0.596796401494696,-0.582891124572165,-0.895978670381041,-0.555284486715044
0.484956872149106,0.381949696956605,-0.582891124572165,-0.895978670381041,-0.555284486715044
0.729000135829873,0.381949696956605,1.48372286254733,1.21220643639788,0.867632010492256
-0.00882571204888376,-1.575542499946,-0.582891124572165,-0.895978670381041,-0.555284486715044
0.222004046424483,-0.596796401494696,-0.582891124572165,-1.9500712237705,-0.555284486715044
1.65432398200496,-0.596796401494696,-0.582891124572165,-0.895978670381041,0.867632010492256
0.741132928346726,-1.575542499946,-0.582891124572165,-0.895978670381041,-0.555284486715044
-1.62227281237911,1.36069579540791,1.48372286254733,1.21220643639788,-0.555284486715044
0.155950590483254,0.381949696956605,-0.582891124572165,0.158113883008419,0.867632010492256
-1.30759958834634,0.381949696956605,0.450415868987581,1.21220643639788,0.867632010492256
NA,NA,NA,NA,NA
