"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.22347044357119,-1.8490006540841,0.611775290321498,-0.764719112901872,0,-0.353553390593274,-0.882918713441648,-0.836660026534076,-0.540061724867322,0.661437827766148,1.05409255338946,0.547996624351191,-0.957894944142799,-0.14213381090374,0,1.16666666666667,0,0.333333333333333,1.47920052326728,1.13707048722992,0.942809041582063,0.438397299480953,-1.05409255338946
0.853104785654126,1.47920052326728,0.611775290321498,0.611775290321498,0,1.06066017177982,1.1351812029964,0.836660026534076,-0.540061724867322,0.661437827766148,-0.843274042711568,-1.4247912233131,-0.957894944142799,-0.14213381090374,-1.41421356237309,-0.333333333333333,0,-1.16666666666667,-0.18490006540841,-1.4213381090374,-0.471404520791032,-0.547996624351191,-1.05409255338946
1.30604350071906,-0.18490006540841,-2.14121351612524,-2.14121351612524,-2,-1.76776695296637,-0.882918713441648,-1.67332005306815,-0.540061724867322,0.661437827766148,1.05409255338946,-0.438397299480953,0.11973686801785,-1.4213381090374,0,-0.333333333333333,-2,-1.16666666666667,-0.18490006540841,-1.4213381090374,0.942809041582063,1.4247912233131,0.843274042711568
-1.44773976967099,1.47920052326728,0.611775290321498,0.611775290321498,2,1.06066017177982,1.1351812029964,0,-0.540061724867322,-0.661437827766148,1.05409255338946,0.547996624351191,1.1973686801785,1.13707048722992,1.41421356237309,-0.333333333333333,0,0.333333333333333,-0.18490006540841,-0.14213381090374,-0.471404520791032,-0.547996624351191,0.843274042711568
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.776593104237215,-0.18490006540841,0.611775290321498,0.611775290321498,0,1.06066017177982,0.126131244777378,0.836660026534076,1.62018517460197,-1.98431348329844,-0.843274042711568,1.53439054818333,1.1973686801785,1.13707048722992,1.41421356237309,-1.83333333333333,2,0.333333333333333,-0.18490006540841,-0.14213381090374,-0.471404520791032,-0.547996624351191,0.843274042711568
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.657573647070007,-0.18490006540841,0.611775290321498,0.611775290321498,0,-0.353553390593274,-0.882918713441648,0.836660026534076,1.62018517460197,0.661437827766148,-0.843274042711568,0.547996624351191,1.1973686801785,1.13707048722992,0,1.16666666666667,0,1.83333333333333,-0.18490006540841,1.13707048722992,0.942809041582063,0.438397299480953,0.843274042711568
-0.577848244205179,-0.18490006540841,-0.764719112901872,0.611775290321498,0,NA,NA,NA,NA,NA,-0.843274042711568,-0.438397299480953,-0.957894944142799,-0.14213381090374,0,-0.333333333333333,0,0.333333333333333,-0.18490006540841,1.13707048722992,-1.88561808316413,-1.53439054818333,-1.05409255338946
0.586860231579033,-0.18490006540841,0.611775290321498,0.611775290321498,0,-0.353553390593274,1.1351812029964,0.836660026534076,-0.540061724867322,0.661437827766148,1.05409255338946,0.547996624351191,0.11973686801785,-0.14213381090374,-1.41421356237309,1.16666666666667,0,-1.16666666666667,1.47920052326728,-0.14213381090374,0.942809041582063,1.4247912233131,0.843274042711568
-0.509724196340023,-0.18490006540841,-0.764719112901872,-0.764719112901872,0,-0.353553390593274,-0.882918713441648,-0.836660026534076,-0.540061724867322,-0.661437827766148,-0.843274042711568,-1.4247912233131,-0.957894944142799,-1.4213381090374,0,-0.333333333333333,0,0.333333333333333,-1.8490006540841,-0.14213381090374,-0.471404520791032,-0.547996624351191,-1.05409255338946
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
