"PROFICIENCIA_MT_SAEB","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23i_num","TX_RESP_Q20_num"
0.00660537162461225,-1.51045737493035,-2.18207448938815,-0.0286934341854009,1.3991861404435,1.46767077429415,-0.437270549656432,-0.267409350121028
NA,NA,NA,NA,NA,NA,NA,NA
-0.149262968041634,0.107889812495025,0.484905442086255,-1.29120453834303,-1.46426456558041,-0.786252200514725,1.16605479908382,-0.267409350121028
-0.00140782243798665,0.107889812495025,0.484905442086255,1.23381766997223,1.3991861404435,0.340709286889714,1.16605479908382,-0.267409350121028
-1.55451698412119,-3.12880456235572,-2.18207448938815,-0.0286934341854009,-2.89598991859236,-1.91321368791917,-0.437270549656432,3.65459445165406
2.2445933084496,0.107889812495025,-0.848584523650947,-1.29120453834303,-0.0325392125684538,-0.786252200514725,-0.437270549656432,-0.267409350121028
-0.41737579843349,-1.51045737493035,-0.848584523650947,-1.29120453834303,-1.46426456558041,-0.786252200514725,-0.437270549656432,-0.267409350121028
-0.222185223966586,0.107889812495025,0.484905442086255,-0.0286934341854009,-0.0325392125684538,0.340709286889714,1.16605479908382,-0.267409350121028
0.547861620589079,0.107889812495025,0.484905442086255,-1.29120453834303,-0.0325392125684538,NA,-0.437270549656432,-0.267409350121028
-0.48429664665764,0.107889812495025,0.484905442086255,-0.0286934341854009,-0.0325392125684538,0.340709286889714,-0.437270549656432,-0.267409350121028
0.192855994490421,0.107889812495025,0.484905442086255,-0.0286934341854009,-0.0325392125684538,0.340709286889714,-0.437270549656432,-0.267409350121028
-1.15671032968364,-1.51045737493035,-0.848584523650947,-1.29120453834303,-1.46426456558041,-1.91321368791917,-0.437270549656432,-0.267409350121028
0.127147871929169,0.107889812495025,0.484905442086255,-0.0286934341854009,-0.0325392125684538,0.340709286889714,-0.437270549656432,-0.267409350121028
0.196137004530925,1.7262369999204,0.484905442086255,1.23381766997223,1.3991861404435,-0.786252200514725,-0.437270549656432,-0.267409350121028
-0.489407452314672,0.107889812495025,-0.848584523650947,-0.0286934341854009,-0.0325392125684538,-0.786252200514725,-2.04059589839668,-0.267409350121028
1.08325999188718,0.107889812495025,0.484905442086255,1.23381766997223,-0.0325392125684538,1.46767077429415,1.16605479908382,-0.267409350121028
-1.04331527324524,-1.51045737493035,-0.848584523650947,-2.55371564250066,-0.0325392125684538,-0.786252200514725,-0.437270549656432,-0.267409350121028
-0.099970006279864,0.107889812495025,0.484905442086255,-0.0286934341854009,-0.0325392125684538,-0.786252200514725,-0.437270549656432,-0.267409350121028
1.25494334753859,1.7262369999204,1.81839540782346,1.23381766997223,-0.0325392125684538,0.340709286889714,1.16605479908382,-0.267409350121028
-1.44988443830724,0.107889812495025,-0.848584523650947,-1.29120453834303,-1.46426456558041,-0.786252200514725,-0.437270549656432,-0.267409350121028
