"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
2.18117293383858,-0.858116330321033,0.724568837309472,-0.504016128774185,-0.661437827766148,-0.486561840100952,-1.12464311423107,-0.438866729387554,-1.08980882931709,-1.61874051522008,0.20806259464412,-0.583874208121143,-0.720749970156447,-0.870388279778489
-1.3985669354372,2.00227143741574,-1.20761472884912,-0.504016128774185,0.661437827766148,1.65431025634324,1.96812544990437,0.526640075265064,1.57416830901357,-0.34687296754716,0.20806259464412,-0.583874208121143,-0.720749970156447,1.04446593573419
0.568855774394359,-0.858116330321033,NA,NA,NA,0.583874208121142,0.42174116783665,-0.438866729387554,-1.08980882931709,0.92499458012576,0.20806259464412,-0.583874208121143,-0.720749970156447,1.04446593573419
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.638582743739281,NA,0.724568837309472,-0.504016128774185,-1.98431348329844,1.65431025634324,-1.12464311423107,1.49214687991768,0.242179739848241,0.92499458012576,1.35240686518678,1.55699788832305,1.26131244777378,1.04446593573419
0.426124330142558,-0.858116330321033,NA,NA,NA,-0.486561840100952,-1.12464311423107,-0.438866729387554,0.242179739848241,0.92499458012576,-0.936281675898539,1.55699788832305,1.26131244777378,-0.870388279778489
-0.132423537039548,0.572077553547355,0.724568837309472,0.840026881290309,0.661437827766148,-0.486561840100952,0.42174116783665,-1.40437353404017,-1.08980882931709,-0.34687296754716,-0.936281675898539,-0.583874208121143,-0.720749970156447,-0.870388279778489
0.426631057244756,0.572077553547355,NA,NA,NA,-1.55699788832305,0.42174116783665,-0.438866729387554,0.242179739848241,-0.34687296754716,0.20806259464412,-0.583874208121143,-0.720749970156447,-0.870388279778489
0.0426986409158147,-0.858116330321033,-1.20761472884912,-0.504016128774185,0.661437827766148,-0.486561840100952,-1.12464311423107,-1.40437353404017,-1.08980882931709,-1.61874051522008,-2.0806259464412,-0.583874208121143,1.26131244777378,-0.870388279778489
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.180453441588512,0.572077553547355,0.724568837309472,-0.504016128774185,0.661437827766148,0.583874208121142,0.42174116783665,0.526640075265064,1.57416830901357,0.92499458012576,0.20806259464412,-0.583874208121143,-0.720749970156447,-0.870388279778489
0.15864920043664,-0.858116330321033,0.724568837309472,-0.504016128774185,-0.661437827766148,-0.486561840100952,0.42174116783665,1.49214687991768,0.242179739848241,-0.34687296754716,0.20806259464412,-0.583874208121143,-0.720749970156447,1.04446593573419
-1.45410527916817,0.572077553547355,-1.20761472884912,2.1840698913548,0.661437827766148,-0.486561840100952,0.42174116783665,0.526640075265064,0.242179739848241,0.92499458012576,1.35240686518678,1.55699788832305,1.26131244777378,1.04446593573419
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
