"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num"
1.184183426684,0.301511344577763,-0.661437827766148,-0.486561840100952,-1.12464311423107,-0.786566506207116,-0.583874208121143,-0.438866729387554,-1.57416830901357,-1.12464311423107,-1.61874051522008,-1.57416830901357,0.20806259464412,0,-0.870388279778489
-0.641318327131607,0.301511344577763,0.661437827766148,1.65431025634324,1.96812544990437,-0.786566506207116,-0.583874208121143,0.526640075265064,-0.242179739848241,-1.12464311423107,-0.34687296754716,-0.242179739848241,0.20806259464412,0,1.04446593573419
-1.18772317682482,0.301511344577763,NA,0.583874208121142,0.42174116783665,0.449466574975495,-0.583874208121143,-0.438866729387554,1.08980882931709,0.42174116783665,0.92499458012576,1.08980882931709,0.20806259464412,0,1.04446593573419
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.39435182109974,0.301511344577763,-1.98431348329844,1.65431025634324,-1.12464311423107,1.68549965615811,1.55699788832305,1.49214687991768,1.08980882931709,1.96812544990437,0.92499458012576,1.08980882931709,1.35240686518678,0,1.04446593573419
0.181733661954322,0.301511344577763,NA,-0.486561840100952,-1.12464311423107,-0.786566506207116,-0.583874208121143,-0.438866729387554,-1.57416830901357,0.42174116783665,0.92499458012576,1.08980882931709,-0.936281675898539,0,-0.870388279778489
-0.314987052268845,0.301511344577763,0.661437827766148,-0.486561840100952,0.42174116783665,-0.786566506207116,-0.583874208121143,-1.40437353404017,-0.242179739848241,-1.12464311423107,-0.34687296754716,-0.242179739848241,-0.936281675898539,0,-0.870388279778489
0.223281699392857,0.301511344577763,NA,-1.55699788832305,0.42174116783665,0.449466574975495,-0.583874208121143,-0.438866729387554,1.08980882931709,0.42174116783665,-0.34687296754716,-0.242179739848241,0.20806259464412,-2.23606797749979,-0.870388279778489
1.77557142924558,-3.01511344577764,0.661437827766148,-0.486561840100952,-1.12464311423107,-0.786566506207116,-0.583874208121143,-1.40437353404017,-0.242179739848241,-1.12464311423107,-1.61874051522008,-1.57416830901357,-2.0806259464412,0,-0.870388279778489
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.02025382338593,0.301511344577763,0.661437827766148,0.583874208121142,0.42174116783665,0.449466574975495,1.55699788832305,0.526640075265064,-0.242179739848241,0.42174116783665,0.92499458012576,-0.242179739848241,0.20806259464412,0,-0.870388279778489
-0.644052294441009,0.301511344577763,-0.661437827766148,-0.486561840100952,0.42174116783665,1.68549965615811,1.55699788832305,1.49214687991768,1.08980882931709,0.42174116783665,-0.34687296754716,-0.242179739848241,0.20806259464412,2.23606797749979,1.04446593573419
-0.202591368896666,0.301511344577763,0.661437827766148,-0.486561840100952,0.42174116783665,-0.786566506207116,-0.583874208121143,0.526640075265064,-0.242179739848241,0.42174116783665,0.92499458012576,1.08980882931709,1.35240686518678,0,1.04446593573419
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
